customer_unique_id,last_order_date,recency_days,frequency,monetary,segment
cust_017824,2017-01-03,605,2,295.12,At Risk (was frequent)
cust_009813,2017-11-19,285,1,295.08,Potential Loyalists
cust_012598,2016-10-07,693,1,295.02,Hibernating / Lost
cust_018971,2017-11-21,283,1,294.98,Loyal Customers
cust_004655,2017-12-21,253,2,294.81,Loyal Customers
cust_007735,2018-01-15,228,2,294.7,Loyal Customers
cust_001227,2016-10-09,691,2,294.63,At Risk (was frequent)
cust_003365,2017-12-20,254,1,294.53,Potential Loyalists
cust_013073,2017-08-28,368,3,294.52,At Risk (was frequent)
cust_016889,2018-01-28,215,2,294.14,Loyal Customers
cust_011157,2017-08-16,380,2,294.11,At Risk (was frequent)
cust_013739,2017-02-07,570,3,293.95,At Risk (was frequent)
cust_005054,2017-08-24,372,1,293.73,Hibernating / Lost
cust_000041,2018-01-27,216,3,293.67,Loyal Customers
cust_001340,2017-10-02,333,1,293.47,Potential Loyalists
cust_018680,2016-07-13,779,1,293.46,At Risk (was frequent)
cust_003435,2016-07-16,776,1,293.28,Hibernating / Lost
cust_017621,2017-12-24,250,2,293.21,Loyal Customers
cust_005232,2017-10-22,313,1,293.06,Potential Loyalists
cust_002800,2017-04-23,495,2,292.81,At Risk (was frequent)
cust_013043,2017-06-21,436,2,292.81,At Risk (was frequent)
cust_005026,2017-05-09,479,2,292.29,At Risk (was frequent)
cust_004223,2017-04-22,496,1,291.93,Hibernating / Lost
cust_004026,2018-02-20,192,2,291.87,Loyal Customers
cust_006272,2017-12-26,248,2,291.75,Loyal Customers
cust_016423,2016-11-17,652,1,291.6,At Risk (was frequent)
cust_004239,2017-04-14,504,2,291.59,At Risk (was frequent)
cust_006608,2016-07-05,787,1,291.39,Hibernating / Lost
cust_000807,2017-11-02,302,2,291.29,Loyal Customers
cust_007040,2017-07-18,409,2,291.14,At Risk (was frequent)
cust_011995,2016-07-15,777,1,290.93,Hibernating / Lost
cust_011718,2016-06-26,796,2,290.78,At Risk (was frequent)
cust_015614,2017-10-01,334,2,290.36,Loyal Customers
cust_004981,2018-01-21,222,2,290.13,Loyal Customers
cust_011837,2016-09-23,707,2,290.05,At Risk (was frequent)
cust_005517,2016-03-09,905,1,290.02,Hibernating / Lost
cust_006396,2018-01-14,229,2,289.76,Loyal Customers
cust_005226,2017-09-30,335,2,289.61,Loyal Customers
cust_015880,2018-02-06,206,2,289.58,Loyal Customers
cust_003641,2017-12-17,257,2,289.54,Loyal Customers
cust_001630,2017-11-11,293,1,289.44,Potential Loyalists
cust_001605,2017-01-19,589,1,289.43,Hibernating / Lost
cust_012384,2016-03-07,907,1,289.3,Hibernating / Lost
cust_013068,2017-12-24,250,3,289.28,Loyal Customers
cust_008023,2016-11-25,644,2,289.09,At Risk (was frequent)
cust_017100,2016-10-30,670,1,288.87,At Risk (was frequent)
cust_012284,2017-09-21,344,2,288.78,At Risk (was frequent)
cust_016605,2017-12-06,268,1,288.74,Loyal Customers
cust_015623,2016-05-03,850,1,288.49,At Risk (was frequent)
cust_008500,2016-05-29,824,1,288.34,Hibernating / Lost
cust_010690,2016-06-18,804,2,288.28,At Risk (was frequent)
cust_018424,2017-03-04,545,3,288.14,At Risk (was frequent)
cust_018509,2017-03-10,539,1,288.11,At Risk (was frequent)
cust_005036,2017-08-28,368,2,288.03,At Risk (was frequent)
cust_016639,2017-01-24,584,3,287.82,At Risk (was frequent)
cust_018321,2016-12-03,636,2,287.8,At Risk (was frequent)
cust_010237,2017-11-09,295,3,287.75,Loyal Customers
cust_004838,2016-11-25,644,1,287.72,Hibernating / Lost
cust_014914,2017-12-15,259,3,287.7,Loyal Customers
cust_012326,2017-03-15,534,1,287.47,Hibernating / Lost
cust_005719,2017-04-17,501,4,287.46,At Risk (was frequent)
cust_008164,2017-08-18,378,3,287.45,At Risk (was frequent)
cust_017278,2016-03-07,907,1,287.39,At Risk (was frequent)
cust_017446,2017-10-07,328,2,287.38,Loyal Customers
cust_013126,2017-09-13,352,1,287.37,Hibernating / Lost
cust_018749,2017-09-12,353,2,287.36,At Risk (was frequent)
cust_002977,2017-08-13,383,3,287.31,At Risk (was frequent)
cust_000242,2017-10-20,315,1,287.19,Potential Loyalists
cust_007763,2016-07-03,789,1,287.15,Hibernating / Lost
cust_005073,2016-07-09,783,1,287.04,Hibernating / Lost
cust_001108,2017-11-15,289,1,286.82,Potential Loyalists
cust_012122,2017-04-12,506,3,286.76,At Risk (was frequent)
cust_011527,2016-12-01,638,2,286.69,At Risk (was frequent)
cust_011869,2017-07-07,420,1,286.67,Hibernating / Lost
cust_009289,2016-04-09,874,2,286.59,At Risk (was frequent)
cust_004467,2016-10-23,677,1,286.52,Hibernating / Lost
cust_008798,2017-06-06,451,2,286.48,At Risk (was frequent)
cust_004119,2016-09-13,717,1,286.42,Hibernating / Lost
cust_014317,2016-08-19,742,2,286.37,At Risk (was frequent)
cust_005395,2018-02-06,206,1,286.26,Potential Loyalists
cust_004179,2017-06-09,448,2,286.15,At Risk (was frequent)
cust_002139,2017-06-10,447,3,285.78,At Risk (was frequent)
cust_011104,2016-11-16,653,1,285.75,Hibernating / Lost
cust_010811,2016-06-13,809,1,285.6,Hibernating / Lost
cust_016152,2018-01-06,237,1,285.58,Loyal Customers
cust_007697,2018-02-09,203,2,285.46,Loyal Customers
cust_015924,2017-10-18,317,4,285.45,Loyal Customers
cust_011580,2016-12-21,618,2,285.37,At Risk (was frequent)
cust_009881,2017-12-15,259,2,285.27,Loyal Customers
cust_014111,2017-03-05,544,1,285.03,At Risk (was frequent)
cust_002126,2017-04-23,495,1,284.87,Hibernating / Lost
cust_012166,2016-11-08,661,1,284.68,Hibernating / Lost
cust_004278,2018-02-07,205,2,284.58,Loyal Customers
cust_005932,2017-04-09,509,3,284.57,At Risk (was frequent)
cust_014547,2018-02-25,187,2,284.57,Loyal Customers
cust_013027,2017-11-02,302,1,284.55,Potential Loyalists
cust_000664,2016-08-03,758,1,284.44,Hibernating / Lost
cust_015379,2016-12-23,616,1,284.25,At Risk (was frequent)
cust_017724,2017-11-20,284,1,284.03,Loyal Customers
cust_009587,2016-07-26,766,2,283.99,At Risk (was frequent)
cust_011811,2017-07-04,423,2,283.99,At Risk (was frequent)
cust_012136,2016-06-11,811,1,283.9,Hibernating / Lost
cust_008419,2016-08-20,741,1,283.85,Hibernating / Lost
cust_008725,2017-10-14,321,3,283.83,Loyal Customers
cust_012214,2018-02-26,186,3,283.75,Loyal Customers
cust_017017,2016-11-27,642,2,283.71,At Risk (was frequent)
cust_010184,2016-07-25,767,1,283.6,Hibernating / Lost
cust_006683,2017-11-15,289,2,283.45,Loyal Customers
cust_005360,2018-02-10,202,2,283.37,Loyal Customers
cust_007538,2017-09-27,338,2,283.24,Loyal Customers
cust_001351,2018-01-20,223,1,283.22,Potential Loyalists
cust_010612,2016-02-11,932,1,283.14,Hibernating / Lost
cust_005115,2017-12-31,243,2,283.12,Loyal Customers
cust_004984,2017-08-05,391,1,282.92,Hibernating / Lost
cust_015914,2017-10-03,332,3,282.89,Loyal Customers
cust_001379,2016-11-16,653,2,282.83,At Risk (was frequent)
cust_007847,2018-02-10,202,3,282.79,Loyal Customers
cust_007671,2017-02-03,574,2,282.62,At Risk (was frequent)
cust_004537,2016-11-26,643,2,282.61,At Risk (was frequent)
cust_008084,2017-11-17,287,2,282.49,Loyal Customers
cust_015282,2016-10-30,670,2,282.47,At Risk (was frequent)
cust_009267,2016-07-01,791,1,282.1,Hibernating / Lost
cust_008844,2017-05-24,464,1,282.01,Hibernating / Lost
cust_005514,2017-10-20,315,3,281.87,Loyal Customers
cust_003306,2017-08-27,369,2,281.77,At Risk (was frequent)
cust_017443,2017-06-28,429,2,281.69,At Risk (was frequent)
cust_018827,2017-08-05,391,2,281.64,At Risk (was frequent)
cust_012704,2016-01-28,946,1,281.63,Hibernating / Lost
cust_002117,2017-01-23,585,1,281.56,Hibernating / Lost
cust_018005,2017-11-09,295,2,281.28,Loyal Customers
cust_002501,2017-10-26,309,1,281.14,Potential Loyalists
cust_014736,2018-02-24,188,2,281.01,Loyal Customers
cust_010284,2017-04-12,506,2,281.01,At Risk (was frequent)
cust_015244,2017-05-07,481,1,281.0,At Risk (was frequent)
cust_017694,2016-08-12,749,2,280.97,At Risk (was frequent)
cust_007235,2017-11-28,276,1,280.79,Potential Loyalists
cust_014387,2016-12-05,634,1,280.71,At Risk (was frequent)
cust_009224,2017-11-12,292,2,280.62,Loyal Customers
cust_003228,2017-11-02,302,2,280.59,Loyal Customers
cust_008026,2017-07-13,414,2,280.58,At Risk (was frequent)
cust_009361,2018-02-23,189,2,280.53,Loyal Customers
cust_007938,2017-05-20,468,2,280.38,At Risk (was frequent)
cust_018458,2017-11-28,276,4,280.23,Loyal Customers
cust_017493,2017-12-15,259,2,280.21,Loyal Customers
cust_012923,2016-03-09,905,1,280.16,Hibernating / Lost
cust_012568,2017-02-17,560,2,280.11,At Risk (was frequent)
cust_008677,2018-01-16,227,1,280.09,Potential Loyalists
cust_017211,2017-10-01,334,2,280.03,Loyal Customers
cust_011205,2017-12-29,245,2,279.82,Loyal Customers
cust_012509,2017-04-17,501,2,279.81,At Risk (was frequent)
cust_014104,2016-05-01,852,1,279.66,At Risk (was frequent)
cust_004377,2017-04-09,509,3,279.56,At Risk (was frequent)
cust_008858,2018-01-14,229,2,279.54,Loyal Customers
cust_005542,2016-08-07,754,1,279.53,Hibernating / Lost
cust_007910,2017-08-10,386,1,279.48,Hibernating / Lost
cust_018944,2017-10-27,308,1,279.43,Loyal Customers
cust_005135,2018-01-07,236,2,279.41,Loyal Customers
cust_012390,2017-09-27,338,1,279.29,Potential Loyalists
cust_007707,2017-05-16,472,2,279.24,At Risk (was frequent)
cust_005596,2016-01-09,965,1,279.21,Hibernating / Lost
cust_005179,2018-02-24,188,3,279.01,Loyal Customers
cust_004511,2017-07-25,402,2,278.82,At Risk (was frequent)
cust_007185,2017-12-26,248,1,278.76,Potential Loyalists
cust_002395,2017-11-24,280,1,278.65,Potential Loyalists
cust_008324,2016-07-10,782,1,278.61,Hibernating / Lost
cust_000953,2017-12-17,257,2,278.51,Loyal Customers
cust_007142,2017-11-04,300,1,278.48,Potential Loyalists
cust_013391,2016-09-02,728,1,278.48,Hibernating / Lost
cust_008529,2016-12-06,633,1,278.39,Hibernating / Lost
cust_000990,2017-07-25,402,2,278.39,At Risk (was frequent)
cust_012113,2017-10-18,317,2,278.37,Loyal Customers
cust_016219,2016-05-01,852,2,278.32,At Risk (was frequent)
cust_015805,2017-08-14,382,2,278.15,At Risk (was frequent)
cust_016553,2016-09-28,702,2,278.15,At Risk (was frequent)
cust_016183,2016-07-24,768,1,278.06,At Risk (was frequent)
cust_006467,2016-09-28,702,1,278.0,Hibernating / Lost
cust_008096,2017-02-14,563,1,277.92,Hibernating / Lost
cust_014116,2017-11-01,303,1,277.87,Loyal Customers
cust_006835,2017-10-01,334,2,277.78,Loyal Customers
cust_018019,2018-02-06,206,2,277.49,Loyal Customers
cust_006899,2017-09-16,349,1,277.37,Hibernating / Lost
cust_003970,2017-04-21,497,3,277.22,At Risk (was frequent)
cust_008196,2017-11-10,294,2,277.07,Loyal Customers
cust_013843,2018-01-09,234,2,276.98,Loyal Customers
cust_001807,2017-11-17,287,2,276.91,Loyal Customers
cust_005281,2016-01-11,963,1,276.87,Hibernating / Lost
cust_002991,2017-04-11,507,1,276.71,Hibernating / Lost
cust_003712,2017-03-04,545,3,276.67,At Risk (was frequent)
cust_010042,2017-11-04,300,2,276.63,Loyal Customers
cust_006135,2018-01-31,212,2,276.55,Loyal Customers
cust_004887,2017-02-12,565,3,276.5,At Risk (was frequent)
cust_006937,2018-02-23,189,2,276.28,Loyal Customers
cust_012995,2017-02-26,551,1,276.27,Hibernating / Lost
cust_015061,2016-08-29,732,1,276.26,At Risk (was frequent)
cust_016006,2016-03-28,886,1,276.21,At Risk (was frequent)
cust_010149,2017-09-13,352,1,276.16,Hibernating / Lost
cust_009987,2017-09-28,337,1,276.13,Potential Loyalists
cust_011622,2016-12-31,608,2,276.12,At Risk (was frequent)
cust_003582,2016-05-23,830,1,276.08,Hibernating / Lost
cust_007082,2017-10-09,326,2,275.94,Loyal Customers
cust_008078,2016-10-10,690,1,275.81,Hibernating / Lost
cust_011747,2017-09-05,360,2,275.75,At Risk (was frequent)
cust_008635,2018-02-15,197,3,275.63,Loyal Customers
cust_004087,2017-12-06,268,2,275.58,Loyal Customers
cust_008048,2017-12-08,266,2,275.55,Loyal Customers
cust_010397,2017-02-10,567,1,275.47,Hibernating / Lost
cust_011130,2017-02-10,567,1,275.45,Hibernating / Lost
cust_013647,2016-07-08,784,1,275.43,Hibernating / Lost
cust_017182,2016-11-09,660,2,275.05,At Risk (was frequent)
cust_010537,2017-03-05,544,1,275.03,Hibernating / Lost
cust_010854,2017-09-11,354,1,275.01,Hibernating / Lost
cust_000628,2017-12-10,264,3,274.98,Loyal Customers
cust_009368,2016-11-07,662,2,274.88,At Risk (was frequent)
cust_003938,2017-08-17,379,2,274.87,At Risk (was frequent)
cust_008416,2017-10-04,331,1,274.72,Potential Loyalists
cust_001982,2017-08-25,371,1,274.7,Hibernating / Lost
cust_012807,2017-06-10,447,1,274.66,Hibernating / Lost
cust_005854,2017-09-02,363,1,274.63,Hibernating / Lost
cust_011717,2017-09-25,340,2,274.62,At Risk (was frequent)
cust_010535,2017-11-24,280,1,274.29,Potential Loyalists
cust_001067,2017-11-05,299,2,273.99,Loyal Customers
cust_010834,2017-11-25,279,1,273.97,Potential Loyalists
cust_016579,2017-12-08,266,2,273.88,Loyal Customers
cust_006795,2016-11-20,649,2,273.88,At Risk (was frequent)
cust_012243,2017-01-16,592,2,273.83,At Risk (was frequent)
cust_004587,2016-09-02,728,1,273.77,Hibernating / Lost
cust_010981,2017-03-25,524,3,273.73,At Risk (was frequent)
cust_015907,2016-09-01,729,1,273.63,At Risk (was frequent)
cust_014978,2018-02-22,190,2,273.62,Loyal Customers
cust_018480,2017-08-20,376,3,273.06,At Risk (was frequent)
cust_017059,2018-02-07,205,1,272.79,Loyal Customers
cust_001571,2016-12-08,631,2,272.67,At Risk (was frequent)
cust_004933,2018-02-24,188,3,272.55,Loyal Customers
cust_004208,2017-07-31,396,2,272.43,At Risk (was frequent)
cust_005598,2017-06-08,449,2,272.32,At Risk (was frequent)
cust_010770,2017-05-07,481,1,272.27,Hibernating / Lost
cust_007153,2016-07-12,780,2,272.23,At Risk (was frequent)
cust_009214,2016-11-10,659,2,272.16,At Risk (was frequent)
cust_015886,2016-07-13,779,1,272.13,At Risk (was frequent)
cust_011988,2017-11-19,285,1,271.88,Potential Loyalists
cust_015392,2017-11-19,285,2,271.77,Loyal Customers
cust_018439,2017-03-26,523,1,271.59,At Risk (was frequent)
cust_006864,2017-09-18,347,1,271.51,Hibernating / Lost
cust_016135,2017-07-07,420,3,271.46,At Risk (was frequent)
cust_018543,2016-09-10,720,2,271.41,At Risk (was frequent)
cust_008213,2017-01-02,606,2,271.37,At Risk (was frequent)
cust_012011,2017-04-11,507,1,271.31,Hibernating / Lost
cust_014930,2016-05-08,845,1,271.16,At Risk (was frequent)
cust_000593,2016-10-26,674,2,271.14,At Risk (was frequent)
cust_011351,2017-11-28,276,2,271.06,Loyal Customers
cust_004611,2017-09-12,353,1,271.05,Hibernating / Lost
cust_005680,2018-01-09,234,3,270.94,Loyal Customers
cust_011444,2017-11-21,283,2,270.88,Loyal Customers
cust_007326,2017-09-24,341,2,270.87,At Risk (was frequent)
cust_014349,2018-01-08,235,2,270.71,Loyal Customers
cust_015588,2016-12-10,629,2,270.69,At Risk (was frequent)
cust_011413,2018-01-28,215,2,270.56,Loyal Customers
cust_005452,2016-11-22,647,1,270.51,Hibernating / Lost
cust_018177,2016-04-25,858,2,270.48,At Risk (was frequent)
cust_005890,2016-03-14,900,1,270.38,Hibernating / Lost
cust_004925,2018-02-24,188,1,270.35,Potential Loyalists
cust_010928,2016-11-12,657,2,270.33,At Risk (was frequent)
cust_016687,2017-02-10,567,1,270.33,At Risk (was frequent)
cust_013311,2017-09-23,342,2,270.21,At Risk (was frequent)
cust_007859,2016-08-12,749,1,269.87,Hibernating / Lost
cust_014316,2016-07-03,789,2,269.86,At Risk (was frequent)
cust_003146,2017-03-04,545,2,269.75,At Risk (was frequent)
cust_006129,2016-07-25,767,1,269.31,Hibernating / Lost
cust_002216,2018-02-01,211,1,269.31,Potential Loyalists
cust_007269,2016-08-07,754,1,269.21,Hibernating / Lost
cust_006499,2017-12-22,252,2,269.14,Loyal Customers
cust_008507,2017-11-26,278,2,269.07,Loyal Customers
cust_003427,2016-04-26,857,1,268.88,Hibernating / Lost
cust_009363,2016-04-28,855,1,268.79,Hibernating / Lost
cust_002416,2017-12-30,244,2,268.76,Loyal Customers
cust_009434,2017-05-22,466,2,268.76,At Risk (was frequent)
cust_013218,2017-07-13,414,2,268.53,At Risk (was frequent)
cust_005662,2017-03-14,535,1,268.43,Hibernating / Lost
cust_007774,2017-11-07,297,2,268.4,Loyal Customers
cust_014874,2016-08-23,738,1,268.36,At Risk (was frequent)
cust_004344,2016-03-13,901,1,268.23,Hibernating / Lost
cust_003332,2018-02-07,205,2,268.1,Loyal Customers
cust_013183,2017-01-09,599,1,267.82,Hibernating / Lost
cust_002258,2016-09-30,700,1,267.69,Hibernating / Lost
cust_012654,2017-11-11,293,2,267.4,Loyal Customers
cust_015004,2016-11-15,654,1,267.16,At Risk (was frequent)
cust_010754,2016-10-09,691,2,267.06,At Risk (was frequent)
cust_010038,2017-04-05,513,1,267.02,Hibernating / Lost
cust_017916,2017-01-10,598,3,267.02,At Risk (was frequent)
cust_011528,2017-07-12,415,1,266.96,Hibernating / Lost
cust_008352,2017-11-18,286,2,266.94,Loyal Customers
cust_005690,2018-03-02,182,1,266.88,Potential Loyalists
cust_001179,2016-07-18,774,1,266.87,Hibernating / Lost
cust_000397,2018-02-08,204,1,266.86,Potential Loyalists
cust_001875,2016-06-04,818,1,266.86,Hibernating / Lost
cust_001506,2017-09-03,362,2,266.75,At Risk (was frequent)
cust_017161,2017-11-03,301,2,266.62,Loyal Customers
cust_015258,2016-09-26,704,2,266.37,At Risk (was frequent)
cust_016306,2017-04-30,488,1,266.21,At Risk (was frequent)
cust_017261,2017-08-02,394,3,266.15,At Risk (was frequent)
cust_018082,2017-11-06,298,2,266.08,Loyal Customers
cust_003799,2016-11-11,658,3,265.74,At Risk (was frequent)
cust_010809,2017-02-08,569,1,265.45,Hibernating / Lost
cust_002569,2016-02-26,917,2,265.43,At Risk (was frequent)
cust_004126,2017-02-01,576,1,265.43,Hibernating / Lost
cust_001103,2018-01-18,225,2,265.41,Loyal Customers
cust_008732,2016-04-29,854,1,265.28,Hibernating / Lost
cust_013229,2017-08-27,369,2,265.21,At Risk (was frequent)
cust_015636,2017-08-14,382,2,265.18,At Risk (was frequent)
cust_007615,2017-12-05,269,1,265.11,Potential Loyalists
cust_014463,2018-01-11,232,3,265.09,Loyal Customers
cust_001098,2017-02-01,576,2,264.88,At Risk (was frequent)
cust_016748,2017-07-06,421,1,264.86,At Risk (was frequent)
cust_008065,2017-11-18,286,2,264.77,Loyal Customers
cust_018402,2016-11-01,668,2,264.74,At Risk (was frequent)
cust_001523,2017-10-22,313,2,264.7,Loyal Customers
cust_008343,2016-12-22,617,2,264.68,At Risk (was frequent)
cust_014117,2017-11-22,282,2,264.62,Loyal Customers
cust_018916,2017-10-02,333,3,264.52,Loyal Customers
cust_013055,2017-02-04,573,3,264.51,At Risk (was frequent)
cust_015502,2016-11-30,639,3,264.44,At Risk (was frequent)
cust_003413,2016-11-14,655,2,264.35,At Risk (was frequent)
cust_005176,2017-11-21,283,2,264.26,Loyal Customers
cust_001962,2016-12-07,632,2,264.11,At Risk (was frequent)
cust_015613,2018-02-03,209,2,264.1,Loyal Customers
cust_004707,2017-12-15,259,1,264.1,Potential Loyalists
cust_013203,2017-10-10,325,1,264.02,Potential Loyalists
cust_006537,2017-09-20,345,2,264.01,At Risk (was frequent)
cust_000661,2017-07-05,422,2,263.98,At Risk (was frequent)
cust_017926,2018-01-10,233,1,263.96,Loyal Customers
cust_005806,2016-11-26,643,3,263.96,At Risk (was frequent)
cust_012114,2017-02-22,555,2,263.95,At Risk (was frequent)
cust_007066,2016-01-26,948,1,263.94,Hibernating / Lost
cust_003644,2017-12-22,252,2,263.7,Loyal Customers
cust_013017,2017-11-23,281,3,263.4,Loyal Customers
cust_007130,2018-01-15,228,1,263.31,Potential Loyalists
cust_004563,2018-02-19,193,3,263.26,Loyal Customers
cust_005032,2016-02-05,938,1,263.15,Hibernating / Lost
cust_013782,2017-06-17,440,2,263.08,At Risk (was frequent)
cust_003699,2017-09-17,348,2,263.08,At Risk (was frequent)
cust_015965,2016-07-03,789,1,263.07,At Risk (was frequent)
cust_016136,2017-09-02,363,2,263.0,At Risk (was frequent)
cust_006757,2017-12-05,269,3,262.55,Loyal Customers
cust_005192,2016-12-10,629,1,262.49,Hibernating / Lost
cust_010328,2016-09-13,717,1,262.37,Hibernating / Lost
cust_018446,2017-05-02,486,1,262.34,At Risk (was frequent)
cust_011968,2017-01-09,599,2,262.28,At Risk (was frequent)
cust_013334,2017-11-22,282,2,262.24,Loyal Customers
cust_017624,2018-01-05,238,1,262.01,Loyal Customers
cust_013419,2018-01-01,242,3,261.96,Loyal Customers
cust_010994,2018-01-15,228,3,261.66,Loyal Customers
cust_017210,2017-12-03,271,1,261.51,Loyal Customers
cust_002822,2016-01-16,958,1,261.37,Hibernating / Lost
cust_005333,2017-01-31,577,3,261.24,At Risk (was frequent)
cust_000930,2017-09-27,338,3,261.21,Loyal Customers
cust_001352,2017-05-03,485,2,261.16,At Risk (was frequent)
cust_017889,2017-08-11,385,3,260.98,At Risk (was frequent)
cust_008521,2016-04-23,860,1,260.65,Hibernating / Lost
cust_012873,2017-12-29,245,2,260.27,Loyal Customers
cust_018539,2016-07-01,791,1,260.25,At Risk (was frequent)
cust_013253,2016-10-29,671,2,260.21,At Risk (was frequent)
cust_018004,2016-07-08,784,1,260.21,At Risk (was frequent)
cust_002401,2016-06-20,802,1,260.2,Hibernating / Lost
cust_010912,2016-06-11,811,1,260.19,Hibernating / Lost
cust_000460,2017-11-28,276,3,260.19,Loyal Customers
cust_015771,2017-09-02,363,2,260.15,At Risk (was frequent)
cust_013065,2016-01-14,960,1,260.14,Hibernating / Lost
cust_003882,2017-11-11,293,1,260.07,Potential Loyalists
cust_013625,2016-03-11,903,1,259.89,Hibernating / Lost
cust_001988,2018-01-12,231,3,259.63,Loyal Customers
cust_016439,2016-08-23,738,2,259.62,At Risk (was frequent)
cust_010941,2017-10-20,315,2,259.41,Loyal Customers
cust_004079,2018-03-01,183,1,259.34,Potential Loyalists
cust_013275,2017-04-18,500,2,259.25,At Risk (was frequent)
cust_010646,2017-08-26,370,2,258.94,At Risk (was frequent)
cust_002595,2017-09-15,350,1,258.87,Hibernating / Lost
cust_017482,2017-02-06,571,2,258.8,At Risk (was frequent)
cust_001263,2016-11-04,665,1,258.79,Hibernating / Lost
cust_010568,2016-12-25,614,2,258.74,At Risk (was frequent)
cust_011370,2018-01-13,230,2,258.7,Loyal Customers
cust_018537,2016-06-02,820,1,258.46,At Risk (was frequent)
cust_002063,2016-10-21,679,2,258.16,At Risk (was frequent)
cust_000413,2018-01-05,238,2,258.15,Loyal Customers
cust_013234,2017-12-25,249,2,258.07,Loyal Customers
cust_016583,2017-11-03,301,2,258.05,Loyal Customers
cust_012373,2016-11-02,667,1,258.0,Hibernating / Lost
cust_004993,2017-06-20,437,2,257.81,At Risk (was frequent)
cust_013076,2018-02-10,202,1,257.55,Potential Loyalists
cust_010710,2017-09-05,360,1,257.42,Hibernating / Lost
cust_004195,2016-09-16,714,1,257.33,Hibernating / Lost
cust_004490,2016-07-31,761,1,257.31,Hibernating / Lost
cust_003533,2018-02-23,189,3,257.26,Loyal Customers
cust_005134,2017-08-11,385,3,257.19,At Risk (was frequent)
cust_004772,2017-09-03,362,1,257.09,Hibernating / Lost
cust_001348,2017-02-22,555,1,256.97,Hibernating / Lost
cust_003672,2017-10-02,333,1,256.91,Potential Loyalists
cust_015114,2017-11-20,284,2,256.58,Loyal Customers
cust_000224,2016-11-18,651,1,256.49,Hibernating / Lost
cust_003740,2017-12-11,263,3,256.48,Loyal Customers
cust_015325,2016-01-04,970,1,256.21,At Risk (was frequent)
cust_018492,2017-12-19,255,2,256.19,Loyal Customers
cust_017666,2017-11-25,279,3,256.14,Loyal Customers
cust_017652,2016-11-21,648,2,255.93,At Risk (was frequent)
cust_008102,2018-02-24,188,3,255.92,Loyal Customers
cust_014393,2017-01-15,593,1,255.86,At Risk (was frequent)
cust_000036,2017-03-25,524,2,255.69,At Risk (was frequent)
cust_006769,2017-11-12,292,1,255.65,Potential Loyalists
cust_005266,2017-06-22,435,3,255.57,At Risk (was frequent)
cust_001922,2017-05-16,472,2,255.56,At Risk (was frequent)
cust_006085,2016-11-19,650,1,255.52,Hibernating / Lost
cust_016861,2016-02-02,941,1,255.28,At Risk (was frequent)
cust_014745,2017-11-17,287,2,255.24,Loyal Customers
cust_012927,2016-07-29,763,2,255.01,At Risk (was frequent)
cust_003580,2017-12-21,253,2,254.7,Loyal Customers
cust_008337,2017-12-29,245,1,254.59,Potential Loyalists
cust_006808,2017-11-23,281,1,254.54,Potential Loyalists
cust_017510,2018-02-25,187,2,254.54,Loyal Customers
cust_003032,2017-09-27,338,1,254.41,Potential Loyalists
cust_014443,2017-10-13,322,1,254.39,Loyal Customers
cust_005180,2016-10-28,672,2,254.32,At Risk (was frequent)
cust_011146,2017-08-02,394,3,254.25,At Risk (was frequent)
cust_018516,2017-11-15,289,2,254.24,Loyal Customers
cust_010302,2017-09-08,357,3,254.2,At Risk (was frequent)
cust_013598,2017-08-24,372,2,254.11,At Risk (was frequent)
cust_012298,2016-07-03,789,1,253.94,Hibernating / Lost
cust_005819,2017-12-08,266,2,253.86,Loyal Customers
cust_001205,2017-12-29,245,3,253.73,Loyal Customers
cust_002954,2016-10-21,679,1,253.63,Hibernating / Lost
cust_010799,2017-10-31,304,2,253.5,Loyal Customers
cust_008996,2017-12-25,249,2,253.16,Loyal Customers
cust_009233,2018-02-26,186,2,253.1,Loyal Customers
cust_009673,2016-11-15,654,1,253.09,Hibernating / Lost
cust_017607,2017-02-05,572,1,252.76,At Risk (was frequent)
cust_017113,2017-02-25,552,2,252.74,At Risk (was frequent)
cust_010867,2017-12-29,245,2,252.48,Loyal Customers
cust_016300,2017-05-26,462,1,252.41,At Risk (was frequent)
cust_010955,2017-02-18,559,2,252.41,At Risk (was frequent)
cust_012604,2017-11-21,283,2,252.28,Loyal Customers
cust_002222,2017-08-26,370,2,252.01,At Risk (was frequent)
cust_007258,2018-01-23,220,4,251.99,Loyal Customers
cust_006208,2016-04-30,853,1,251.86,Hibernating / Lost
cust_004404,2017-11-18,286,1,251.8,Potential Loyalists
cust_004261,2017-05-07,481,2,251.38,At Risk (was frequent)
cust_008284,2016-01-31,943,1,251.35,Hibernating / Lost
cust_017436,2017-09-01,364,2,251.33,At Risk (was frequent)
cust_006581,2017-09-22,343,2,251.31,At Risk (was frequent)
cust_011674,2017-03-25,524,1,251.27,Hibernating / Lost
cust_000415,2017-01-24,584,1,251.07,Hibernating / Lost
cust_015274,2018-02-10,202,1,251.0,Loyal Customers
cust_009927,2017-02-05,572,2,250.9,At Risk (was frequent)
cust_007069,2017-11-23,281,2,250.84,Loyal Customers
cust_018125,2017-11-03,301,1,250.79,Loyal Customers
cust_001400,2018-01-16,227,2,250.65,Loyal Customers
cust_002981,2017-03-13,536,1,250.63,Hibernating / Lost
cust_001854,2016-12-09,630,3,250.56,At Risk (was frequent)
