order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_021935,1,prod_00564,seller_00370,2016-11-03 15:21:00,150.58,31.62
order_006058,1,prod_00257,seller_00337,12/06/2016 16:13:00,47.15,16.81
order_026607,1,prod_00999,seller_00208,2016-05-13 12:53:00,75.06,12.32
order_018053,1,prod_00395,seller_00211,01/16/2018 13:57:00,41.8,10.88
order_012355,1,prod_01044,seller_00075,11/06/2017 11:04:00,128.99,27.2
order_000226,1,prod_01665,seller_00034,02/22/2018 18:47:00,91.23,23.65
order_006920,1,prod_01799,seller_00296,04/24/2018 21:28:00,35.97,R$ 7.09
order_003287,2,prod_01899,seller_00327,10/21/2016 12:07:00,72.48,14.12
order_021635,1,prod_01185,seller_00382,09/21/2016 12:53:00,42.21,7.82
order_026393,1,prod_00209,seller_00152,2016-08-03 16:46:00,56.45,19.03
order_007689,1,prod_00615,seller_00168,2018-08-02 19:28:00,198.4,32.36
order_000898,1,prod_00322,seller_00013,2017-11-26 09:14:00,16.49,14.74
order_010912,2,prod_01790,seller_00093,08/13/2016 18:12:00,33.08,11.55
order_007536,1,prod_01998,seller_00165,2017-06-20 19:47:00,56.06,10.31
order_014767,1,prod_01224,seller_00003,02/13/2018 15:54:00,17.5,8.88
order_001947,1,prod_00985,seller_00493,2016-04-30 15:44:00,R$ 22.20,8.03
order_001927,1,prod_01271,seller_00191,2018-01-15 11:16:00,115.23,R$ 23.46
order_026232,1,prod_00193,seller_00136,2016-11-11 12:42:00,16.86,6.5
order_015457,1,prod_01820,seller_00437,2018-05-01 23:01:00,485.06,36.97
order_023109,1,prod_01527,seller_00113,05/01/2016 11:03:00,12.51,11.72
order_008692,1,prod_01281,seller_00120,2016-09-11 10:55:00,112.3,25.39
order_003323,1,prod_00793,seller_00364,04/16/2016 23:42:00,136.75,22.65
order_028038,3,prod_00253,seller_00214,12/28/2017 11:05:00,23.24,11.78
order_023143,2,prod_00629,seller_00292,2016-05-07 16:13:00,R$ 40.48,11.94
order_003278,1,prod_01288,seller_00404,06/21/2017 16:48:00,662.48,99.15
order_021025,1,prod_01683,seller_00441,09/15/2016 21:26:00,67.17,14.93
order_028891,2,prod_00212,seller_00047,2017-04-10 15:19:00,68.07,9.42
order_006869,1,prod_01405,seller_00439,11/06/2016 12:59:00,66.89,14.19
order_017617,2,prod_01675,seller_00283,2016-09-11 09:25:00,87.41,21.56
order_002177,1,prod_00531,seller_00451,2016-06-18 19:58:00,43.02,16.94
order_021973,3,prod_00217,seller_00169,2017-11-02 22:43:00,32.22,6.5
order_013511,1,prod_01098,seller_00089,12/15/2017 18:33:00,41.63,14.86
order_008769,1,prod_00745,seller_00028,09/17/2017 20:50:00,31.53,16.55
order_013081,1,prod_01421,seller_00362,05/06/2016 07:57:00,139.54,33.48
order_010605,3,prod_00912,seller_00284,2016-08-19 22:40:00,72.53,16.05
order_005866,2,prod_00678,seller_00308,11/16/2017 19:49:00,208.2,44.04
order_020410,1,prod_00146,seller_00204,05/03/2018 10:24:00,31.29,6.5
order_027985,1,prod_00914,seller_00179,2016-08-10 16:28:00,116.73,20.33
order_008070,1,prod_00411,seller_00364,2017-11-12 20:28:00,24.63,11.5
order_013359,1,prod_00336,seller_00345,2018-08-22 11:13:00,26.92,10.96
order_019944,1,prod_01838,seller_00434,2016-09-14 15:59:00,154.68,21.46
order_023167,1,prod_00469,seller_00090,06/30/2016 18:22:00,40.88,6.71
order_004259,1,prod_01874,seller_00188,01/16/2018 19:48:00,43.36,21.4
order_019369,2,prod_00521,seller_00075,2016-06-24 16:45:00,62.57,11.77
order_015359,1,prod_00400,seller_00494,2018-04-21 19:36:00,95.3,18.14
order_016434,1,prod_00047,seller_00240,2016-01-12 18:12:00,16.38,8.69
order_018261,1,prod_00779,seller_00144,11/13/2016 20:31:00,13.15,9.89
order_025323,1,prod_00288,seller_00181,08/05/2016 08:58:00,21.38,11.9
order_002954,1,prod_01359,seller_00273,2016-08-05 21:01:00,75.24,17.31
order_022700,1,prod_00997,seller_00483,12/08/2016 17:07:00,55.87,18.57
order_017850,1,prod_01692,seller_00176,11/20/2016 15:49:00,37.72,14.28
order_028388,2,prod_01086,seller_00333,2016-10-26 14:28:00,41.61,7.81
order_011419,1,prod_00591,seller_00349,2018-04-02 18:17:00,26.6,9.11
order_022433,1,prod_00085,seller_00029,2017-09-16 16:27:00,139.6,29.0
order_011601,1,prod_00831,seller_00100,09/18/2017 20:35:00,26.62,15.06
order_000139,1,prod_00080,seller_00396,05/30/2017 14:55:00,143.92,32.67
order_020431,1,prod_00554,seller_00177,11/04/2017 16:24:00,67.29,24.79
order_023095,1,prod_00710,seller_00435,2016-04-15 17:08:00,194.54,19.47
order_017700,1,prod_01242,seller_00169,2016-04-02 07:03:00,-26.19,7.01
order_028059,2,prod_01421,seller_00314,2017-05-30 20:28:00,56.98,15.52
order_024336,1,prod_01275,seller_00315,2017-07-12 10:03:00,34.99,11.05
order_027295,1,prod_01450,seller_00293,04/29/2016 09:15:00,126.67,16.36
order_003319,1,prod_00889,seller_00236,2018-05-31 18:29:00,13.53,10.19
order_024437,1,prod_01252,seller_00016,01/28/2017 20:51:00,4.98,11.07
order_014060,1,prod_01309,seller_00036,2017-05-09 21:58:00,15.95,6.5
order_026409,3,prod_01403,seller_00018,2017-11-03 19:09:00,84.36,17.4
order_013901,2,prod_01048,seller_00374,2016-06-06 10:51:00,52.99,15.52
order_011490,1,prod_01297,seller_00118,07/28/2018 21:05:00,25.5,11.56
order_022699,2,prod_00408,seller_00128,2017-09-12 19:30:00,23.85,15.71
order_026144,1,prod_00753,seller_00080,2016-11-30 20:24:00,31.27,17.43
order_001226,1,prod_00614,seller_00410,2017-01-23 07:49:00,49.77,18.86
order_001748,1,prod_00305,seller_00490,2018-09-04 21:02:00,142.6,12.68
order_015996,2,prod_01641,seller_00288,07/09/2018 10:52:00,32.63,13.58
order_022876,2,prod_00263,seller_00320,2017-04-13 08:10:00,36.04,6.98
order_026315,2,prod_00109,seller_00378,2018-04-23 15:17:00,30.67,9.62
order_022799,1,prod_00538,seller_00169,04/02/2016 22:30:00,35.81,6.5
order_018373,2,prod_00275,seller_00366,2018-02-05 21:44:00,21.21,11.92
order_019639,1,prod_01711,seller_00204,2017-02-16 22:51:00,12.97,12.16
order_015856,1,prod_01729,seller_00251,2017-02-21 14:13:00,148.91,32.99
order_024609,3,prod_01315,seller_00332,2017-03-27 18:18:00,64.92,15.71
order_016529,1,prod_00168,seller_00392,2018-05-08 12:15:00,74.25,19.06
order_010187,1,prod_00099,seller_00300,2018-06-10 11:21:00,164.11,24.86
order_001608,2,prod_00481,seller_00406,07/09/2017 19:43:00,44.55,16.5
order_007530,2,prod_01756,seller_00458,2017-11-28 11:48:00,128.02,15.47
order_012276,1,prod_00544,seller_00155,03/31/2018 14:32:00,181.18,31.32
order_010789,1,prod_01175,seller_00202,2017-09-27 10:00:00,45.9,13.02
order_001816,4,prod_01954,seller_00188,2016-08-27 20:03:00,594.01,70.99
order_020311,1,prod_00211,seller_00236,2017-02-24 16:29:00,17.68,6.5
order_006833,4,prod_01915,seller_00114,2017-04-03 09:52:00,94.95,23.34
order_001231,3,prod_01561,seller_00176,2018-03-16 20:04:00,6.88,9.59
order_002367,2,prod_01075,seller_00181,2018-01-17 13:49:00,5.0,10.24
order_021292,2,prod_01788,seller_00003,2017-03-18 20:45:00,41.53,20.06
order_014866,2,prod_01010,seller_00382,2018-04-15 11:25:00,31.3,13.2
order_018026,1,prod_00264,seller_00183,10/20/2017 18:51:00,38.91,9.27
order_000067,1,prod_00174,seller_00106,04/07/2016 21:51:00,49.75,7.38
order_010297,3,prod_00797,seller_00499,11/18/2016 08:52:00,91.42,26.84
order_015339,1,prod_00902,seller_00083,2018-08-28 18:05:00,9.0,10.6
order_029171,1,prod_01815,seller_00227,11/05/2017 11:25:00,296.06,44.87
order_011818,2,prod_00762,seller_00351,2016-08-15 10:14:00,30.49,9.8
order_021561,2,prod_00431,seller_00250,08/17/2017 12:28:00,38.9,10.69
order_005859,2,prod_00790,seller_00128,2017-01-04 20:09:00,66.01,13.31
order_001791,1,prod_00333,seller_00040,2018-06-19 10:16:00,194.07,36.27
order_016710,1,prod_00117,seller_00324,09/16/2016 20:14:00,14.95,14.27
order_028204,2,prod_01579,seller_00232,2018-07-08 09:02:00,8.69,13.09
order_018863,1,prod_01828,seller_00289,2016-04-20 11:42:00,52.22,12.5
order_027572,1,prod_00711,seller_00009,2018-04-12 18:15:00,12.43,9.75
order_000538,1,prod_00918,seller_00084,2017-01-09 21:14:00,19.99,12.33
order_026782,1,prod_01361,seller_00387,2017-02-26 18:32:00,254.25,18.32
order_027774,1,prod_01464,seller_00054,2016-04-20 19:50:00,54.45,13.13
order_014401,1,prod_01177,seller_00141,2018-04-16 16:40:00,31.66,10.9
order_008560,3,prod_01663,seller_00398,06/05/2018 17:32:00,448.88,61.86
order_012567,3,prod_01693,seller_00021,2018-04-11 21:18:00,17.08,9.61
order_028406,1,prod_01464,seller_00469,2018-05-26 17:49:00,94.56,13.63
order_021382,1,prod_01772,seller_00314,2017-07-03 15:00:00,111.48,11.07
order_014811,2,prod_00598,seller_00417,2017-11-14 20:53:00,64.94,R$ 10.26
order_012673,1,prod_00070,seller_00312,2016-12-03 12:06:00,22.62,8.65
order_005722,2,prod_01126,seller_00365,05/28/2016 08:13:00,51.28,17.96
order_016752,1,prod_00986,seller_00355,2016-09-19 16:05:00,34.32,14.06
order_011483,1,prod_01328,seller_00036,10/17/2017 18:49:00,302.78,38.68
order_027513,1,prod_01290,seller_00388,01/19/2017 13:59:00,272.98,16.72
order_027573,1,prod_00451,seller_00145,2018-03-01 18:02:00,44.71,8.23
order_006344,1,prod_00070,seller_00431,11/08/2016 17:05:00,20.63,8.91
order_027548,2,prod_01836,seller_00030,08/20/2017 09:34:00,21.58,10.95
order_026355,1,prod_01764,seller_00109,2016-12-23 23:44:00,128.81,12.34
order_000241,4,prod_01802,seller_00224,05/06/2017 17:50:00,12.68,7.64
order_021331,1,prod_00285,seller_00322,2016-03-20 05:25:00,288.87,26.27
order_020897,1,prod_00718,seller_00333,2016-10-22 14:39:00,182.85,33.48
order_023156,1,prod_01992,seller_00029,2016-07-23 09:07:00,125.18,16.32
order_014348,2,prod_01428,seller_00171,12/16/2017 13:51:00,126.54,34.43
order_005497,2,prod_00759,seller_00269,2018-04-08 08:44:00,7.75,11.68
order_004359,1,prod_00407,seller_00337,05/27/2017 16:29:00,97.5,20.09
order_012344,1,prod_01740,seller_00171,2018-07-05 20:51:00,29.81,8.96
order_027378,2,prod_00818,seller_00029,2016-03-30 18:58:00,14.01,7.46
order_011595,2,prod_00050,seller_00356,2017-09-01 19:16:00,140.88,20.59
order_005537,1,prod_01671,seller_00316,2016-05-20 20:19:00,138.29,19.51
order_026283,1,prod_00185,seller_00163,11/30/2017 19:51:00,6.27,7.82
order_024301,2,prod_00940,seller_00472,2016-07-02 10:24:00,27.15,10.01
order_012954,1,prod_00374,seller_00121,07/08/2017 21:31:00,99.68,15.51
order_013457,1,prod_01127,seller_00282,02/13/2016 09:33:00,4.9,7.15
order_023726,2,prod_01181,seller_00282,2018-02-20 12:20:00,25.35,8.2
order_005502,1,prod_00990,seller_00315,2018-02-09 00:41:00,68.0,R$ 12.51
order_018577,2,prod_00545,seller_00270,2018-05-17 08:25:00,59.3,15.18
order_023814,1,prod_01145,seller_00042,2018-04-09 09:06:00,160.32,17.73
order_000946,1,prod_00751,seller_00076,2017-11-26 22:58:00,32.25,17.03
order_019241,1,prod_01042,seller_00290,06/18/2018 19:43:00,19.89,13.43
order_003546,1,prod_00964,seller_00079,01/16/2018 19:37:00,58.06,16.46
order_008795,1,prod_00709,seller_00036,05/28/2017 18:51:00,62.55,14.22
order_006284,2,prod_01808,seller_00274,11/07/2016 12:08:00,26.24,11.16
order_006401,1,prod_01526,seller_00137,2018-09-04 21:01:00,86.2,18.68
order_013294,2,prod_00383,seller_00046,04/19/2016 23:58:00,167.86,24.65
order_020982,1,prod_01007,seller_00444,2016-05-27 12:16:00,29.63,6.5
order_008512,1,prod_00149,seller_00040,2016-04-11 16:47:00,19.98,6.87
order_000098,2,prod_01328,seller_00104,2017-08-17 10:33:00,224.97,41.9
order_003690,4,prod_00699,seller_00483,2018-03-14 23:06:00,39.4,15.06
order_009655,1,prod_01958,seller_00284,2018-02-14 15:06:00,7.5,11.59
order_008258,2,prod_01803,seller_00242,2016-09-01 21:42:00,131.44,16.21
order_025763,1,prod_01120,seller_00168,05/30/2017 20:32:00,13.93,9.01
order_023931,1,prod_01553,seller_00493,2018-07-23 08:12:00,269.6,48.55
order_027670,2,prod_01125,seller_00127,2017-10-19 11:38:00,178.64,25.32
order_025374,3,prod_00248,seller_00369,2016-10-24 22:56:00,62.34,11.89
order_012589,3,prod_00266,seller_00218,2016-12-08 10:47:00,43.0,12.56
order_005787,1,prod_00440,seller_00139,2017-03-06 10:54:00,39.46,8.13
order_022219,1,prod_01300,seller_00363,2017-11-16 15:50:00,46.61,10.38
order_011210,1,prod_01524,seller_00458,2018-06-23 22:12:00,218.72,28.7
order_027002,1,prod_00853,seller_00348,2018-03-27 17:13:00,38.74,11.78
order_010914,2,prod_01282,seller_00106,2017-12-30 15:15:00,23.33,12.02
order_021182,1,prod_01420,seller_00499,08/14/2017 19:33:00,39.73,12.89
order_007552,4,prod_00304,seller_00354,04/12/2018 10:40:00,98.54,19.87
order_006991,2,prod_01629,seller_00245,11/24/2016 12:53:00,37.27,18.19
order_002018,1,prod_01335,seller_00096,2017-06-11 11:25:00,40.1,8.95
order_012393,2,prod_01100,seller_00245,2018-08-29 12:35:00,19.25,14.31
order_024351,1,prod_00959,seller_00485,05/11/2016 10:57:00,57.57,10.24
order_027563,1,prod_00427,seller_00045,2017-11-08 20:27:00,19.95,13.69
order_026700,1,prod_00736,seller_00399,2017-09-14 20:34:00,19.94,R$ 8.93
order_021437,1,prod_01221,seller_00485,01/22/2017 08:43:00,18.96,7.04
order_011016,3,prod_00185,seller_00393,05/22/2018 20:13:00,24.39,10.53
order_022313,3,prod_01064,seller_00397,2017-08-23 10:01:00,54.89,11.03
order_016687,1,prod_01073,seller_00126,2017-10-07 15:57:00,22.3,9.21
order_003944,1,prod_00987,seller_00395,2018-04-06 12:26:00,66.12,17.35
order_025258,1,prod_01862,seller_00233,2017-05-05 19:06:00,79.25,19.19
order_015861,1,prod_00139,seller_00090,2016-12-19 14:06:00,118.84,12.15
order_007751,1,prod_01844,seller_00102,2017-02-03 19:09:00,39.13,16.18
order_021160,1,prod_01727,seller_00406,05/10/2016 20:34:00,124.9,25.82
order_020441,1,prod_00832,seller_00091,2017-09-17 12:42:00,27.85,10.98
order_011858,1,prod_01098,seller_00295,2018-03-27 15:11:00,54.1,11.68
order_022442,1,prod_00923,seller_00475,2016-10-15 17:02:00,16.63,10.56
order_002096,1,prod_00520,seller_00379,2018-05-17 16:08:00,R$ 31.44,7.6
order_007486,1,prod_01190,seller_00170,2018-07-20 19:05:00,8.87,9.05
order_023430,2,prod_01053,seller_00046,2018-07-27 17:44:00,5.53,R$ 7.89
order_000144,1,prod_00010,seller_00249,02/13/2017 20:19:00,121.13,26.45
order_028051,1,prod_00851,seller_00449,2016-09-03 19:16:00,74.87,20.11
order_009708,1,prod_00674,seller_00066,07/15/2017 11:26:00,38.3,8.68
order_027115,4,prod_01318,seller_00122,2017-04-29 15:26:00,40.12,12.69
order_016889,2,prod_00963,seller_00460,2016-06-11 18:36:00,82.2,15.73
order_023169,2,prod_01320,seller_00390,07/22/2018 16:33:00,12.03,11.67
order_027604,1,prod_00961,seller_00203,2017-08-19 11:12:00,102.82,21.75
order_017017,1,prod_00539,seller_00075,2016-09-14 19:22:00,R$ 34.82,13.99
order_019388,2,prod_01343,seller_00377,2016-08-27 17:33:00,63.63,22.41
order_022604,1,prod_01073,seller_00459,11/22/2016 14:10:00,11.42,9.82
order_029270,2,prod_01907,seller_00151,2017-04-17 08:22:00,12.75,7.34
order_002864,1,prod_00380,seller_00112,06/19/2016 17:40:00,64.55,13.16
order_011641,1,prod_00628,seller_00147,2017-04-08 19:13:00,41.73,9.76
order_017195,2,prod_01556,seller_00254,2018-04-27 11:04:00,13.42,11.48
order_016551,1,prod_01343,seller_00080,2017-12-22 13:43:00,22.82,15.77
order_014605,1,prod_00567,seller_00363,09/22/2017 09:40:00,40.29,12.94
order_000340,1,prod_01583,seller_00046,2017-12-31 11:34:00,395.36,48.21
order_027814,1,prod_01813,seller_00149,2016-04-07 21:07:00,210.77,18.23
order_007728,1,prod_01583,seller_00210,2017-08-08 20:08:00,96.27,13.44
order_009458,2,prod_01459,seller_00372,02/20/2016 11:16:00,1057.86,138.75
order_001236,2,prod_00032,seller_00491,10/12/2017 21:41:00,20.69,12.37
order_004211,2,prod_01515,seller_00039,2017-06-12 13:45:00,96.26,11.58
order_017741,1,prod_00006,seller_00224,03/24/2018 14:45:00,16.4,9.75
order_013234,1,prod_00811,seller_00265,2017-11-29 19:01:00,192.25,37.44
order_029336,1,prod_01739,seller_00370,2016-07-26 22:33:00,91.67,24.37
order_024643,1,prod_00796,seller_00172,2016-12-17 16:40:00,80.58,22.11
order_007420,1,prod_01293,seller_00451,2017-12-29 09:53:00,22.13,6.95
order_002987,1,prod_01644,seller_00058,12/13/2017 19:32:00,47.69,7.43
order_028701,1,prod_01956,seller_00386,2018-07-29 19:26:00,41.24,16.31
order_019040,3,prod_01051,seller_00273,2016-01-30 14:28:00,112.41,23.43
order_014840,1,prod_00605,seller_00432,11/01/2016 12:12:00,387.86,78.59
order_013724,3,prod_01238,seller_00149,2018-01-09 17:38:00,10.86,8.03
order_027642,3,prod_01721,seller_00067,2018-02-09 15:07:00,564.7,63.66
order_004340,1,prod_00427,seller_00473,2018-08-29 09:48:00,28.98,10.08
order_021944,1,prod_01883,seller_00442,2017-07-02 12:55:00,24.26,11.89
order_018149,3,prod_01485,seller_00280,2016-12-11 14:58:00,55.41,13.72
order_029989,1,prod_01562,seller_00242,2018-04-08 20:39:00,6.84,13.18
order_020156,2,prod_01113,seller_00392,2017-04-10 12:50:00,20.98,11.98
order_016869,2,prod_00094,seller_00394,2017-04-20 17:42:00,170.12,24.35
order_010144,1,prod_00596,seller_00187,2017-08-07 07:43:00,13.96,6.88
order_003480,1,prod_01842,seller_00418,2017-12-26 21:19:00,43.14,10.69
order_013077,1,prod_00345,seller_00405,2017-08-01 20:07:00,24.34,13.23
order_005603,1,prod_01103,seller_00344,11/20/2017 13:03:00,52.43,10.83
order_020362,1,prod_00926,seller_00463,2016-07-13 13:01:00,61.35,10.9
order_004908,1,prod_00794,seller_00360,2017-12-28 09:58:00,111.58,23.17
order_019002,1,prod_01030,seller_00117,2017-11-15 11:55:00,38.98,7.77
order_015814,3,prod_01636,seller_00217,11/27/2016 16:40:00,56.81,16.64
order_022552,1,prod_01121,seller_00383,2017-02-23 15:59:00,50.84,11.98
order_012799,2,prod_00025,seller_00126,2018-03-22 09:08:00,115.18,23.92
order_023054,1,prod_01292,seller_00245,2016-12-24 14:53:00,28.71,8.31
order_003502,1,prod_01989,seller_00231,2017-01-14 16:00:00,21.24,16.73
order_012646,1,prod_01327,seller_00043,2016-04-29 09:13:00,38.82,13.34
order_004654,2,prod_01777,seller_00198,2017-11-15 18:38:00,81.49,28.49
order_019619,1,prod_01478,seller_00211,12/04/2016 20:37:00,R$ 442.95,43.08
order_019886,1,prod_00276,seller_00145,12/17/2016 09:09:00,25.06,12.86
order_004158,3,prod_01522,seller_00081,2018-08-12 10:18:00,20.34,10.36
order_011348,1,prod_01643,seller_00415,04/21/2018 14:37:00,15.69,12.59
order_024469,1,prod_00906,seller_00244,2016-11-18 21:26:00,28.16,8.36
order_010417,1,prod_00141,seller_00185,2016-04-12 09:47:00,65.07,14.64
order_007579,1,prod_00768,seller_00061,05/13/2018 10:25:00,35.41,17.87
order_022683,2,prod_01983,seller_00113,2018-01-27 17:04:00,186.81,21.96
order_023155,1,prod_00032,seller_00171,2018-08-31 10:19:00,52.38,7.43
order_026760,2,prod_00478,seller_00244,09/16/2016 11:57:00,83.34,22.54
order_014804,1,prod_01049,seller_00435,2017-11-27 15:38:00,9.25,13.33
order_021669,2,prod_01686,seller_00053,2018-04-04 11:36:00,R$ 47.09,12.79
order_016355,1,prod_00047,seller_00385,2016-12-13 10:49:00,72.31,11.56
order_022287,1,prod_01649,seller_00387,10/23/2016 13:59:00,59.61,10.45
order_003913,1,prod_01995,seller_00292,09/24/2016 13:36:00,276.85,39.73
order_023976,1,prod_00416,seller_00406,2016-08-04 12:19:00,62.56,6.5
order_008840,1,prod_00199,seller_00419,2017-11-01 16:32:00,33.07,6.5
order_013297,1,prod_00697,seller_00105,2017-06-24 21:53:00,33.82,17.44
order_000622,1,prod_00285,seller_00339,12/23/2016 08:25:00,86.74,R$ 15.56
order_006137,1,prod_00485,seller_00144,2017-10-02 11:42:00,46.96,15.4
order_016347,1,prod_00345,seller_00367,2018-07-21 08:27:00,39.33,9.65
order_027836,1,prod_00958,seller_00206,07/03/2016 19:53:00,69.53,17.14
order_002282,2,prod_01209,seller_00495,2018-04-20 13:36:00,55.06,13.18
order_011810,1,prod_00910,seller_00054,03/07/2017 09:13:00,41.15,12.73
order_027483,1,prod_00450,seller_00118,2018-08-16 11:16:00,143.21,17.23
order_025255,2,prod_01088,seller_00303,2018-09-04 12:43:00,19.36,12.92
order_009720,1,prod_01540,seller_00180,2018-07-08 13:41:00,94.2,17.15
order_025097,4,prod_01202,seller_00073,06/18/2016 21:52:00,49.56,13.53
order_012170,2,prod_00659,seller_00072,2017-07-31 21:00:00,46.39,14.35
order_014490,1,prod_01501,seller_00198,2017-08-05 17:55:00,75.75,19.79
order_008710,1,prod_01928,seller_00179,2016-04-22 22:00:00,91.39,23.75
order_006620,1,prod_01972,seller_00283,02/07/2016 20:27:00,52.24,9.78
order_016650,2,prod_01400,seller_00430,02/04/2016 12:34:00,52.8,9.61
order_018459,2,prod_01555,seller_00419,03/05/2017 16:51:00,97.03,14.38
order_025428,1,prod_01483,seller_00444,05/15/2016 18:53:00,158.3,16.99
order_017290,2,prod_01254,seller_00080,2016-05-18 15:33:00,5.02,7.67
order_006329,1,prod_00495,seller_00027,08/05/2018 16:15:00,45.14,11.59
order_021841,1,prod_01242,seller_00356,2017-08-16 14:49:00,112.51,17.45
order_026796,1,prod_01210,seller_00173,02/27/2017 05:18:00,18.12,9.22
order_020917,1,prod_00228,seller_00098,2016-04-21 22:31:00,307.87,58.74
order_000476,1,prod_00112,seller_00381,03/24/2018 16:29:00,25.76,8.56
order_000356,1,prod_00935,seller_00417,2017-08-20 16:17:00,66.57,15.54
order_003617,2,prod_00541,seller_00092,2017-12-15 15:50:00,250.54,23.74
order_024118,2,prod_00572,seller_00487,2018-08-31 19:04:00,54.97,14.55
order_006150,1,prod_01094,seller_00062,10/24/2017 19:34:00,22.76,14.77
order_027830,1,prod_01367,seller_00451,2016-03-26 10:37:00,38.93,11.04
order_013460,1,prod_01114,seller_00418,2016-08-22 14:58:00,75.51,15.5
order_012092,1,prod_00647,seller_00187,2017-01-13 21:33:00,26.99,7.96
order_001241,1,prod_00657,seller_00051,08/05/2016 13:37:00,25.76,11.32
order_024139,1,prod_01694,seller_00350,2016-05-05 14:46:00,R$ 9.60,12.39
order_014255,1,prod_00843,seller_00192,2018-02-15 09:47:00,30.95,12.19
order_003885,2,prod_00554,seller_00163,01/17/2016 16:39:00,134.23,16.06
order_022342,2,prod_01245,seller_00478,2018-03-29 08:04:00,67.15,17.96
order_001102,3,prod_01332,seller_00488,2017-07-28 13:20:00,41.86,14.1
order_026147,1,prod_01424,seller_00318,2017-05-30 11:19:00,35.59,10.72
order_002120,1,prod_00035,seller_00333,2017-07-31 21:08:00,8.81,11.15
order_004723,2,prod_00601,seller_00448,03/18/2017 22:04:00,15.4,13.37
order_025253,1,prod_00197,seller_00151,2016-08-12 18:31:00,134.62,23.73
order_000804,4,prod_01562,seller_00284,2016-09-05 21:29:00,24.27,10.66
order_024715,1,prod_01799,seller_00361,2016-04-01 19:06:00,28.52,11.0
order_012107,1,prod_01497,seller_00461,06/30/2018 10:44:00,330.72,63.39
order_004995,1,prod_00692,seller_00316,02/03/2018 20:19:00,111.31,25.82
order_005399,1,prod_00132,seller_00221,06/12/2017 11:38:00,6.15,8.84
order_006309,1,prod_00784,seller_00245,2017-11-18 15:37:00,67.28,14.44
order_002160,2,prod_01851,seller_00376,2017-04-22 18:42:00,78.23,13.57
order_002597,1,prod_00395,seller_00065,2018-08-28 16:16:00,22.47,13.71
order_025054,1,prod_01441,seller_00193,2017-10-27 15:41:00,22.79,8.71
order_027757,1,prod_01126,seller_00482,2017-04-17 10:39:00,77.1,15.52
order_020772,3,prod_01385,seller_00060,2017-09-25 22:13:00,21.7,10.0
order_022209,1,prod_00641,seller_00027,06/01/2017 20:05:00,44.77,16.0
order_025206,1,prod_01704,seller_00093,2017-01-06 12:15:00,362.58,53.21
order_016679,1,prod_00103,seller_00050,2017-03-23 13:48:00,21.49,11.79
order_015663,2,prod_01491,seller_00389,05/21/2016 16:32:00,74.08,15.94
order_013409,3,prod_01610,seller_00424,2017-02-07 20:59:00,217.91,34.72
order_019587,1,prod_01846,seller_00347,2018-05-14 22:15:00,13.02,14.54
order_004881,1,prod_01138,seller_00073,2018-02-06 08:47:00,12.92,13.7
order_025116,1,prod_01478,seller_00179,2018-07-09 10:22:00,53.29,13.46
order_010878,1,prod_01815,seller_00310,09/23/2017 05:24:00,91.42,25.82
order_015505,2,prod_01656,seller_00488,02/05/2017 12:47:00,76.51,16.64
order_005535,1,prod_00465,seller_00480,2017-07-25 10:09:00,109.21,19.3
order_010070,1,prod_00330,seller_00472,2017-02-15 21:19:00,55.53,18.71
order_021083,1,prod_01366,seller_00010,2016-12-28 13:44:00,55.53,16.23
order_017753,1,prod_00006,seller_00085,01/07/2016 14:24:00,11.74,6.5
order_015101,1,prod_01889,seller_00491,2017-05-04 08:26:00,29.65,12.33
order_022240,1,prod_01165,seller_00480,2018-08-20 16:24:00,24.42,12.11
order_025938,1,prod_00181,seller_00169,2017-11-12 14:03:00,30.17,12.55
order_027301,1,prod_01760,seller_00102,2016-12-04 20:30:00,120.76,28.41
order_009554,1,prod_01637,seller_00353,2017-01-20 17:06:00,104.93,19.69
order_020825,1,prod_00584,seller_00003,2018-05-10 10:44:00,47.46,14.82
order_009555,2,prod_01470,seller_00013,2017-03-09 21:12:00,27.96,13.57
order_008948,3,prod_00385,seller_00226,2018-06-26 18:02:00,38.99,14.34
order_028103,1,prod_01819,seller_00323,08/01/2016 21:02:00,57.54,12.02
order_027347,2,prod_01707,seller_00287,2018-08-22 19:08:00,74.65,15.12
order_028249,2,prod_01920,seller_00034,2017-01-22 17:35:00,39.82,15.25
order_013810,1,prod_00070,seller_00459,2018-02-22 21:49:00,18.35,11.01
order_025361,1,prod_00094,seller_00097,2018-07-08 13:53:00,564.77,56.71
order_020893,2,prod_00413,seller_00171,2016-02-22 06:56:00,7.2,17.18
order_029457,1,prod_01987,seller_00316,2017-03-02 23:55:00,227.07,49.2
order_009086,2,prod_01591,seller_00232,2017-09-15 18:31:00,30.9,16.93
order_008159,1,prod_00036,seller_00280,2017-09-28 18:42:00,178.52,32.23
order_006045,2,prod_01646,seller_00173,02/27/2017 21:50:00,77.58,12.92
order_018466,1,prod_01914,seller_00457,2017-03-24 21:40:00,47.32,14.16
order_012775,1,prod_00647,seller_00136,08/18/2016 15:29:00,36.86,8.31
order_021039,1,prod_01944,seller_00146,2018-09-08 11:16:00,62.83,13.65
order_003813,1,prod_00709,seller_00452,2017-01-04 11:02:00,46.88,18.51
