customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
custid_006487_022480,cust_006487,8927,sao paulo,SP
custid_010776_001642,cust_010776,32994,sorocaba,SP
custid_014229_027131,cust_014229,89534,uberlandia,MG
custid_011091_011983,cust_011091,89435,campinas,SP
custid_005785_023850,cust_005785,94379,sorocaba,SP
custid_008616_009898,cust_008616,34957,sao paulo,SP
custid_016016_026666,cust_016016,42756,duque de caxias,RJ
custid_004519_012624,cust_004519,22421,londrina,PR
custid_007477_003494,cust_007477,66781,campinas,SP
custid_002518_021738,cust_002518,41708,vitoria,ES
custid_011479_002362,cust_011479,31628,sao paulo,SP
custid_018268_012957,cust_018268,1702,duque de caxias,RJ
custid_012894_008596,cust_012894,60082,sorocaba,SP
custid_004252_011010,cust_004252,88056,campinas,SP
custid_003098_010427,cust_003098,77734,curitiba,PR
custid_011095_029734,cust_011095,43480,sao paulo,SP
custid_007405_006778,cust_007405,44942,campinas,SP
custid_011310_013720,cust_011310,73618,belem,PA
custid_003954_029002,cust_003954,91030,sao paulo,SP
custid_006227_002133,cust_006227,35800,duque de caxias,RJ
custid_017179_023984,cust_017179,12158,goiania,GO
custid_015199_007964,cust_015199,70999,sorocaba,SP
custid_009370_027492,cust_009370,99279,contagem,MG
custid_015702_018036,cust_015702,43345,brasilia,DF
custid_008787_021418,cust_008787,46280,sorocaba,SP
custid_012845_004900,cust_012845,42541,caxias do sul,RS
custid_009635_008374,cust_009635,27105,campinas,SP
custid_008827_025653,cust_008827,65186,contagem,MG
custid_003413_001215,cust_003413,6679,salvador,BA
custid_012986_015242,cust_012986,89076,campinas,SP
custid_004180_015258,cust_004180,71915,sorocaba,SP
custid_014828_004220,cust_014828,95328,cuiaba,MT
custid_016372_029407,cust_016372,54054,recife,PE
custid_004431_016938,cust_004431,85734,sao paulo,SP
custid_016769_017661,cust_016769,43470,santos,SP
custid_012034_012513,cust_012034,71482,santos,SP
custid_005047_013185,cust_005047,18241,campinas,SP
custid_001518_023125,cust_001518,94849,santos,SP
custid_012037_022826,cust_012037,22511,sao paulo,SP
custid_010669_025884,cust_010669,89618,florianopolis,SC
custid_010984_001715,cust_010984,6350,duque de caxias,RJ
custid_015356_002485,cust_015356,12605,florianopolis,SC
custid_018250_022583,cust_018250,77345,sorocaba,SP
custid_011944_008517,cust_011944,99472,sao paulo,SP
custid_014934_011287,cust_014934,13836,contagem,MG
custid_012682_015046,cust_012682,57521,campo grande,MS
custid_004408_012900,cust_004408,23774,sorocaba,SP
custid_008591_020727,cust_008591,80479,sao paulo,SP
custid_003697_026464,cust_003697,44691,rio de janeiro,RJ
custid_013333_008476,cust_013333,56876,sorocaba,SP
custid_008224_018875,cust_008224,6194,sorocaba,SP
custid_015776_029342,cust_015776,5677,sorocaba,SP
custid_006056_029248,cust_006056,93248,rio de janeiro,RJ
custid_012888_010297,cust_012888,13057,rio de janeiro,RJ
custid_005976_008331,cust_005976,61446,rio de janeiro,RJ
custid_016348_019674,cust_016348,97493,natal,RN
custid_003199_018308,cust_003199,52003,campinas,SP
custid_018625_016144,cust_018625,38656,campinas,SP
custid_005055_015621,cust_005055,8734,santos,SP
custid_009461_006880,cust_009461,40343,rio de janeiro,RJ
custid_018626_028058,cust_018626,19984,contagem,MG
custid_015888_013804,cust_015888,34842,santos,SP
custid_007871_012659,cust_007871,33271,cuiaba,MT
custid_002361_002851,cust_002361,41650,sorocaba,SP
custid_002379_001889,cust_002379,26201,feira de santana,BA
custid_013976_020731,cust_013976,58927,uberlandia,MG
custid_016359_014491,cust_016359,39290,santos,SP
custid_008983_006921,cust_008983,9600,belo horizonte,MG
custid_001855_006091,cust_001855,27416,sorocaba,SP
custid_005642_004120,cust_005642,81142,brasilia,DF
custid_013820_022856,cust_013820,34340,campinas,SP
custid_010067_027187,cust_010067,98162,porto alegre,RS
custid_001909_020913,cust_001909,41466,santos,SP
custid_002074_022719,cust_002074,59641,santos,SP
custid_008273_024831,cust_008273,23056,rio de janeiro,RJ
custid_010354_017210,cust_010354,14673,goiania,GO
custid_016302_022472,cust_016302,63224,santos,SP
custid_006529_011812,cust_006529,67837,sorocaba,SP
custid_018421_022221,cust_018421,87997,rio de janeiro,RJ
custid_002529_003482,cust_002529,94244,porto alegre,RS
custid_004598_028464,cust_004598,85277,campinas,
custid_000745_029188,cust_000745,80489,sao paulo,SP
custid_015062_002918,cust_015062,7397,campinas,SP
custid_008751_004140,cust_008751,53793,fortaleza,CE
custid_008956_024931,cust_008956,90432,sorocaba,SP
custid_010798_005654,cust_010798,28367,sorocaba,SP
custid_010903_000936,cust_010903,57933,santos,SP
custid_004747_006708,cust_004747,13793,goiania,GO
custid_013276_029427,cust_013276,82030,sao paulo,SP
custid_017236_024076,cust_017236,29944,rio de janeiro,RJ
custid_001870_018415,cust_001870,37287,belo horizonte,MG
custid_002231_003789,cust_002231,6041,florianopolis,SC
custid_010518_000752,cust_010518,93806,sorocaba,SP
custid_000964_003745,cust_000964,60910,sao paulo,SP
custid_008175_022505,cust_008175,37451,duque de caxias,RJ
custid_008730_014642,cust_008730,38449,londrina,PR
custid_008099_019749,cust_008099,99786,sorocaba,SP
custid_016308_012759,cust_016308,86789,aracaju,SE
custid_017511_025996,cust_017511,26688,sao paulo,SP
custid_009668_019046,cust_009668,44703,duque de caxias,RJ
custid_017855_017123,cust_017855,46567,londrina,PR
custid_000625_006352,cust_000625,62449,campinas,SP
custid_006654_003548,cust_006654,17018,fortaleza,CE
custid_013407_014999,cust_013407,80233,contagem,MG
custid_000382_023210,cust_000382,5181,rio de janeiro,RJ
custid_001284_007821,cust_001284,94467,natal,RN
custid_017072_014977,cust_017072,67605,duque de caxias,RJ
custid_011850_013643,cust_011850,91144,niteroi,RJ
custid_017178_013616,cust_017178,32200,campinas,SP
custid_016360_009918,cust_016360,10584,salvador,BA
custid_016842_001147,cust_016842,84332,santos,SP
custid_007688_010128,cust_007688,62444,salvador,BA
custid_012974_023221,cust_012974,65468,campinas,SP
custid_005175_029404,cust_005175,86731,rio de janeiro,RJ
custid_014132_018772,cust_014132,88256,campinas,SP
custid_001066_008900,cust_001066,29761,campinas,SP
custid_011880_021957,cust_011880,89752,feira de santana,BA
custid_006844_005236,cust_006844,76018,sorocaba,SP
custid_011048_030107,cust_011048,90750,campinas,
custid_000476_018246,cust_000476,27709,duque de caxias,RJ
custid_009637_006951,cust_009637,44984,sao paulo,SP
custid_000174_028353,cust_000174,93452,sorocaba,SP
custid_011302_029160,cust_011302,26530,caxias do sul,RS
custid_010169_020380,cust_010169,31694,sorocaba,SP
custid_015084_024657,cust_015084,92406,uberlandia,MG
custid_013779_007301,cust_013779,12002,duque de caxias,RJ
custid_006280_016228,cust_006280,75979,campo grande,MS
custid_006011_015840,cust_006011,4748,rio de janeiro,RJ
custid_008472_010042,cust_008472,56525,porto alegre,RS
custid_013378_006725,cust_013378,46386,duque de caxias,
custid_016560_014540,cust_016560,80557,contagem,MG
custid_012452_021519,cust_012452,35381,sorocaba,SP
custid_011695_015344,cust_011695,85937,caxias do sul,RS
custid_008470_018040,cust_008470,80801,caxias do sul,RS
custid_017269_024331,cust_017269,25833,feira de santana,BA
custid_014163_016224,cust_014163,64377,campo grande,MS
custid_014303_019529,cust_014303,52341,sorocaba,SP
custid_011392_006433,cust_011392,39069,curitiba,PR
custid_011204_006483,cust_011204,21691,sao paulo,SP
custid_013827_017687,cust_013827,57051,sao paulo,SP
custid_008147_016439,cust_008147,83952,duque de caxias,RJ
custid_007069_019386,cust_007069,29160,recife,PE
custid_018993_022787,cust_018993,60126,joinville,SC
custid_012344_017031,cust_012344,75478,santos,SP
custid_014338_013253,cust_014338,68132,santos,SP
custid_008910_012311,cust_008910,81064,campinas,SP
custid_000992_015961,cust_000992,3104,santos,SP
custid_016711_013484,cust_016711,24360,belo horizonte,MG
custid_006010_001045,cust_006010,38629,contagem,MG
custid_003544_003308,cust_003544,97415,santos,SP
custid_006224_003566,cust_006224,94470,sorocaba,SP
custid_018560_023282,cust_018560,22205,uberlandia,MG
custid_003459_012050,cust_003459,50019,uberlandia,MG
custid_017348_016813,cust_017348,84513,caxias do sul,RS
custid_011745_016055,cust_011745,41153,campinas,SP
custid_011585_014778,cust_011585,1205,sao paulo,SP
custid_005145_003711,cust_005145,90480,niteroi,RJ
custid_006480_029901,cust_006480,18704,sao paulo,SP
custid_000099_017693,cust_000099,71478,duque de caxias,RJ
custid_005338_020386,cust_005338,11196,sorocaba,SP
custid_000693_006977,cust_000693,84010,duque de caxias,RJ
custid_000858_016746,cust_000858,89054,cuiaba,MT
custid_014578_010824,cust_014578,38003,santos,SP
custid_009031_017802,cust_009031,44204,caxias do sul,RS
custid_015334_014459,cust_015334,36750,campo grande,MS
custid_012824_001530,cust_012824,77489,sorocaba,SP
custid_007936_016445,cust_007936,83295,sorocaba,SP
custid_014000_003905,cust_014000,74490,feira de santana,BA
custid_000849_006206,cust_000849,27975,niteroi,RJ
custid_004692_007047,cust_004692,6905,santos,SP
custid_002415_019022,cust_002415,30829,belo horizonte,MG
custid_018469_028550,cust_018469,9629,uberlandia,MG
custid_017303_026227,cust_017303,50248,uberlandia,MG
custid_018379_026169,cust_018379,88191,uberlandia,MG
custid_000283_003284,cust_000283,6033,curitiba,PR
custid_015306_012548,cust_015306,97344,belo horizonte,
custid_015360_017763,cust_015360,6035,santos,SP
custid_001780_003658,cust_001780,80561,campinas,SP
custid_015601_018189,cust_015601,75727,niteroi,RJ
custid_010594_004450,cust_010594,67202,campinas,SP
custid_001685_015056,cust_001685,9150,sorocaba,SP
custid_003744_019350,cust_003744,78463,sorocaba,SP
custid_014851_027318,cust_014851,66618,sorocaba,SP
custid_005817_006753,cust_005817,39314,belo horizonte,MG
custid_015501_013719,cust_015501,10292,curitiba,
custid_012163_014028,cust_012163,70101,recife,
custid_010704_010351,cust_010704,20514,sao paulo,SP
custid_005061_005339,cust_005061,82545,santos,SP
custid_011214_017803,cust_011214,22973,sao paulo,SP
custid_017807_010469,cust_017807,61445,santos,SP
custid_005272_027107,cust_005272,70071,vitoria,
custid_000980_010104,cust_000980,5538,curitiba,PR
custid_009072_018251,cust_009072,94044,belo horizonte,MG
custid_003303_016579,cust_003303,43035,porto alegre,RS
custid_007050_023454,cust_007050,8819,santos,SP
custid_010059_012209,cust_010059,67920,curitiba,PR
custid_016876_009132,cust_016876,54497,joao pessoa,PB
custid_012795_021998,cust_012795,42326,belo horizonte,MG
custid_014265_014129,cust_014265,3891,salvador,BA
custid_000944_026802,cust_000944,12766,uberlandia,MG
custid_005391_011747,cust_005391,82389,porto alegre,RS
custid_008669_004751,cust_008669,80121,recife,PE
custid_014754_018005,cust_014754,88238,uberlandia,MG
custid_015753_027289,cust_015753,61754,recife,PE
custid_007552_016893,cust_007552,41341,campinas,SP
custid_013753_021143,cust_013753,51860,belo horizonte,MG
custid_018045_021933,cust_018045,57312,uberlandia,MG
custid_016332_021069,cust_016332,85524,sorocaba,SP
custid_005305_027554,cust_005305,46317,uberlandia,MG
custid_015834_028433,cust_015834,28416,niteroi,RJ
custid_000965_021324,cust_000965,87343,santos,SP
custid_017289_002726,cust_017289,96899,joinville,SC
custid_000011_007503,cust_000011,34835,sao paulo,SP
custid_005475_029821,cust_005475,69645,campinas,SP
custid_009229_012036,cust_009229,28420,sao paulo,SP
custid_003952_011067,cust_003952,23170,londrina,PR
custid_003556_026704,cust_003556,94008,sao paulo,SP
custid_017050_001947,cust_017050,47919,campo grande,MS
custid_002257_008979,cust_002257,95173,campinas,SP
custid_002827_024759,cust_002827,22566,santos,SP
custid_018223_000532,cust_018223,66715,duque de caxias,RJ
custid_013340_006865,cust_013340,71777,santos,SP
custid_003961_007445,cust_003961,96059,florianopolis,SC
custid_017863_021356,cust_017863,63256,campinas,SP
custid_012980_011418,cust_012980,54964,brasilia,DF
custid_012583_004813,cust_012583,38300,belo horizonte,MG
custid_008917_001612,cust_008917,50618,curitiba,PR
custid_017245_004347,cust_017245,36725,santos,SP
custid_011228_023962,cust_011228,44324,caxias do sul,RS
custid_006198_009723,cust_006198,16279,porto alegre,RS
custid_007262_023579,cust_007262,13649,sao paulo,SP
custid_005362_009423,cust_005362,19135,niteroi,RJ
custid_009135_015145,cust_009135,86696,sorocaba,SP
custid_014427_013962,cust_014427,38736,sao paulo,SP
custid_005845_001026,cust_005845,76173,sao luis,MA
custid_015747_001959,cust_015747,94800,campinas,SP
custid_010355_024499,cust_010355,68164,duque de caxias,RJ
custid_000732_005201,cust_000732,65411,brasilia,DF
custid_010836_013784,cust_010836,41752,campinas,SP
custid_000252_007085,cust_000252,41925,caxias do sul,RS
custid_016709_013134,cust_016709,83537,contagem,MG
custid_015879_030003,cust_015879,21083,curitiba,PR
custid_011299_013520,cust_011299,26375,uberlandia,MG
custid_008333_011879,cust_008333,36121,sao luis,MA
custid_008920_026692,cust_008920,12011,sao paulo,SP
custid_007108_024606,cust_007108,85721,sao paulo,SP
custid_001659_014850,cust_001659,96179,niteroi,RJ
custid_008851_024437,cust_008851,65643,uberlandia,MG
custid_001986_028175,cust_001986,15059,santos,SP
custid_007250_021928,cust_007250,59271,rio de janeiro,RJ
custid_004867_026072,cust_004867,28118,sorocaba,
custid_014785_024125,cust_014785,57810,vitoria,
custid_009093_019144,cust_009093,27854,cuiaba,MT
custid_003155_001113,cust_003155,84165,campinas,SP
custid_017049_000035,cust_017049,68868,sorocaba,SP
custid_000886_001730,cust_000886,9537,brasilia,DF
custid_016783_023506,cust_016783,58720,sao paulo,SP
custid_001432_025343,cust_001432,38299,contagem,MG
custid_009252_020325,cust_009252,52598,sao paulo,SP
custid_001291_023670,cust_001291,25422,belo horizonte,MG
custid_014928_001471,cust_014928,89782,joinville,SC
custid_013774_028165,cust_013774,29867,sorocaba,SP
custid_012200_010347,cust_012200,24104,sao paulo,SP
custid_006793_011655,cust_006793,66637,sorocaba,SP
custid_005702_004448,cust_005702,22045,goiania,GO
custid_005327_003448,cust_005327,85755,campinas,SP
custid_008680_007842,cust_008680,63098,florianopolis,SC
custid_011275_022761,cust_011275,53385,campinas,SP
custid_002148_018063,cust_002148,35830,porto alegre,RS
custid_000388_001422,cust_000388,34883,porto alegre,RS
custid_017450_004322,cust_017450,22572,sao paulo,
custid_017300_019114,cust_017300,10159,sorocaba,SP
custid_000743_018131,cust_000743,56320,campinas,SP
custid_007371_002055,cust_007371,74304,campinas,SP
custid_002784_016541,cust_002784,25147,duque de caxias,RJ
custid_001880_018421,cust_001880,87046,sorocaba,SP
custid_007288_005393,cust_007288,65106,goiania,GO
custid_011984_010574,cust_011984,89298,florianopolis,SC
custid_007392_010765,cust_007392,61143,belo horizonte,MG
custid_015620_009000,cust_015620,39551,sao paulo,SP
custid_005265_011105,cust_005265,78335,belo horizonte,MG
custid_015609_012094,cust_015609,13143,campinas,SP
custid_005637_029410,cust_005637,87897,porto alegre,RS
custid_008634_020865,cust_008634,50445,rio de janeiro,RJ
custid_016687_023704,cust_016687,68580,curitiba,PR
custid_010855_001635,cust_010855,21701,belo horizonte,
custid_010526_010476,cust_010526,42904,maceio,AL
custid_017094_025198,cust_017094,20686,sao paulo,SP
custid_017324_016337,cust_017324,85409,campinas,SP
custid_006829_014538,cust_006829,98718,porto alegre,RS
custid_001691_028343,cust_001691,74401,natal,RN
custid_008573_012858,cust_008573,72492,santos,SP
custid_014824_028565,cust_014824,91380,porto alegre,RS
custid_011612_008079,cust_011612,36675,feira de santana,BA
custid_011800_028837,cust_011800,75150,duque de caxias,RJ
custid_007620_029922,cust_007620,27232,contagem,MG
custid_009525_003901,cust_009525,94741,joinville,SC
custid_009475_024400,cust_009475,82517,rio de janeiro,RJ
custid_006906_025937,cust_006906,84063,recife,PE
custid_003373_028150,cust_003373,71935,niteroi,RJ
custid_006375_003694,cust_006375,68034,brasilia,DF
custid_009604_000382,cust_009604,18401,uberlandia,MG
custid_018137_003169,cust_018137,24529,santos,SP
custid_010615_004168,cust_010615,57854,campinas,SP
custid_005728_003698,cust_005728,81765,belo horizonte,MG
custid_011343_024240,cust_011343,34958,santos,
custid_008288_026377,cust_008288,57677,londrina,PR
custid_017380_007647,cust_017380,63681,santos,SP
custid_014721_028968,cust_014721,55631,contagem,MG
custid_008407_008892,cust_008407,91916,sorocaba,SP
custid_007844_019995,cust_007844,14556,rio de janeiro,RJ
custid_012929_020729,cust_012929,80545,fortaleza,CE
custid_006124_009857,cust_006124,51064,londrina,PR
custid_010838_027723,cust_010838,72269,niteroi,RJ
custid_007778_029888,cust_007778,19645,cuiaba,MT
custid_017098_010890,cust_017098,94984,santos,SP
custid_015786_024783,cust_015786,71612,contagem,MG
custid_009961_007555,cust_009961,97946,sao paulo,SP
custid_006204_003843,cust_006204,86348,recife,
custid_001015_019764,cust_001015,43537,sorocaba,SP
custid_018611_021028,cust_018611,36188,caxias do sul,RS
custid_007870_022530,cust_007870,91982,duque de caxias,RJ
custid_000709_026747,cust_000709,92306,campinas,SP
custid_014786_002009,cust_014786,82830,belo horizonte,MG
custid_012229_028700,cust_012229,75604,contagem,MG
custid_016445_022956,cust_016445,65966,rio de janeiro,RJ
custid_014359_028895,cust_014359,90680,caxias do sul,
custid_002613_012455,cust_002613,5322,belo horizonte,
custid_002028_029452,cust_002028,87573,santos,SP
custid_011296_005186,cust_011296,4606,santos,SP
custid_007653_021296,cust_007653,5410,sorocaba,SP
custid_010219_016261,cust_010219,71225,cuiaba,MT
custid_005102_008617,cust_005102,87519,niteroi,RJ
custid_006862_026909,cust_006862,88765,cuiaba,MT
custid_011456_026843,cust_011456,79502,joinville,SC
custid_010940_004738,cust_010940,47472,aracaju,SE
custid_017385_001346,cust_017385,91578,cuiaba,MT
custid_013485_011342,cust_013485,79190,campinas,SP
custid_005368_024572,cust_005368,30715,brasilia,DF
custid_015238_023647,cust_015238,76944,santos,SP
custid_000215_000718,cust_000215,10443,sorocaba,SP
custid_001726_001771,cust_001726,93660,sao paulo,SP
custid_013255_027075,cust_013255,45801,santos,SP
custid_013848_019338,cust_013848,27298,belem,PA
custid_003817_002404,cust_003817,3499,duque de caxias,RJ
custid_013615_020956,cust_013615,52174,campinas,SP
custid_010044_024491,cust_010044,32357,uberlandia,MG
custid_007231_028148,cust_007231,12727,santos,SP
custid_009897_013815,cust_009897,54457,niteroi,
custid_005072_018289,cust_005072,2746,londrina,PR
custid_012439_016424,cust_012439,77545,curitiba,PR
custid_014472_016818,cust_014472,62430,curitiba,PR
custid_014603_015172,cust_014603,58819,porto alegre,RS
custid_015672_017383,cust_015672,54598,caxias do sul,RS
custid_005602_021753,cust_005602,47213,campinas,SP
custid_001225_002595,cust_001225,35888,campinas,SP
custid_006957_002004,cust_006957,30681,brasilia,DF
custid_014989_003635,cust_014989,19238,rio de janeiro,RJ
custid_003900_004047,cust_003900,24274,santos,SP
custid_014524_016175,cust_014524,43398,campinas,SP
custid_014109_018479,cust_014109,84583,sao paulo,SP
custid_004883_017021,cust_004883,98356,campinas,SP
custid_003255_003876,cust_003255,90123,porto alegre,RS
custid_006151_012767,cust_006151,25051,duque de caxias,RJ
custid_000229_002408,cust_000229,41054,sorocaba,SP
custid_001381_007729,cust_001381,59629,duque de caxias,RJ
custid_012597_002142,cust_012597,51472,sorocaba,SP
custid_012446_029764,cust_012446,40733,sao paulo,SP
custid_010919_027147,cust_010919,14326,duque de caxias,RJ
custid_009937_025324,cust_009937,93393,sorocaba,SP
custid_011657_022367,cust_011657,5205,sorocaba,SP
custid_012141_008279,cust_012141,71249,goiania,GO
custid_013724_020874,cust_013724,58405,niteroi,RJ
custid_004470_011791,cust_004470,23410,campinas,SP
custid_010903_005853,cust_010903,57933,santos,SP
custid_004567_026874,cust_004567,74122,niteroi,RJ
custid_015790_010904,cust_015790,40726,brasilia,DF
custid_000732_019417,cust_000732,65411,brasilia,DF
custid_002876_025141,cust_002876,98546,cuiaba,MT
custid_016383_010210,cust_016383,24557,santos,SP
custid_018710_014403,cust_018710,48357,caxias do sul,RS
custid_005631_016349,cust_005631,30607,feira de santana,BA
custid_014968_025052,cust_014968,45719,sorocaba,SP
custid_015734_006395,cust_015734,17182,brasilia,DF
custid_014272_029771,cust_014272,51658,sao paulo,SP
custid_008862_016697,cust_008862,46526,niteroi,RJ
custid_003194_015299,cust_003194,93147,caxias do sul,RS
custid_003832_019009,cust_003832,91470,sorocaba,SP
custid_006831_021801,cust_006831,73208,brasilia,DF
custid_011953_002947,cust_011953,82787,joao pessoa,PB
custid_014260_004254,cust_014260,10822,campo grande,MS
custid_014014_020374,cust_014014,92556,vitoria,ES
custid_013413_010710,cust_013413,4908,recife,PE
custid_006708_004584,cust_006708,74396,salvador,BA
custid_011143_012324,cust_011143,32640,caxias do sul,RS
custid_000708_028378,cust_000708,56980,vitoria,ES
custid_001019_029570,cust_001019,59278,campinas,SP
custid_008384_021981,cust_008384,18044,belem,PA
custid_018557_018900,cust_018557,9170,santos,SP
custid_013987_011072,cust_013987,69746,caxias do sul,RS
custid_007403_006916,cust_007403,90288,campinas,SP
custid_016219_004756,cust_016219,36766,sao paulo,SP
custid_003014_008188,cust_003014,22894,sao luis,MA
custid_006723_017769,cust_006723,93330,caxias do sul,RS
custid_014211_022128,cust_014211,80115,rio de janeiro,RJ
custid_014914_008834,cust_014914,16502,brasilia,
custid_005562_009977,cust_005562,93214,sorocaba,SP
custid_018012_004667,cust_018012,83254,sorocaba,SP
custid_017702_020442,cust_017702,76604,santos,SP
custid_014782_009320,cust_014782,36581,campinas,SP
custid_012485_014667,cust_012485,10191,santos,SP
custid_004986_014234,cust_004986,40543,vitoria,ES
custid_001590_002752,cust_001590,38523,campo grande,MS
custid_004419_005081,cust_004419,65317,santos,
custid_008708_024851,cust_008708,28687,porto alegre,RS
custid_013096_003885,cust_013096,70517,joinville,SC
custid_004135_013599,cust_004135,43841,curitiba,PR
custid_001156_026060,cust_001156,12873,belo horizonte,MG
custid_006934_007581,cust_006934,17381,santos,SP
custid_011887_009463,cust_011887,20498,sao paulo,SP
custid_000434_001666,cust_000434,44669,londrina,PR
custid_002683_026459,cust_002683,6250,santos,SP
custid_003879_019278,cust_003879,58414,caxias do sul,RS
custid_008964_003470,cust_008964,75172,belem,PA
custid_017603_016202,cust_017603,71535,campinas,SP
custid_016812_021333,cust_016812,47750,feira de santana,BA
custid_013120_011727,cust_013120,77375,porto alegre,RS
custid_007571_020475,cust_007571,61696,campinas,SP
custid_016893_018774,cust_016893,24545,florianopolis,SC
custid_001913_003270,cust_001913,89726,cuiaba,MT
custid_006207_021963,cust_006207,77572,contagem,MG
custid_004828_013572,cust_004828,88268,porto alegre,RS
custid_013073_018751,cust_013073,97289,belo horizonte,MG
custid_004525_000993,cust_004525,58619,duque de caxias,RJ
custid_008978_013552,cust_008978,73197,uberlandia,MG
custid_017853_011501,cust_017853,26516,aracaju,SE
custid_006645_025377,cust_006645,66073,belo horizonte,
custid_011598_029038,cust_011598,77462,sorocaba,SP
custid_011436_005220,cust_011436,31569,goiania,GO
custid_014100_010260,cust_014100,32324,uberlandia,MG
custid_012194_007514,cust_012194,97069,sao paulo,SP
custid_001651_012434,cust_001651,10363,belo horizonte,MG
custid_002122_025054,cust_002122,75064,sorocaba,SP
custid_006345_028588,cust_006345,20377,santos,SP
custid_018812_020174,cust_018812,63926,sao paulo,SP
custid_010057_010444,cust_010057,41515,santos,SP
custid_002544_022254,cust_002544,85391,rio de janeiro,RJ
custid_018027_024134,cust_018027,57403,sao paulo,SP
custid_016989_016981,cust_016989,5841,santos,SP
custid_004679_028798,cust_004679,78429,sorocaba,SP
custid_004462_025913,cust_004462,61338,sao paulo,SP
custid_016213_028014,cust_016213,61436,santos,SP
custid_001707_021064,cust_001707,42340,contagem,MG
custid_006723_022406,cust_006723,93330,caxias do sul,
custid_005621_009152,cust_005621,12365,rio de janeiro,RJ
custid_017872_000802,cust_017872,94403,aracaju,SE
custid_004084_008375,cust_004084,26299,caxias do sul,RS
custid_001530_025655,cust_001530,74511,rio de janeiro,RJ
custid_004815_018903,cust_004815,56371,londrina,PR
custid_006922_016983,cust_006922,40965,caxias do sul,RS
custid_003814_009534,cust_003814,91601,santos,SP
custid_017174_017048,cust_017174,5568,sao paulo,SP
custid_016345_011107,cust_016345,60831,belo horizonte,MG
custid_000454_030101,cust_000454,20475,rio de janeiro,RJ
custid_003300_019562,cust_003300,3411,brasilia,DF
custid_010952_023403,cust_010952,14151,sorocaba,SP
custid_018562_012403,cust_018562,30730,duque de caxias,RJ
custid_011717_012027,cust_011717,80581,sorocaba,SP
custid_007778_023780,cust_007778,19645,cuiaba,MT
custid_002006_028430,cust_002006,27298,belo horizonte,MG
custid_005475_007542,cust_005475,69645,campinas,SP
custid_007545_007884,cust_007545,64922,sao paulo,SP
custid_009659_014503,cust_009659,81219,vitoria,ES
custid_000421_017201,cust_000421,35956,sao paulo,SP
custid_012878_008610,cust_012878,61568,campinas,SP
custid_001906_027160,cust_001906,75492,uberlandia,MG
custid_012515_025904,cust_012515,4330,sorocaba,SP
custid_005729_006332,cust_005729,43749,santos,SP
custid_002422_013144,cust_002422,21447,curitiba,PR
custid_011669_013938,cust_011669,31526,santos,SP
custid_014346_000736,cust_014346,44944,campo grande,MS
custid_000724_014045,cust_000724,19942,londrina,PR
custid_015397_019263,cust_015397,5693,brasilia,DF
custid_003960_019484,cust_003960,95704,santos,SP
custid_014336_004913,cust_014336,87770,caxias do sul,RS
custid_009952_000283,cust_009952,30903,contagem,MG
custid_007564_014874,cust_007564,38093,curitiba,PR
custid_002155_014094,cust_002155,61894,joinville,SC
custid_011908_025802,cust_011908,48508,florianopolis,SC
custid_012455_010168,cust_012455,83308,sao paulo,SP
custid_013296_002250,cust_013296,7102,rio de janeiro,RJ
custid_003926_002259,cust_003926,82198,sao paulo,
custid_017838_003451,cust_017838,21503,sorocaba,SP
custid_014611_022119,cust_014611,46497,londrina,PR
custid_014388_029580,cust_014388,63990,rio de janeiro,RJ
custid_009573_013693,cust_009573,49115,porto alegre,RS
custid_017326_026762,cust_017326,50546,florianopolis,SC
custid_010243_015763,cust_010243,20004,campinas,SP
custid_004485_023658,cust_004485,12239,sao paulo,SP
custid_007916_026178,cust_007916,67412,campinas,SP
custid_004419_027367,cust_004419,65317,santos,SP
custid_004185_004991,cust_004185,54667,sao paulo,SP
custid_006505_006069,cust_006505,51433,campinas,SP
custid_011161_027944,cust_011161,58710,santos,SP
custid_011151_003702,cust_011151,47210,rio de janeiro,RJ
custid_015477_022454,cust_015477,94641,londrina,PR
custid_010668_021766,cust_010668,27004,rio de janeiro,RJ
custid_014166_017295,cust_014166,12097,santos,SP
custid_011576_006602,cust_011576,8652,sao luis,MA
custid_004856_016539,cust_004856,87884,uberlandia,MG
custid_000278_014068,cust_000278,81422,sorocaba,SP
custid_004207_026493,cust_004207,19502,sao paulo,SP
custid_002006_014684,cust_002006,27298,belo horizonte,MG
custid_002696_023309,cust_002696,93683,sao paulo,SP
custid_012468_024315,cust_012468,33383,santos,SP
custid_013777_002316,cust_013777,20628,duque de caxias,RJ
custid_010261_012086,cust_010261,32528,cuiaba,MT
custid_004368_027672,cust_004368,26335,porto alegre,RS
custid_006242_017991,cust_006242,35368,contagem,MG
custid_003212_010620,cust_003212,85115,campinas,SP
custid_004589_009373,cust_004589,38608,joinville,SC
custid_016012_029507,cust_016012,49342,florianopolis,SC
custid_000964_010880,cust_000964,60910,sao paulo,SP
custid_017990_011436,cust_017990,58355,sorocaba,SP
custid_008717_012022,cust_008717,50571,londrina,PR
custid_016515_017471,cust_016515,96885,duque de caxias,RJ
custid_008531_003329,cust_008531,95736,joinville,SC
custid_009628_027171,cust_009628,51692,santos,SP
custid_010969_009946,cust_010969,31948,rio de janeiro,RJ
custid_002396_021000,cust_002396,1006,caxias do sul,RS
