order_id,customer_unique_id,order_status,order_purchase_timestamp,order_purchase_date,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_delay_days,order_value
order_002998,cust_015678,delivered,2017-03-31 13:49:00,2017-03-31,2017-04-01 05:00:27.474046850,2017-04-02 03:04:03.785461561,2017-04-15 08:34:34.352384199,2017-04-12 13:49:00,2.7816475970393406,132.96
order_002707,cust_010713,delivered,2017-11-24 05:01:00,2017-11-24,2017-11-24 10:15:42.000000000,2017-11-25 07:59:38.190277113,2017-12-09 23:15:48.000000000,2017-12-10 05:01:00,-0.23972222222222223,14.07
order_029183,cust_013973,delivered,2016-11-28 12:55:00,2016-11-28,2016-11-28 13:58:05.000000000,2016-11-29 10:44:05.000000000,2016-12-10 08:46:14.948523363,2016-12-11 12:55:00,-1.1727436513499654,22.66
order_020094,cust_009009,delivered,2017-02-06 17:59:00,2017-02-06,2017-02-07 01:24:50.000000000,2017-02-08 17:48:24.000000000,2017-02-17 09:52:28.000000000,2017-02-19 17:59:00,-2.3378703703703705,19.11
order_010645,cust_004446,delivered,2018-01-19 19:46:00,2018-01-19,2018-01-20 08:44:37.000000000,2018-01-21 22:46:59.071559105,2018-01-30 14:58:43.859204607,2018-02-01 19:46:00,-2.199492370317049,66.36
order_027603,cust_000827,delivered,2017-06-09 22:41:00,2017-06-09,2017-06-10 07:47:29.815859606,2017-06-15 00:16:49.000000000,2017-07-02 06:33:47.141629451,2017-06-21 22:41:00,10.328323398489015,104.18
order_023557,cust_005078,delivered,2018-05-08 17:24:00,2018-05-08,2018-05-08 19:50:01.782128583,2018-05-09 00:38:01.782128583,2018-05-21 08:46:13.000000000,2018-05-21 17:24:00,-0.35957175925925927,61.27
order_004966,cust_014795,delivered,2018-07-27 21:43:00,2018-07-27,2018-07-27 23:51:55.000000000,2018-07-31 14:47:10.334526545,2018-08-07 17:39:35.736278268,2018-08-03 21:43:00,3.830969169887361,60.08
order_023886,cust_002987,delivered,2016-06-07 21:28:00,2016-06-07,2016-06-07 22:58:54.155818710,2016-06-09 03:27:25.069936020,2016-06-16 20:45:43.776282850,2016-06-19 21:28:00,-3.0293544411707174,227.55
order_010008,cust_005647,delivered,2017-01-21 18:39:00,2017-01-21,2017-01-22 03:38:33.739309993,2017-01-24 17:08:27.000000000,2017-01-30 21:22:00.279128952,2017-02-02 18:39:00,-2.8868023248963888,27.910000000000004
order_006285,cust_000832,processing,2018-08-21 22:38:00,2018-08-21,2018-08-22 04:16:36.667894772,,,2018-09-04 22:38:00,,152.3
order_004547,cust_008216,delivered,2016-12-20 12:31:00,2016-12-20,2016-12-21 00:09:38.409802058,2016-12-21 21:13:11.419250340,2016-12-29 14:09:40.132397967,2016-12-31 12:31:00,-1.931479949097604,122.87
order_021442,cust_003265,delivered,2018-08-28 14:47:00,2018-08-28,2018-08-28 22:25:28.928903438,2018-08-29 12:14:57.000000000,2018-09-08 09:47:20.741777546,2018-09-11 14:47:00,-3.208093266463588,44.4
order_025442,cust_013103,delivered,2016-09-14 16:16:00,2016-09-14,2016-09-14 18:29:53.766350065,2016-09-18 16:43:08.000000000,2016-09-30 21:10:31.054672364,2016-09-30 16:16:00,0.2045260957449537,46.91
order_012774,cust_001673,delivered,2016-06-23 06:04:00,2016-06-23,2016-06-23 16:43:27.161598920,2016-06-26 12:38:02.253908519,2016-07-04 14:54:23.000000000,2016-07-05 06:04:00,-0.6316782407407407,374.96
order_011214,cust_010314,delivered,2018-08-31 21:03:00,2018-08-31,2018-09-01 14:39:49.000000000,2018-09-03 12:59:03.000000000,2018-09-06 04:40:16.794875011,2018-09-09 21:03:00,-3.6824445037614466,178.64
order_017728,cust_016759,delivered,2016-04-06 20:43:00,2016-04-06,2016-04-07 00:20:30.000000000,2016-04-07 20:54:41.291481177,2016-04-22 12:10:42.000000000,2016-04-20 20:43:00,1.644236111111111,779.3
order_003302,cust_018285,delivered,2017-07-28 17:04:00,2017-07-28,2017-07-29 00:19:52.420772088,2017-07-31 23:18:24.020398271,2017-08-13 16:35:46.471891180,2017-08-07 17:04:00,5.980398980221991,153.37
order_020478,cust_004494,delivered,2017-09-09 14:38:00,2017-09-09,2017-09-10 01:20:42.884882712,2017-09-12 03:50:10.849987411,2017-09-23 16:52:10.273070146,2017-09-23 14:38:00,0.0931744568303935,14.25
order_029692,cust_009264,delivered,2017-04-20 08:42:00,2017-04-20,2017-04-20 18:44:08.370777699,2017-04-23 06:45:51.607372251,2017-04-30 00:35:12.426681601,2017-05-02 08:42:00,-2.3380506171110995,366.8
order_029377,cust_018617,delivered,2017-11-05 11:58:00,2017-11-05,2017-11-05 17:47:03.874857283,2017-11-07 04:04:47.513710002,2017-11-12 21:45:02.000000000,2017-11-13 11:58:00,-0.5923379629629629,34.160000000000004
order_023457,cust_004594,delivered,2016-07-16 19:00:00,2016-07-16,2016-07-17 02:05:11.305161866,2016-07-18 12:17:58.968345794,2016-07-29 00:03:40.957265655,2016-07-31 19:00:00,-2.789109290906771,94.86999999999999
order_003974,cust_000796,delivered,2017-04-01 21:16:00,2017-04-01,2017-04-01 23:24:52.555592983,2017-04-04 17:50:11.000000000,2017-04-18 17:57:52.654103854,2017-04-14 21:16:00,3.8624149780538652,23.03
order_015071,cust_011493,delivered,2017-08-21 09:39:00,2017-08-21,2017-08-21 10:00:06.493893840,2017-08-23 09:05:43.368670276,2017-08-29 00:38:55.256460940,2017-09-02 09:39:00,-4.375054902072454,27.46
order_012022,cust_008717,delivered,2017-11-29 11:11:00,2017-11-29,2017-11-29 14:54:04.291879929,2017-12-03 02:22:22.000000000,2017-12-22 00:01:10.029618305,2017-12-14 11:11:00,7.534838305767419,25.82
order_014354,cust_002979,delivered,2016-10-24 07:37:00,2016-10-24,2016-10-24 17:48:52.886810180,2016-10-25 17:39:23.880437501,2016-11-03 18:41:12.000000000,2016-11-05 07:37:00,-1.53875,75.03999999999999
order_001328,cust_013794,delivered,2018-05-07 12:36:00,2018-05-07,2018-05-07 15:45:53.082931993,2018-05-09 12:50:29.000000000,2018-06-01 03:59:31.508733406,2018-05-25 12:36:00,6.641336906636643,19.95
order_025850,cust_006314,delivered,2016-10-17 12:25:00,2016-10-17,2016-10-17 18:51:59.068341636,2016-10-19 08:28:26.910682696,2016-10-27 10:17:39.929354331,2016-10-30 12:25:00,-3.088426743584132,21.06
order_006619,cust_002522,delivered,2017-12-30 12:18:00,2017-12-30,2017-12-30 20:30:15.697678140,2018-01-01 14:54:24.000000000,2018-01-12 16:14:15.000000000,2018-01-10 12:18:00,2.1640625,57.83
order_008696,cust_006463,delivered,2017-03-02 19:21:00,2017-03-02,2017-03-03 00:21:49.279247629,2017-03-04 19:00:07.075193213,2017-03-09 23:46:42.000000000,2017-03-11 19:21:00,-1.8154861111111111,28.03
order_021212,cust_013498,delivered,2018-04-25 21:02:00,2018-04-25,2018-04-25 21:55:32.828239903,2018-04-27 07:23:14.578492718,2018-05-07 02:38:20.762419432,2018-05-06 21:02:00,0.2335736391137963,65.34
order_001318,cust_016592,delivered,2016-02-01 21:43:00,2016-02-01,2016-02-02 02:44:42.222743104,2016-02-03 12:09:53.704952370,2016-02-15 04:58:59.444561943,2016-02-15 21:43:00,-0.6972286509034376,217.62
order_001775,cust_011294,delivered,2016-11-21 18:20:00,2016-11-21,2016-11-21 22:32:55.000000000,2016-11-22 17:03:30.453848362,2016-11-30 12:39:04.000000000,2016-12-01 18:20:00,-1.2367592592592593,282.37
order_007739,cust_011275,delivered,2017-01-01 20:55:00,2017-01-01,2017-01-02 04:53:03.624507123,2017-01-03 19:51:07.000000000,2017-01-16 19:37:06.883891542,2017-01-15 20:55:00,0.9459130080039584,596.11
order_022713,cust_016486,delivered,2016-04-29 09:48:00,2016-04-29,2016-04-29 13:15:56.663548318,2016-05-03 04:18:57.000000000,2016-05-07 06:07:59.923387098,2016-05-07 09:48:00,-0.15277866450118055,50.55
order_003125,cust_012131,delivered,2016-09-03 21:15:00,2016-09-03,2016-09-04 13:10:25.099478824,2016-09-07 14:45:37.000000000,2016-09-16 08:06:53.204533744,2016-09-11 21:15:00,4.452699126547963,78.97
order_026780,cust_001795,delivered,2018-06-29 18:59:00,2018-06-29,2018-06-30 01:52:16.410317582,2018-07-01 20:34:11.000000000,2018-07-12 00:52:43.501754922,2018-07-14 18:59:00,-2.7543576185772918,28.17
order_005508,cust_015642,delivered,2018-01-28 13:06:00,2018-01-28,2018-01-29 10:09:09.000000000,2018-02-01 17:33:54.713639079,2018-02-12 07:06:21.000000000,2018-02-12 13:06:00,-0.24975694444444443,89.03
order_026904,cust_012716,delivered,2018-05-13 19:34:00,2018-05-13,2018-05-14 01:58:54.771847984,2018-05-17 16:00:12.762668510,2018-05-25 20:04:11.670111423,2018-05-25 19:34:00,0.02096840406739583,41.8
order_026396,cust_013722,delivered,2017-11-10 18:33:00,2017-11-10,2017-11-11 11:05:00.318148576,2017-11-11 17:52:54.000000000,2017-11-23 02:40:02.146052968,2017-11-22 18:33:00,0.33821928302046295,121.37
order_011717,cust_014836,delivered,2017-10-27 20:57:00,2017-10-27,2017-10-28 04:09:12.178823439,2017-10-30 07:43:55.517080985,2017-11-18 11:58:28.864827866,2017-11-18 20:57:00,-0.3739714718996991,80.30000000000001
order_003877,cust_002523,delivered,2016-07-17 16:59:00,2016-07-17,2016-07-17 23:36:54.000000000,2016-07-19 05:19:11.021091789,2016-07-25 06:28:42.536881043,2016-07-26 16:59:00,-1.4377021194323727,61.61
order_029601,cust_010893,delivered,2016-03-31 21:03:00,2016-03-31,2016-04-01 02:46:40.000000000,2016-04-04 10:24:57.608013688,2016-04-11 16:30:42.000000000,2016-04-13 21:03:00,-2.1890972222222222,39.129999999999995
order_005493,cust_018662,delivered,2016-10-26 13:50:00,2016-10-26,2016-10-26 17:11:06.017788119,2016-10-27 17:50:39.000000000,2016-11-07 22:28:29.542334546,2016-11-07 13:50:00,0.3600641473905787,18.07
order_012636,cust_010425,delivered,2017-10-26 21:40:00,2017-10-26,2017-10-27 07:34:22.000000000,2017-10-31 19:37:26.000000000,2017-11-01 02:49:26.000000000,2017-10-31 21:40:00,0.21488425925925925,109.44
order_002001,cust_017991,delivered,2016-11-20 06:57:00,2016-11-20,2016-11-20 12:14:57.555983029,2016-11-20 21:43:44.731124509,2016-12-01 18:24:01.000000000,2016-12-04 06:57:00,-2.5229050925925924,106.96000000000001
order_016689,cust_009904,delivered,2016-05-03 18:59:00,2016-05-03,2016-05-04 09:19:58.000000000,2016-05-06 12:23:04.458593552,2016-05-11 19:27:19.304431288,2016-05-12 18:59:00,-0.9803321246378705,56.88
order_010688,cust_004901,delivered,2016-06-30 12:51:00,2016-06-30,2016-06-30 16:43:10.537202550,2016-07-04 02:11:40.737320470,2016-07-12 00:59:25.690919005,2016-07-11 12:51:00,0.5058529041551505,51.93
order_009093,cust_005036,shipped,2018-08-23 09:48:00,2018-08-23,2018-08-23 10:30:01.892873494,2018-08-24 05:25:34.000000000,,2018-09-06 09:48:00,,328.93
order_000311,cust_006773,delivered,2016-10-31 16:40:00,2016-10-31,2016-10-31 18:23:04.330113715,2016-11-03 06:57:26.447312106,2016-11-08 19:39:32.760300874,2016-11-11 16:40:00,-2.8753152742954398,22.7
order_017838,cust_000003,delivered,2017-01-13 21:42:00,2017-01-13,2017-01-14 02:49:53.824353204,2017-01-14 09:04:16.000000000,2017-01-21 04:33:50.000000000,2017-01-22 21:42:00,-1.7140046296296296,83.24000000000001
order_000057,cust_008856,delivered,2017-09-22 16:17:00,2017-09-22,2017-09-22 20:11:34.086316514,2017-09-25 19:28:10.646925600,2017-09-28 00:45:44.965508241,2017-09-29 16:17:00,-1.6467017880990624,75.51
order_001631,cust_002784,delivered,2017-11-16 14:40:00,2017-11-16,2017-11-16 17:58:22.539633228,2017-11-17 20:06:03.449546636,2017-11-30 17:21:45.707997022,2017-11-30 14:40:00,0.11233458329886574,77.73
order_013396,cust_015383,delivered,2016-11-15 22:23:00,2016-11-15,2016-11-16 11:50:57.008013440,2016-11-19 13:55:02.861788217,2016-12-05 07:34:24.333667724,2016-12-02 22:23:00,2.38292052856162,239.12999999999997
order_019718,cust_001683,delivered,2016-05-05 22:34:00,2016-05-05,2016-05-06 13:54:12.182942104,2016-05-10 22:35:46.084171587,2016-06-10 03:01:37.000000000,2016-05-25 22:34:00,15.185844907407407,16.81
order_013088,cust_011220,delivered,2017-11-02 08:52:00,2017-11-02,2017-11-02 19:14:36.055607170,2017-11-03 08:09:10.647206380,2017-11-14 05:50:19.000000000,2017-11-12 08:52:00,1.8738310185185185,208.27
order_028046,cust_015914,delivered,2016-04-27 14:06:00,2016-04-27,2016-04-27 22:29:30.736892364,2016-04-29 10:56:06.677621115,2016-05-06 18:08:11.445664635,2016-05-09 14:06:00,-2.831811971474132,43.02
order_001534,cust_006505,delivered,2017-11-22 11:25:00,2017-11-22,2017-11-22 17:58:46.658552202,2017-11-24 02:47:23.384828534,2017-12-03 07:04:41.931707325,2017-12-04 11:25:00,-1.1807646793133681,26.08
order_028381,cust_004093,delivered,2016-05-09 13:35:00,2016-05-09,2016-05-09 15:13:29.307162829,2016-05-13 08:07:39.234393637,2016-06-01 17:16:29.325521680,2016-05-29 13:35:00,3.1538116379824075,338.4
order_005420,cust_005746,delivered,2017-06-02 17:31:00,2017-06-02,2017-06-03 03:18:39.000000000,2017-06-04 07:23:39.000000000,2017-06-04 14:35:39.209660480,2017-06-06 17:31:00,-2.121768406707407,36.16
order_012395,cust_010087,delivered,2017-11-13 12:41:00,2017-11-13,2017-11-13 15:07:27.361836297,2017-11-14 02:43:16.765125730,2017-11-26 18:50:00.000000000,2017-11-23 12:41:00,3.25625,32.239999999999995
order_025659,cust_016132,delivered,2017-03-10 18:36:00,2017-03-10,2017-03-10 21:24:53.279528943,2017-03-12 03:23:05.062748033,2017-03-22 07:30:24.993959000,2017-03-22 18:36:00,-0.46221071806712966,134.20999999999998
order_016174,cust_001320,delivered,2018-08-10 15:28:00,2018-08-10,2018-08-10 22:00:01.000000000,2018-08-14 19:29:34.254866946,2018-08-22 05:19:00.112852207,2018-08-18 15:28:00,3.5770846394931364,286.84
order_019943,cust_018978,delivered,2018-03-17 23:37:00,2018-03-17,2018-03-18 04:40:45.000000000,2018-03-20 14:51:37.473729377,2018-03-28 10:35:08.000000000,2018-03-25 23:37:00,2.457037037037037,130.85
order_023008,cust_001691,delivered,2017-12-20 07:39:00,2017-12-20,2017-12-20 15:47:56.351496210,2017-12-23 18:58:30.420296671,2018-01-14 14:01:05.963883061,2018-01-10 07:39:00,4.265346804202095,144.06
order_025474,cust_017075,delivered,2016-06-03 15:20:00,2016-06-03,2016-06-04 07:11:33.703784812,2016-06-07 02:06:09.476460228,2016-06-16 04:44:46.000000000,2016-06-18 15:20:00,-2.4411342592592593,27.75
order_001280,cust_005293,delivered,2017-11-21 20:07:00,2017-11-21,2017-11-21 22:52:02.643231546,2017-11-23 02:14:19.555901645,2017-11-30 10:00:56.847718418,2017-12-01 20:07:00,-1.420869818073866,552.98
order_016169,cust_007340,delivered,2016-04-23 10:31:00,2016-04-23,2016-04-23 12:38:53.000000000,2016-04-25 20:31:49.000000000,2016-05-02 18:51:02.431259998,2016-05-06 10:31:00,-3.6527496381944675,146.16
order_027863,cust_008607,delivered,2016-09-17 21:49:00,2016-09-17,2016-09-18 06:54:52.780379712,2016-09-19 19:51:04.000000000,2016-10-09 21:37:12.476872514,2016-09-30 21:49:00,8.991811074913356,66.28999999999999
order_027801,cust_009990,delivered,2016-10-09 18:08:00,2016-10-09,2016-10-10 07:54:17.469270602,2016-10-15 08:55:22.299513775,2016-10-27 18:44:55.703181086,2016-10-24 18:08:00,3.0256447127440507,386.94
order_020220,cust_014282,delivered,2016-10-12 15:45:00,2016-10-12,2016-10-12 18:35:20.000000000,2016-10-15 07:05:26.360919148,2016-10-20 13:25:32.184921187,2016-10-20 15:45:00,-0.09684971156033566,79.43
order_008279,cust_012141,delivered,2017-02-15 20:33:00,2017-02-15,2017-02-16 06:54:49.000000000,2017-02-17 22:15:52.150189092,2017-03-01 04:23:56.007694146,2017-02-27 20:33:00,1.3270371260896527,34.980000000000004
order_005165,cust_008381,delivered,2018-01-10 16:28:00,2018-01-10,2018-01-11 16:16:46.000000000,2018-01-13 00:01:33.246379951,2018-01-18 14:20:59.103454262,2018-01-21 16:28:00,-3.0882048211312267,32.11
order_023556,cust_003610,delivered,2017-05-27 11:57:00,2017-05-27,2017-05-27 18:16:06.000000000,2017-05-30 13:42:33.688564473,2017-06-08 01:57:38.650838678,2017-06-08 11:57:00,-0.41621931899678244,67.59
order_021098,cust_012630,delivered,2016-04-11 06:00:00,2016-04-11,2016-04-11 16:05:41.427783855,2016-04-12 20:52:13.000000000,2016-04-19 12:31:13.521730927,2016-04-22 06:00:00,-2.7283157207068633,61.760000000000005
order_021514,cust_006881,delivered,2016-11-28 10:38:00,2016-11-28,2016-11-28 20:11:02.263302680,2016-11-29 15:37:06.000000000,2016-12-22 03:57:06.000000000,2016-12-12 10:38:00,9.721597222222222,16.57
order_017246,cust_014424,delivered,2016-11-01 22:52:00,2016-11-01,2016-11-02 05:02:23.462592006,2016-11-03 16:22:45.284594436,2016-11-14 01:59:20.839717676,2016-11-13 22:52:00,0.13010231154717594,48.7
order_008760,cust_011957,delivered,2018-01-31 21:28:00,2018-01-31,2018-02-01 03:57:07.608932124,2018-02-02 09:54:16.000000000,2018-02-15 13:05:27.277071223,2018-02-11 21:28:00,3.6510101512873034,98.37
order_006890,cust_014764,delivered,2017-03-31 10:09:00,2017-03-31,2017-03-31 14:16:34.000000000,2017-03-31 19:04:34.726195930,2017-04-25 15:04:03.000000000,2017-04-13 10:09:00,12.204895833333333,96.78
order_005934,cust_008382,delivered,2016-10-08 01:47:00,2016-10-08,2016-10-08 06:09:51.000000000,2016-10-10 20:54:44.605308406,2016-10-18 09:59:14.860039654,2016-10-18 01:47:00,0.34183865786636575,125.01
order_004510,cust_005211,delivered,2017-09-15 16:36:00,2017-09-15,2017-09-16 03:26:59.000000000,2017-09-18 01:31:32.000000000,2017-09-25 19:52:25.000000000,2017-09-25 16:36:00,0.13640046296296296,58.529999999999994
order_012093,cust_001307,delivered,2016-11-14 19:27:00,2016-11-14,2016-11-15 03:43:00.120112712,2016-11-17 06:41:48.295401613,2016-11-27 05:42:06.036344547,2016-11-23 19:27:00,3.427153198432257,21.29
order_004286,cust_012056,delivered,2017-12-27 09:49:00,2017-12-27,2017-12-27 13:29:50.510499790,2017-12-28 15:14:36.000000000,2018-01-04 02:50:56.505265958,2018-01-06 09:49:00,-2.290318226088449,65.53999999999999
order_000884,cust_002665,delivered,2018-01-19 11:58:00,2018-01-19,2018-01-20 00:11:20.000000000,2018-01-22 05:16:51.354298046,2018-01-31 01:56:53.581937477,2018-02-01 11:58:00,-1.4174353942421642,31.7
order_011532,cust_004204,delivered,2017-12-14 23:39:00,2017-12-14,2017-12-15 08:25:47.262136407,2017-12-19 02:23:30.793754246,2018-01-09 12:31:57.371959224,2018-01-02 23:39:00,6.536775138416944,96.61
order_028501,cust_017708,delivered,2017-02-28 13:04:00,2017-02-28,2017-02-28 22:39:58.000000000,2017-03-01 10:45:33.317039435,2017-03-12 02:43:14.208715817,2017-03-08 13:04:00,3.5689144527293637,242.53
order_007268,cust_013682,delivered,2016-08-01 12:46:00,2016-08-01,2016-08-01 20:39:30.331876444,2016-08-02 08:07:09.631144018,2016-08-21 08:37:19.729489330,2016-08-19 12:46:00,1.8273116839042824,67.57000000000001
order_009226,cust_006858,delivered,2016-05-06 05:24:00,2016-05-06,2016-05-06 08:05:07.589998248,2016-05-07 10:34:39.000000000,2016-05-22 21:26:54.990199697,2016-05-19 05:24:00,3.6686920162001964,43.69
order_014602,cust_010179,delivered,2016-07-04 16:19:00,2016-07-04,2016-07-04 19:27:33.539291754,2016-07-06 16:11:57.615899837,2016-07-11 15:36:01.936057957,2016-07-13 16:19:00,-2.029838703032905,52.36
order_000542,cust_018543,delivered,2016-09-10 12:01:00,2016-09-10,2016-09-10 16:56:14.000000000,2016-09-11 08:33:08.000000000,2016-09-23 21:56:35.835120631,2016-09-23 12:01:00,0.41360920278508106,137.51
order_028614,cust_003012,delivered,2017-07-27 20:42:00,2017-07-27,2017-07-28 00:06:27.264217924,2017-07-29 13:35:18.000000000,2017-08-10 05:09:34.082836701,2017-08-07 20:42:00,2.3524778106099653,275.96999999999997
order_004418,cust_018862,delivered,2016-12-29 11:08:00,2016-12-29,2016-12-29 15:36:09.525511873,2017-01-01 00:07:48.000000000,2017-01-09 09:48:47.032158390,2017-01-11 11:08:00,-2.055011201870486,66.51
order_026308,cust_000067,canceled,2016-11-28 19:36:00,2016-11-28,2016-11-29 09:15:03.725300844,,,2016-12-05 19:36:00,,84.65
order_027996,cust_015151,delivered,2018-02-22 20:44:00,2018-02-22,2018-02-23 01:00:01.441573557,2018-02-24 00:47:00.367085685,2018-03-09 18:57:48.822134042,2018-03-04 20:44:00,4.926259515440301,568.31
order_004226,cust_012532,delivered,2016-06-25 13:39:00,2016-06-25,2016-06-25 15:52:08.442747804,2016-06-27 12:21:57.000000000,2016-07-04 18:28:25.000000000,2016-07-07 13:39:00,-2.7990162037037036,15.08
order_001862,cust_018271,delivered,2018-06-02 15:38:00,2018-06-02,2018-06-02 17:20:27.116090420,2018-06-04 07:53:52.000000000,2018-07-01 20:37:55.636770063,2018-06-27 15:38:00,4.208282832986841,188.92000000000002
order_004836,cust_004517,delivered,2018-01-10 19:57:00,2018-01-10,2018-01-10 23:50:48.080784037,2018-01-13 13:06:40.791296339,2018-01-22 23:46:57.203974600,2018-01-22 19:57:00,0.15968986081712963,79.38
order_001272,cust_016424,delivered,2017-11-22 20:41:00,2017-11-22,2017-11-23 05:44:27.106372476,2017-11-24 07:39:23.735762614,2017-11-29 18:26:40.000000000,2017-12-01 20:41:00,-2.093287037037037,275.56
order_028370,cust_014657,delivered,2017-03-24 18:24:00,2017-03-24,2017-03-24 22:52:44.686581301,2017-03-27 12:14:39.000000000,2017-04-03 04:27:58.653099863,2017-04-01 18:24:00,1.4194288553224885,44.29
order_014774,cust_009368,delivered,2016-06-25 22:55:00,2016-06-25,2016-06-26 13:04:02.000000000,2016-06-30 08:02:06.571311819,2016-07-17 13:24:36.000000000,2016-07-10 22:55:00,6.603888888888889,77.14
order_023756,cust_004303,delivered,2017-12-06 09:27:00,2017-12-06,2017-12-06 15:32:10.000000000,2017-12-10 18:10:00.728172470,2017-12-26 04:14:50.866220822,2017-12-18 09:27:00,7.783227618296551,70.3
order_002838,cust_007784,delivered,2016-03-18 17:08:00,2016-03-18,2016-03-18 18:21:06.723788977,2016-03-19 21:20:42.772002075,2016-04-10 20:04:39.000000000,2016-03-30 17:08:00,11.12267361111111,41.86
order_000735,cust_003746,delivered,2016-11-15 20:46:00,2016-11-15,2016-11-16 03:11:29.611360214,2016-11-18 03:18:08.000000000,2016-11-27 19:12:52.267941111,2016-11-24 20:46:00,2.9353271752443404,672.38
order_026935,cust_010439,delivered,2016-05-01 13:05:00,2016-05-01,2016-05-01 19:54:11.441357220,2016-05-02 23:42:04.552181755,2016-05-12 22:29:50.000000000,2016-05-14 13:05:00,-1.6077546296296297,29.03
order_024026,cust_014927,delivered,2017-01-10 18:54:00,2017-01-10,2017-01-10 22:13:03.742524202,2017-01-11 14:33:40.232887996,2017-01-20 03:32:10.102018710,2017-01-21 18:54:00,-1.6401608562649306,79.38
order_013874,cust_001467,delivered,2018-04-19 19:24:00,2018-04-19,2018-04-20 06:30:22.141051502,2018-04-22 00:57:10.259311622,2018-04-26 23:27:08.930808417,2018-04-25 19:24:00,1.1688533658381597,35.84
order_016778,cust_017471,delivered,2017-04-04 22:26:00,2017-04-04,2017-04-05 00:04:13.464813501,2017-04-09 19:33:51.274859984,2017-04-22 13:28:21.000000000,2017-04-21 22:26:00,0.6266319444444445,169.68
order_015714,cust_018144,delivered,2018-07-16 12:24:00,2018-07-16,2018-07-16 18:34:40.845931543,2018-07-18 21:41:09.774089319,2018-07-26 15:00:06.000000000,2018-07-29 12:24:00,-2.8915972222222224,203.21
order_001521,cust_013750,delivered,2018-06-28 19:21:00,2018-06-28,2018-06-29 00:03:12.000000000,2018-07-01 13:30:55.395471965,2018-07-07 00:50:51.227177498,2018-07-09 19:21:00,-2.77093487063081,25.060000000000002
order_021530,cust_013965,delivered,2017-12-21 11:57:00,2017-12-21,2017-12-21 17:43:15.000000000,2017-12-23 09:35:36.862625893,2017-12-29 21:45:16.895680065,2017-12-29 11:57:00,0.4085288851859375,65.43
order_012540,cust_016039,delivered,2018-02-14 11:47:00,2018-02-14,2018-02-14 16:50:04.604492019,2018-02-15 19:27:02.252648571,2018-02-28 22:25:42.956136009,2018-02-26 11:47:00,2.4435527330556597,24.14
order_012401,cust_015518,delivered,2016-11-25 22:12:00,2016-11-25,2016-11-25 23:51:21.602222301,2016-11-26 20:40:48.521473101,2016-12-06 13:03:31.300072312,2016-12-06 22:12:00,-0.38088773064453707,206.26
order_019150,cust_007819,delivered,2018-08-10 10:30:00,2018-08-10,2018-08-10 13:52:08.115188052,2018-08-10 20:51:12.508036175,2018-08-30 05:45:14.000000000,2018-08-20 10:30:00,9.80224537037037,134.75
order_010369,cust_008357,delivered,2016-08-27 10:07:00,2016-08-27,2016-08-27 14:51:27.382308450,2016-08-28 21:45:58.815029069,2016-09-09 09:42:09.932629885,2016-09-11 10:07:00,-2.0172461501170718,40.980000000000004
order_021702,cust_000019,delivered,2017-09-09 17:47:00,2017-09-09,2017-09-09 18:48:53.883977397,2017-09-14 09:58:51.335800743,2017-09-22 16:10:39.262390357,2017-09-25 17:47:00,-3.0669066852967943,176.59
order_018875,cust_008224,delivered,2018-05-11 20:57:00,2018-05-11,2018-05-12 00:01:26.617060577,2018-05-12 11:12:42.303221596,2018-05-21 13:19:15.000000000,2018-05-20 20:57:00,0.6821180555555556,96.53
order_008398,cust_000531,unavailable,2016-12-26 08:50:00,2016-12-26,2016-12-26 16:25:38.000000000,,,2017-01-09 08:50:00,,828.49
order_021011,cust_003902,delivered,2016-04-17 11:29:00,2016-04-17,2016-04-17 15:17:23.414505364,2016-04-22 07:08:23.041323739,2016-05-06 13:55:52.395715272,2016-05-06 11:29:00,0.1019953207786111,72.89
order_005013,cust_008649,delivered,2018-04-14 22:31:00,2018-04-14,2018-04-15 04:45:32.000000000,2018-04-15 19:27:59.974661934,2018-04-23 21:46:41.982253552,2018-04-24 22:31:00,-1.0307640942875924,53.5
order_028611,cust_012865,delivered,2018-04-20 20:28:00,2018-04-20,2018-04-20 20:40:33.712330626,2018-04-24 07:47:07.000000000,2018-05-11 11:14:35.017931467,2018-05-08 20:28:00,2.615683077910498,290.1
order_024693,cust_014697,delivered,2018-04-23 09:54:00,2018-04-23,2018-04-23 15:47:25.368059842,2018-04-25 21:09:17.357279608,2018-05-01 23:29:24.084643557,2018-04-29 09:54:00,2.5662509796707984,48.7
order_002645,cust_010908,delivered,2016-04-17 19:36:00,2016-04-17,2016-04-17 23:50:54.750565942,2016-04-19 09:38:21.000000000,2016-05-01 05:09:54.376665874,2016-04-29 19:36:00,1.3985460262253935,61.87
order_016141,cust_017392,delivered,2017-06-01 12:51:00,2017-06-01,2017-06-01 19:12:04.716333126,2017-06-02 15:14:00.624840923,2017-06-16 08:44:01.000000000,2017-06-16 12:51:00,-0.1715162037037037,36.010000000000005
order_020372,cust_013417,delivered,2017-04-11 22:11:00,2017-04-11,2017-04-12 03:42:23.000000000,2017-04-14 23:30:29.020265701,2017-04-30 02:17:10.944714206,2017-04-26 22:11:00,3.170960008266273,31.900000000000002
