customer_unique_id,last_order_date,frequency,monetary,recency_days,r_score,f_score,m_score,rfm_score,segment,customer_state
cust_005678,2016-06-11,1,88.23,811,1,1,2,4,Hibernating / Lost,GO
cust_005679,2017-12-20,2,372.28,254,3,3,4,10,Loyal Customers,MG
cust_005680,2018-01-09,3,270.94,234,3,4,4,11,Loyal Customers,RJ
cust_005681,2017-11-15,2,302.76,289,3,3,4,10,Loyal Customers,Unknown
cust_005682,2018-07-25,1,35.76,37,4,1,1,6,Potential Loyalists,MG
cust_005683,2016-12-22,1,49.33,617,2,1,2,5,Hibernating / Lost,PE
cust_005684,2018-06-13,1,25.81,79,4,1,1,6,Potential Loyalists,SP
cust_005685,2018-05-13,3,563.95,110,4,4,4,12,Champions,SP
cust_005686,2016-01-20,1,721.61,954,1,1,4,6,Hibernating / Lost,ES
cust_005687,2018-05-21,7,942.53,102,4,4,4,12,Champions,Unknown
cust_005688,2016-08-07,2,92.02,754,1,3,2,6,At Risk (was frequent),SP
cust_005689,2018-08-12,1,103.28,19,4,1,3,8,Potential Loyalists,SP
cust_005690,2018-03-02,1,266.88,182,3,1,4,8,Potential Loyalists,RS
cust_005691,2018-08-11,1,196.44,20,4,1,3,8,Potential Loyalists,RS
cust_005692,2016-03-21,1,307.7,893,1,1,4,6,Hibernating / Lost,SP
cust_005693,2018-03-17,1,29.76,167,3,1,1,5,Potential Loyalists,SP
cust_005694,2018-06-03,1,17.71,89,4,1,1,6,Potential Loyalists,MG
cust_005695,2017-03-24,1,46.47,525,2,1,2,5,Hibernating / Lost,RS
cust_005696,2017-12-05,2,444.89,269,3,3,4,10,Loyal Customers,SP
cust_005697,2016-04-19,1,78.65,864,1,1,2,4,Hibernating / Lost,RJ
cust_005698,2018-08-08,1,92.75,23,4,1,2,7,Potential Loyalists,MG
cust_005699,2017-12-26,2,149.16,248,3,3,3,9,Loyal Customers,SP
cust_005700,2016-04-03,1,37.93,880,1,1,1,3,Hibernating / Lost,SP
cust_005701,2018-08-08,1,45.66,23,4,1,2,7,Potential Loyalists,PA
cust_005702,2016-10-21,2,407.67,679,1,3,4,8,At Risk (was frequent),GO
cust_005703,2016-08-21,1,164.66,740,1,1,3,5,Hibernating / Lost,SP
cust_005704,2018-03-23,1,148.46,161,4,1,3,8,Potential Loyalists,GO
cust_005705,2018-02-10,2,96.23,202,3,3,2,8,Loyal Customers,MG
cust_005706,2018-05-15,2,339.48,108,4,3,4,11,Loyal Customers,RN
cust_005707,2018-07-01,2,111.25,61,4,3,3,10,Loyal Customers,MS
cust_005708,2016-03-14,1,24.91,900,1,1,1,3,Hibernating / Lost,MG
cust_005709,2016-07-04,3,576.3,788,1,4,4,9,At Risk (was frequent),RJ
cust_005710,2016-11-29,1,367.38,640,1,1,4,6,Hibernating / Lost,SP
cust_005712,2016-08-14,1,123.55,747,1,1,3,5,Hibernating / Lost,SP
cust_005713,2018-08-24,4,641.25,7,4,4,4,12,Champions,MG
cust_005714,2018-03-02,1,210.98,182,3,1,3,7,Potential Loyalists,SP
cust_005715,2018-08-28,1,143.85,3,4,1,3,8,Potential Loyalists,BA
cust_005716,2017-11-13,4,1546.6,291,3,4,4,11,Loyal Customers,MS
cust_005717,2017-01-15,1,53.52,593,2,1,2,5,Hibernating / Lost,SP
cust_005718,2017-08-10,1,167.42,386,2,1,3,6,Hibernating / Lost,MG
cust_005719,2017-04-17,4,287.46,501,2,4,4,10,At Risk (was frequent),SC
cust_005720,2017-08-18,1,109.36,378,2,1,3,6,Hibernating / Lost,MG
cust_005721,2017-06-27,3,1066.81,430,2,4,4,10,At Risk (was frequent),ES
cust_005722,2018-06-15,2,511.95,77,4,3,4,11,Loyal Customers,RJ
cust_005723,2017-02-02,1,26.09,575,2,1,1,4,Hibernating / Lost,SP
cust_005724,2017-08-22,2,347.65,374,2,3,4,9,At Risk (was frequent),Unknown
cust_005725,2017-02-08,1,111.63,569,2,1,3,6,Hibernating / Lost,RJ
cust_005726,2018-04-13,1,25.49,140,4,1,1,6,Potential Loyalists,SP
cust_005727,2017-11-28,2,169.3,276,3,3,3,9,Loyal Customers,SC
cust_005728,2018-06-20,1,62.59,72,4,1,2,7,Potential Loyalists,MG
cust_005729,2018-06-19,7,1796.16,73,4,4,4,12,Champions,SP
cust_005730,2016-03-09,1,49.18,905,1,1,2,4,Hibernating / Lost,SP
cust_005731,2017-05-27,2,127.46,461,2,3,3,8,At Risk (was frequent),SP
cust_005732,2018-01-21,1,65.64,222,3,1,2,6,Potential Loyalists,RJ
cust_005733,2017-05-22,1,35.78,466,2,1,1,4,Hibernating / Lost,RJ
cust_005734,2016-07-11,3,600.52,781,1,4,4,9,At Risk (was frequent),SP
cust_005735,2016-01-24,1,60.83,950,1,1,2,4,Hibernating / Lost,BA
cust_005736,2018-07-30,1,370.15,32,4,1,4,9,Potential Loyalists,PA
cust_005737,2017-11-20,1,228.78,284,3,1,4,8,Potential Loyalists,RJ
cust_005738,2017-02-12,1,36.16,565,2,1,1,4,Hibernating / Lost,RS
cust_005739,2016-06-22,1,48.23,800,1,1,2,4,Hibernating / Lost,PA
cust_005740,2017-06-14,1,30.36,443,2,1,1,4,Hibernating / Lost,SP
cust_005741,2016-12-24,1,69.77,615,2,1,2,5,Hibernating / Lost,SP
cust_005742,2018-04-20,1,18.51,133,4,1,1,6,Potential Loyalists,SP
cust_005743,2018-07-08,1,17.63,54,4,1,1,6,Potential Loyalists,RJ
cust_005744,2016-11-20,1,14.28,649,1,1,1,3,Hibernating / Lost,SP
cust_005745,2017-05-17,2,97.33,471,2,3,3,8,At Risk (was frequent),MG
cust_005746,2017-06-02,1,36.16,455,2,1,1,4,Hibernating / Lost,RJ
cust_005747,2016-07-14,1,17.69,778,1,1,1,3,Hibernating / Lost,SP
cust_005748,2017-11-01,2,697.18,303,3,3,4,10,Loyal Customers,SP
cust_005749,2017-10-20,1,96.96,315,3,1,2,6,Potential Loyalists,SP
cust_005750,2018-04-11,3,1531.58,142,4,4,4,12,Champions,RJ
cust_005751,2018-07-30,1,482.21,32,4,1,4,9,Potential Loyalists,SP
cust_005752,2016-02-07,1,14.2,936,1,1,1,3,Hibernating / Lost,SP
cust_005753,2016-12-09,1,36.0,630,1,1,1,3,Hibernating / Lost,SP
cust_005754,2017-10-07,2,215.1,328,3,3,3,9,Loyal Customers,RS
cust_005755,2016-04-25,1,65.53,858,1,1,2,4,Hibernating / Lost,SP
cust_005756,2016-01-03,1,418.97,971,1,1,4,6,Hibernating / Lost,MG
cust_005757,2016-01-16,1,18.08,958,1,1,1,3,Hibernating / Lost,BA
cust_005758,2018-02-22,1,106.35,190,3,1,3,7,Potential Loyalists,RJ
cust_005759,2018-04-04,3,317.07,149,4,4,4,12,Champions,SP
cust_005760,2018-06-22,1,15.53,70,4,1,1,6,Potential Loyalists,MG
cust_005761,2018-03-27,4,676.54,157,4,4,4,12,Champions,SP
cust_005762,2016-08-05,1,372.48,756,1,1,4,6,Hibernating / Lost,BA
cust_005765,2018-07-25,1,19.97,37,4,1,1,6,Potential Loyalists,SP
cust_005766,2016-03-28,1,53.09,886,1,1,2,4,Hibernating / Lost,RS
cust_005767,2018-05-08,1,71.12,115,4,1,2,7,Potential Loyalists,MG
cust_005768,2017-02-18,1,48.47,559,2,1,2,5,Hibernating / Lost,Unknown
cust_005769,2017-12-20,3,303.09,254,3,4,4,11,Loyal Customers,PR
cust_005770,2017-11-22,2,151.56,282,3,3,3,9,Loyal Customers,SP
cust_005771,2018-08-01,2,80.49,30,4,3,2,9,Loyal Customers,PE
cust_005772,2018-04-18,1,177.45,135,4,1,3,8,Potential Loyalists,BA
cust_005773,2016-11-02,1,15.08,667,1,1,1,3,Hibernating / Lost,SP
cust_005774,2017-12-26,1,43.97,248,3,1,1,5,Potential Loyalists,SP
cust_005775,2018-04-30,3,155.13,123,4,4,3,11,Champions,SP
cust_005776,2016-07-04,2,793.54,788,1,3,4,8,At Risk (was frequent),Unknown
cust_005777,2017-12-04,1,123.06,270,3,1,3,7,Potential Loyalists,SP
cust_005778,2017-07-16,1,58.05,411,2,1,2,5,Hibernating / Lost,SP
cust_005779,2017-06-27,2,180.57,430,2,3,3,8,At Risk (was frequent),MG
cust_005780,2017-06-30,1,23.96,427,2,1,1,4,Hibernating / Lost,SP
cust_005781,2018-07-02,3,172.66,60,4,4,3,11,Champions,SP
cust_005782,2016-11-05,1,118.74,664,1,1,3,5,Hibernating / Lost,PR
cust_005783,2018-04-17,1,13.0,136,4,1,1,6,Potential Loyalists,RJ
cust_005784,2017-06-14,1,47.94,443,2,1,2,5,Hibernating / Lost,MG
cust_005785,2018-07-19,3,95.83,43,4,4,2,10,Champions,SP
cust_005786,2017-12-20,2,84.61,254,3,3,2,8,Loyal Customers,RJ
cust_005787,2018-07-21,1,43.61,41,4,1,1,6,Potential Loyalists,RJ
cust_005788,2016-07-29,1,25.81,763,1,1,1,3,Hibernating / Lost,SP
cust_005789,2017-11-08,3,489.41,296,3,4,4,11,Loyal Customers,MS
cust_005790,2017-07-08,2,134.77,419,2,3,3,8,At Risk (was frequent),SP
cust_005791,2018-08-12,1,30.76,19,4,1,1,6,Potential Loyalists,SP
cust_005792,2018-05-22,1,351.03,101,4,1,4,9,Potential Loyalists,DF
cust_005793,2017-03-13,1,127.49,536,2,1,3,6,Hibernating / Lost,SP
cust_005794,2016-01-08,1,37.09,966,1,1,1,3,Hibernating / Lost,ES
cust_005795,2017-10-01,1,32.4,334,3,1,1,5,Potential Loyalists,RJ
cust_005796,2018-07-30,4,1056.67,32,4,4,4,12,Champions,SP
cust_005797,2017-11-25,1,64.94,279,3,1,2,6,Potential Loyalists,SP
cust_005798,2018-07-17,1,18.56,45,4,1,1,6,Potential Loyalists,SP
cust_005799,2017-11-13,2,555.88,291,3,3,4,10,Loyal Customers,Unknown
cust_005800,2016-07-25,1,38.96,767,1,1,1,3,Hibernating / Lost,ES
cust_005801,2017-06-02,1,107.56,455,2,1,3,6,Hibernating / Lost,MG
cust_005802,2016-12-08,1,68.77,631,1,1,2,4,Hibernating / Lost,SP
cust_005803,2018-04-23,3,586.81,130,4,4,4,12,Champions,RJ
cust_005804,2017-03-08,1,25.44,541,2,1,1,4,Hibernating / Lost,SP
cust_005805,2018-07-30,5,398.58,32,4,4,4,12,Champions,Unknown
cust_005806,2016-11-26,3,263.96,643,1,4,4,9,At Risk (was frequent),SP
cust_005807,2018-03-10,1,106.9,174,3,1,3,7,Potential Loyalists,SP
cust_005808,2018-07-16,1,53.04,46,4,1,2,7,Potential Loyalists,SP
cust_005809,2018-07-28,2,520.68,34,4,3,4,11,Loyal Customers,RS
cust_005810,2018-03-28,2,304.95,156,4,3,4,11,Loyal Customers,SP
cust_005811,2017-07-07,1,71.21,420,2,1,2,5,Hibernating / Lost,SP
cust_005812,2017-04-29,2,162.88,489,2,3,3,8,At Risk (was frequent),SP
cust_005813,2017-10-15,1,37.48,320,3,1,1,5,Potential Loyalists,RS
cust_005814,2018-02-14,1,157.37,198,3,1,3,7,Potential Loyalists,MG
cust_005815,2016-07-15,1,161.14,777,1,1,3,5,Hibernating / Lost,Unknown
cust_005816,2018-03-13,1,189.24,171,3,1,3,7,Potential Loyalists,GO
cust_005817,2018-07-04,7,1434.49,58,4,4,4,12,Champions,MG
cust_005818,2017-06-21,1,31.4,436,2,1,1,4,Hibernating / Lost,SP
cust_005819,2017-12-08,2,253.86,266,3,3,4,10,Loyal Customers,SP
cust_005820,2017-10-21,1,227.0,314,3,1,4,8,Potential Loyalists,MA
cust_005821,2017-05-16,1,140.87,472,2,1,3,6,Hibernating / Lost,SP
cust_005822,2017-05-14,1,35.73,474,2,1,1,4,Hibernating / Lost,SP
cust_005823,2016-09-14,2,376.26,716,1,3,4,8,At Risk (was frequent),RJ
cust_005824,2018-08-01,6,2111.18,30,4,4,4,12,Champions,SP
cust_005826,2018-02-22,1,15.2,190,3,1,1,5,Potential Loyalists,SC
cust_005827,2016-01-18,1,41.84,956,1,1,1,3,Hibernating / Lost,SC
cust_005828,2018-07-04,2,288.43,58,4,3,4,11,Loyal Customers,MG
cust_005829,2018-03-18,3,736.91,166,3,4,4,11,Loyal Customers,RS
cust_005830,2017-11-25,1,161.84,279,3,1,3,7,Potential Loyalists,SP
cust_005831,2017-03-02,1,63.75,547,2,1,2,5,Hibernating / Lost,GO
cust_005832,2018-06-01,3,207.18,91,4,4,3,11,Champions,SP
cust_005833,2016-12-12,1,39.23,627,1,1,1,3,Hibernating / Lost,SP
cust_005834,2018-07-24,1,32.43,38,4,1,1,6,Potential Loyalists,AL
cust_005835,2016-12-04,1,231.27,635,1,1,4,6,Hibernating / Lost,MS
cust_005836,2016-06-23,1,189.63,799,1,1,3,5,Hibernating / Lost,RJ
cust_005837,2018-03-13,1,103.18,171,3,1,3,7,Potential Loyalists,RJ
cust_005838,2016-06-18,1,57.35,804,1,1,2,4,Hibernating / Lost,SP
cust_005839,2018-06-09,3,327.72,83,4,4,4,12,Champions,MG
cust_005840,2018-02-17,1,188.15,195,3,1,3,7,Potential Loyalists,SP
cust_005841,2016-11-24,1,49.6,645,1,1,2,4,Hibernating / Lost,SP
cust_005842,2018-07-29,1,31.43,33,4,1,1,6,Potential Loyalists,SP
cust_005843,2018-08-23,2,199.27,8,4,3,3,10,Loyal Customers,PE
cust_005844,2018-08-05,7,2052.92,26,4,4,4,12,Champions,MA
cust_005845,2017-09-03,2,240.99,362,2,3,4,9,At Risk (was frequent),MA
cust_005846,2018-08-07,3,745.08,24,4,4,4,12,Champions,SC
cust_005847,2017-03-05,1,25.22,544,2,1,1,4,Hibernating / Lost,SP
cust_005848,2017-09-06,4,810.92,359,2,4,4,10,At Risk (was frequent),SP
cust_005849,2018-05-16,1,130.56,107,4,1,3,8,Potential Loyalists,RJ
cust_005850,2016-05-03,1,26.23,850,1,1,1,3,Hibernating / Lost,SP
cust_005851,2017-11-08,1,129.09,296,3,1,3,7,Potential Loyalists,MG
cust_005852,2018-03-02,1,43.79,182,3,1,1,5,Potential Loyalists,SP
cust_005853,2016-09-06,1,85.45,724,1,1,2,4,Hibernating / Lost,PE
cust_005854,2017-09-02,1,274.63,363,2,1,4,7,Hibernating / Lost,SP
cust_005855,2016-03-24,1,33.15,890,1,1,1,3,Hibernating / Lost,SP
cust_005856,2018-05-31,1,87.7,92,4,1,2,7,Potential Loyalists,PR
cust_005857,2017-03-29,1,21.36,520,2,1,1,4,Hibernating / Lost,MG
cust_005858,2016-06-12,1,74.79,810,1,1,2,4,Hibernating / Lost,SP
cust_005859,2017-03-31,1,19.83,518,2,1,1,4,Hibernating / Lost,RS
cust_005860,2018-08-02,1,50.81,29,4,1,2,7,Potential Loyalists,MG
cust_005861,2017-11-26,1,47.17,278,3,1,2,6,Potential Loyalists,SP
cust_005862,2017-05-09,1,43.29,479,2,1,1,4,Hibernating / Lost,RJ
cust_005863,2017-10-27,1,132.95,308,3,1,3,7,Potential Loyalists,PA
cust_005864,2017-09-10,1,53.99,355,2,1,2,5,Hibernating / Lost,SP
cust_005865,2017-04-12,2,334.31,506,2,3,4,9,At Risk (was frequent),SP
cust_005866,2016-11-05,1,17.63,664,1,1,1,3,Hibernating / Lost,SP
cust_005867,2017-03-07,1,14.2,542,2,1,1,4,Hibernating / Lost,RJ
cust_005868,2018-08-28,1,72.89,3,4,1,2,7,Potential Loyalists,MA
cust_005869,2016-05-13,1,36.68,840,1,1,1,3,Hibernating / Lost,SP
cust_005870,2017-05-14,1,51.12,474,2,1,2,5,Hibernating / Lost,BA
cust_005871,2017-05-20,1,23.45,468,2,1,1,4,Hibernating / Lost,BA
cust_005872,2018-04-27,1,31.77,126,4,1,1,6,Potential Loyalists,SP
cust_005873,2018-02-11,1,11.54,201,3,1,1,5,Potential Loyalists,SC
cust_005874,2017-02-12,1,111.87,565,2,1,3,6,Hibernating / Lost,PB
cust_005875,2018-08-08,3,181.17,23,4,4,3,11,Champions,MT
cust_005876,2018-04-25,2,540.58,128,4,3,4,11,Loyal Customers,MG
cust_005877,2017-12-11,3,337.36,263,3,4,4,11,Loyal Customers,SP
cust_005878,2018-02-07,1,38.1,205,3,1,1,5,Potential Loyalists,SP
cust_005879,2018-04-12,2,162.2,141,4,3,3,10,Loyal Customers,SP
cust_005880,2017-08-14,1,36.95,382,2,1,1,4,Hibernating / Lost,MG
cust_005881,2018-04-06,1,29.52,147,4,1,1,6,Potential Loyalists,SP
cust_005882,2017-01-13,1,51.22,595,2,1,2,5,Hibernating / Lost,RS
cust_005883,2018-04-04,1,76.91,149,4,1,2,7,Potential Loyalists,SC
cust_005884,2017-05-19,3,341.39,469,2,4,4,10,At Risk (was frequent),SP
cust_005885,2017-04-10,1,121.19,508,2,1,3,6,Hibernating / Lost,CE
cust_005886,2017-03-01,1,16.4,548,2,1,1,4,Hibernating / Lost,SP
cust_005887,2018-07-15,4,694.36,47,4,4,4,12,Champions,SP
cust_005888,2017-07-21,1,28.6,406,2,1,1,4,Hibernating / Lost,BA
cust_005889,2018-03-25,1,35.8,159,4,1,1,6,Potential Loyalists,SP
cust_005890,2016-03-14,1,270.38,900,1,1,4,6,Hibernating / Lost,SP
cust_005891,2018-06-13,2,178.43,79,4,3,3,10,Loyal Customers,MA
cust_005892,2016-05-06,1,167.79,847,1,1,3,5,Hibernating / Lost,CE
cust_005893,2018-03-17,1,65.82,167,3,1,2,6,Potential Loyalists,BA
cust_005894,2016-11-14,1,84.67,655,1,1,2,4,Hibernating / Lost,SP
cust_005895,2018-04-03,1,106.67,150,4,1,3,8,Potential Loyalists,SP
cust_005896,2018-05-21,1,170.92,102,4,1,3,8,Potential Loyalists,SP
cust_005897,2016-12-17,1,211.18,622,1,1,3,5,Hibernating / Lost,SP
cust_005898,2017-12-30,2,110.8,244,3,3,3,9,Loyal Customers,MA
cust_005899,2017-04-24,1,167.59,494,2,1,3,6,Hibernating / Lost,SP
cust_005900,2018-07-05,2,379.69,57,4,3,4,11,Loyal Customers,PR
cust_005901,2017-10-14,1,24.64,321,3,1,1,5,Potential Loyalists,SP
cust_005902,2016-10-28,1,62.24,672,1,1,2,4,Hibernating / Lost,RJ
cust_005903,2017-11-20,2,295.31,284,3,3,4,10,Loyal Customers,SP
cust_005904,2017-06-10,2,228.15,447,2,3,4,9,At Risk (was frequent),Unknown
cust_005905,2018-07-04,2,229.62,58,4,3,4,11,Loyal Customers,Unknown
cust_005906,2017-07-25,1,51.13,402,2,1,2,5,Hibernating / Lost,PA
cust_005907,2018-08-01,3,202.83,30,4,4,3,11,Champions,MG
cust_005908,2018-06-30,1,99.4,62,4,1,3,8,Potential Loyalists,MG
cust_005909,2016-05-15,1,62.07,838,1,1,2,4,Hibernating / Lost,SP
cust_005910,2017-10-21,1,30.63,314,3,1,1,5,Potential Loyalists,PR
cust_005911,2017-12-10,1,43.88,264,3,1,1,5,Potential Loyalists,RS
cust_005912,2017-10-06,1,85.89,329,3,1,2,6,Potential Loyalists,RJ
cust_005913,2017-11-26,1,21.2,278,3,1,1,5,Potential Loyalists,RS
cust_005914,2017-04-06,1,175.72,512,2,1,3,6,Hibernating / Lost,GO
cust_005915,2018-05-09,2,92.83,114,4,3,2,9,Loyal Customers,MS
cust_005916,2018-05-31,1,52.78,92,4,1,2,7,Potential Loyalists,SE
cust_005917,2017-12-04,2,171.37,270,3,3,3,9,Loyal Customers,RJ
cust_005918,2018-06-08,1,252.37,84,4,1,4,9,Potential Loyalists,SP
cust_005919,2017-11-24,2,360.41,280,3,3,4,10,Loyal Customers,SP
cust_005920,2017-08-31,2,173.04,365,2,3,3,8,At Risk (was frequent),SP
cust_005921,2017-02-04,1,321.17,573,2,1,4,7,Hibernating / Lost,SP
cust_005922,2018-03-19,1,39.35,165,3,1,1,5,Potential Loyalists,SP
cust_005923,2018-01-01,1,99.16,242,3,1,3,7,Potential Loyalists,RS
cust_005925,2018-04-30,1,208.38,123,4,1,3,8,Potential Loyalists,MG
cust_005926,2018-04-04,2,193.6,149,4,3,3,10,Loyal Customers,MA
cust_005927,2018-06-13,1,157.07,79,4,1,3,8,Potential Loyalists,SP
cust_005928,2018-03-08,3,930.73,176,3,4,4,11,Loyal Customers,SP
cust_005929,2018-03-30,3,883.31,154,4,4,4,12,Champions,Unknown
cust_005930,2017-10-03,1,29.44,332,3,1,1,5,Potential Loyalists,Unknown
cust_005931,2016-05-19,1,78.69,834,1,1,2,4,Hibernating / Lost,RJ
cust_005932,2017-04-09,3,284.57,509,2,4,4,10,At Risk (was frequent),DF
cust_005933,2017-07-31,1,87.3,396,2,1,2,5,Hibernating / Lost,SP
cust_005934,2017-11-12,2,180.71,292,3,3,3,9,Loyal Customers,MG
cust_005935,2017-03-25,1,21.81,524,2,1,1,4,Hibernating / Lost,PA
cust_005936,2017-11-28,1,47.33,276,3,1,2,6,Potential Loyalists,RJ
cust_005937,2016-09-06,1,62.13,724,1,1,2,4,Hibernating / Lost,MG
cust_005938,2017-06-29,1,93.29,428,2,1,2,5,Hibernating / Lost,SP
cust_005939,2016-08-18,1,129.66,743,1,1,3,5,Hibernating / Lost,SP
cust_005940,2017-04-14,1,35.64,504,2,1,1,4,Hibernating / Lost,SP
cust_005941,2017-08-18,2,155.96,378,2,3,3,8,At Risk (was frequent),MG
cust_005942,2017-11-20,1,63.21,284,3,1,2,6,Potential Loyalists,MG
cust_005943,2017-04-25,2,210.28,493,2,3,3,8,At Risk (was frequent),MT
cust_005944,2017-08-25,1,87.86,371,2,1,2,5,Hibernating / Lost,MG
cust_005945,2017-04-24,1,91.64,494,2,1,2,5,Hibernating / Lost,SP
cust_005946,2018-05-09,2,63.31,114,4,3,2,9,Loyal Customers,BA
cust_005947,2018-06-21,4,377.07,71,4,4,4,12,Champions,SP
cust_005948,2016-01-04,1,75.35,970,1,1,2,4,Hibernating / Lost,RS
cust_005949,2016-02-26,1,69.65,917,1,1,2,4,Hibernating / Lost,SP
cust_005950,2017-11-18,2,163.09,286,3,3,3,9,Loyal Customers,PR
cust_005951,2018-06-14,1,98.68,78,4,1,3,8,Potential Loyalists,PA
cust_005952,2018-03-24,1,38.31,160,4,1,1,6,Potential Loyalists,SP
cust_005953,2017-12-21,3,392.56,253,3,4,4,11,Loyal Customers,RJ
cust_005954,2016-11-22,1,24.33,647,1,1,1,3,Hibernating / Lost,RJ
cust_005955,2017-04-05,2,169.86,513,2,3,3,8,At Risk (was frequent),SP
cust_005956,2016-07-21,1,185.42,771,1,1,3,5,Hibernating / Lost,SP
cust_005957,2018-01-09,2,1086.36,234,3,3,4,10,Loyal Customers,RS
cust_005958,2018-07-29,1,132.67,33,4,1,3,8,Potential Loyalists,SP
cust_005959,2017-02-13,2,129.02,564,2,3,3,8,At Risk (was frequent),SP
cust_005960,2016-01-29,1,55.57,945,1,1,2,4,Hibernating / Lost,PR
cust_005961,2018-06-10,1,24.25,82,4,1,1,6,Potential Loyalists,MG
cust_005963,2018-06-09,3,163.7,83,4,4,3,11,Champions,MS
cust_005964,2018-05-11,2,186.59,112,4,3,3,10,Loyal Customers,PE
cust_005965,2018-04-09,1,18.43,144,4,1,1,6,Potential Loyalists,MS
cust_005966,2018-07-24,2,152.05,38,4,3,3,10,Loyal Customers,RJ
cust_005967,2016-07-10,1,64.75,782,1,1,2,4,Hibernating / Lost,SP
cust_005968,2017-02-21,1,47.59,556,2,1,2,5,Hibernating / Lost,SP
cust_005969,2018-06-29,1,18.38,63,4,1,1,6,Potential Loyalists,MT
cust_005970,2017-10-23,1,40.13,312,3,1,1,5,Potential Loyalists,PE
cust_005971,2018-04-28,1,66.35,125,4,1,2,7,Potential Loyalists,PR
cust_005972,2016-11-08,3,389.44,661,1,4,4,9,At Risk (was frequent),RJ
cust_005973,2016-06-06,1,87.81,816,1,1,2,4,Hibernating / Lost,SP
cust_005974,2016-12-08,1,181.67,631,1,1,3,5,Hibernating / Lost,RS
cust_005975,2017-04-12,1,55.76,506,2,1,2,5,Hibernating / Lost,SP
cust_005976,2016-11-25,2,326.44,644,1,3,4,8,At Risk (was frequent),RJ
cust_005977,2016-11-30,1,46.25,639,1,1,2,4,Hibernating / Lost,RS
cust_005978,2017-04-22,1,28.75,496,2,1,1,4,Hibernating / Lost,PR
cust_005979,2017-07-06,1,161.45,421,2,1,3,6,Hibernating / Lost,RJ
cust_005980,2016-05-18,1,59.72,835,1,1,2,4,Hibernating / Lost,PR
cust_005981,2017-10-18,1,35.47,317,3,1,1,5,Potential Loyalists,Unknown
cust_005982,2017-09-10,5,944.05,355,2,4,4,10,At Risk (was frequent),Unknown
cust_005983,2016-06-11,1,59.29,811,1,1,2,4,Hibernating / Lost,SP
cust_005984,2018-01-16,1,248.14,227,3,1,4,8,Potential Loyalists,SP
cust_005985,2016-07-05,1,15.75,787,1,1,1,3,Hibernating / Lost,SP
cust_005986,2017-04-20,1,76.94,498,2,1,2,5,Hibernating / Lost,SP
cust_005987,2017-03-13,1,61.48,536,2,1,2,5,Hibernating / Lost,RJ
cust_005988,2018-04-09,2,114.5,144,4,3,3,10,Loyal Customers,RJ
cust_005989,2018-07-29,1,83.95,33,4,1,2,7,Potential Loyalists,RJ
cust_005990,2016-05-01,1,641.82,852,1,1,4,6,Hibernating / Lost,PR
cust_005991,2017-09-10,1,94.98,355,2,1,2,5,Hibernating / Lost,SP
cust_005992,2016-05-21,1,45.92,832,1,1,2,4,Hibernating / Lost,SP
cust_005993,2017-11-27,2,500.18,277,3,3,4,10,Loyal Customers,SP
cust_005994,2017-01-08,1,58.17,600,2,1,2,5,Hibernating / Lost,SP
cust_005995,2016-03-06,1,47.85,908,1,1,2,4,Hibernating / Lost,MG
cust_005996,2016-04-12,1,26.31,871,1,1,1,3,Hibernating / Lost,GO
cust_005997,2018-05-26,4,815.64,97,4,4,4,12,Champions,SP
cust_005998,2017-03-09,1,35.59,540,2,1,1,4,Hibernating / Lost,SP
cust_005999,2018-03-05,1,131.16,179,3,1,3,7,Potential Loyalists,SP
cust_006001,2018-07-17,1,486.85,45,4,1,4,9,Potential Loyalists,GO
cust_006002,2017-05-16,1,200.7,472,2,1,3,6,Hibernating / Lost,MG
cust_006003,2017-03-19,1,37.49,530,2,1,1,4,Hibernating / Lost,RS
cust_006004,2018-07-17,1,79.65,45,4,1,2,7,Potential Loyalists,GO
cust_006005,2016-04-28,1,179.02,855,1,1,3,5,Hibernating / Lost,MG
cust_006006,2018-03-30,2,357.99,154,4,3,4,11,Loyal Customers,SP
cust_006007,2017-06-14,1,354.1,443,2,1,4,7,Hibernating / Lost,RS
cust_006008,2018-04-08,5,1343.13,145,4,4,4,12,Champions,PR
cust_006009,2016-04-29,1,119.97,854,1,1,3,5,Hibernating / Lost,SP
cust_006010,2018-08-13,1,64.34,18,4,1,2,7,Potential Loyalists,MG
cust_006011,2017-08-05,1,111.54,391,2,1,3,6,Hibernating / Lost,RJ
cust_006012,2018-03-24,1,52.43,160,4,1,2,7,Potential Loyalists,SP
cust_006013,2017-08-26,1,34.47,370,2,1,1,4,Hibernating / Lost,RS
cust_006014,2017-11-15,1,41.33,289,3,1,1,5,Potential Loyalists,SP
cust_006015,2016-05-19,1,20.41,834,1,1,1,3,Hibernating / Lost,SP
cust_006016,2017-09-12,1,54.62,353,2,1,2,5,Hibernating / Lost,SP
cust_006017,2017-05-17,1,80.42,471,2,1,2,5,Hibernating / Lost,MG
cust_006018,2017-11-07,1,74.05,297,3,1,2,6,Potential Loyalists,DF
cust_006019,2016-04-26,1,63.17,857,1,1,2,4,Hibernating / Lost,MG
cust_006020,2016-07-10,1,413.37,782,1,1,4,6,Hibernating / Lost,PR
cust_006021,2017-08-13,2,172.62,383,2,3,3,8,At Risk (was frequent),SP
cust_006022,2018-01-15,1,33.82,228,3,1,1,5,Potential Loyalists,MG
