order_id,payment_sequential,payment_type,payment_installments,payment_value
order_008141,1,boleto,1,65.86
order_008142,1,credit_card,6,327.83
order_008143,1,credit_card,1,219.38
order_008144,1,debit_card,1,62.21
order_008145,1,credit_card,10,81.6
order_008146,1,credit_card,3,50.13
order_008147,1,boleto,1,22.86
order_008148,1,credit_card,2,82.01
order_008149,1,credit_card,1,219.62
order_008150,1,voucher,1,284.55
order_008151,1,credit_card,10,127.08
order_008152,1,credit_card,1,67.16
order_008153,1,credit_card,6,131.09
order_008154,1,credit_card,6,120.77
order_008155,1,credit_card,1,136.74
order_008156,1,boleto,1,111.56
order_008157,1,boleto,1,442.11
order_008158,1,credit_card,2,25.46
order_008159,1,credit_card,10,210.75
order_008160,1,credit_card,3,78.08
order_008161,1,credit_card,1,120.58
order_008162,1,boleto,1,91.29
order_008163,1,credit_card,1,39.96
order_008164,1,credit_card,6,73.63
order_008165,1,credit_card,1,280.4
order_008166,1,boleto,1,52.48
order_008167,1,credit_card,1,19.11
order_008168,1,credit_card,1,348.8
order_008169,1,credit_card,12,130.13
order_008170,1,credit_card,6,56.95
order_008171,1,voucher,1,36.16
order_008172,1,credit_card,10,20.31
order_008173,1,voucher,1,12.27
order_008173,2,credit_card,2,37.53
order_008174,1,credit_card,6,60.7
order_008175,1,credit_card,6,311.7
order_008176,1,boleto,1,93.29
order_008177,1,credit_card,6,69.06
order_008178,1,credit_card,2,60.41
order_008179,1,credit_card,10,197.45
order_008180,1,credit_card,12,20.23
order_008181,1,credit_card,3,30.61
order_008182,1,credit_card,2,152.92
order_008183,1,credit_card,10,119.32
order_008184,1,credit_card,2,115.36
order_008185,1,credit_card,10,123.83
order_008186,1,credit_card,1,22.32
order_008187,1,credit_card,10,72.97
order_008188,1,boleto,1,23.12
order_008189,1,credit_card,1,303.72
order_008190,1,credit_card,10,59.36
order_008191,1,credit_card,6,43.95
order_008192,1,credit_card,10,152.75
order_008193,1,credit_card,3,58.58
order_008194,1,credit_card,10,139.47
order_008195,1,credit_card,1,16.23
order_008196,1,voucher,1,80.92
order_008197,1,boleto,1,44.38
order_008198,1,credit_card,6,372.17
order_008199,1,voucher,1,24.94
order_008200,1,credit_card,3,278.65
order_008201,1,credit_card,12,31.26
order_008202,1,credit_card,3,170.7
order_008203,1,credit_card,1,76.31
order_008204,1,credit_card,1,20.02
order_008205,1,boleto,1,446.02
order_008206,1,credit_card,10,42.58
order_008207,1,credit_card,1,61.89
order_008208,1,credit_card,10,60.79
order_008209,1,credit_card,2,49.71
order_008210,1,credit_card,6,106.22
order_008211,1,credit_card,10,113.4
order_008212,1,voucher,1,5.66
order_008212,2,boleto,1,13.74
order_008213,1,credit_card,1,110.3
order_008214,1,credit_card,1,25.03
order_008215,1,credit_card,1,289.63
order_008216,1,credit_card,1,357.12
order_008217,1,voucher,1,10.84
order_008217,2,credit_card,6,59.7
order_008218,1,credit_card,12,133.41
order_008219,1,credit_card,1,19.14
order_008220,1,credit_card,10,65.31
order_008221,1,voucher,1,74.48
order_008221,2,credit_card,10,390.04
order_008222,1,credit_card,1,38.34
order_008223,1,voucher,1,186.75
order_008224,1,boleto,1,234.96
order_008225,1,credit_card,12,20.31
order_008226,1,debit_card,1,67.44
order_008227,1,boleto,1,86.55
order_008228,1,credit_card,1,503.53
order_008229,1,boleto,1,111.76
order_008230,1,voucher,1,18.75
order_008231,1,credit_card,10,148.23
order_008232,1,boleto,1,40.28
order_008233,1,boleto,1,176.65
order_008234,1,credit_card,1,160.47
order_008235,1,voucher,1,46.15
order_008236,1,voucher,1,26.16
order_008236,2,credit_card,6,77.77
order_008237,1,credit_card,10,70.74
order_008238,1,credit_card,3,35.91
order_008239,1,credit_card,3,97.87
order_008240,1,voucher,1,8.68
order_008240,2,credit_card,3,57.62
order_008241,1,credit_card,2,77.48
order_008242,1,boleto,1,50.71
order_008243,1,credit_card,1,102.62
order_008244,1,voucher,1,69.96
order_008244,2,credit_card,3,445.27
order_008245,1,credit_card,3,195.7
order_008246,1,credit_card,2,86.41
order_008247,1,debit_card,1,26.07
order_008248,1,boleto,1,70.76
order_008249,1,boleto,1,31.14
order_008250,1,debit_card,1,486.33
order_008251,1,credit_card,1,61.6
order_008252,1,credit_card,3,45.45
order_008253,1,boleto,1,29.36
order_008254,1,boleto,1,190.67
order_008255,1,credit_card,3,214.2
order_008256,1,boleto,1,31.04
order_008257,1,boleto,1,39.1
order_008258,1,credit_card,1,277.35
order_008259,1,credit_card,1,82.35
order_008260,1,credit_card,2,113.5
order_008261,1,credit_card,6,49.85
order_008262,1,credit_card,1,18.76
order_008263,1,voucher,1,41.03
order_008264,1,credit_card,1,300.01
order_008265,1,credit_card,3,107.67
order_008266,1,credit_card,1,284.08
order_008267,1,credit_card,1,425.46
order_008268,1,credit_card,1,62.38
order_008269,1,credit_card,12,29.18
order_008270,1,credit_card,1,307.7
order_008271,1,credit_card,6,93.21
order_008272,1,credit_card,1,65.59
order_008273,1,credit_card,2,72.01
order_008274,1,voucher,1,41.53
order_008275,1,credit_card,3,38.2
order_008276,1,credit_card,6,105.81
order_008277,1,credit_card,12,884.99
order_008278,1,credit_card,6,29.81
order_008279,1,credit_card,3,34.98
order_008280,1,credit_card,2,169.81
order_008281,1,credit_card,3,600.3
order_008282,1,credit_card,10,71.95
order_008283,1,credit_card,12,28.35
order_008284,1,credit_card,3,131.92
order_008285,1,credit_card,12,48.69
order_008286,1,credit_card,1,46.4
order_008287,1,voucher,1,86.19
order_008288,1,credit_card,6,72.45
order_008289,1,debit_card,1,184.27
order_008290,1,credit_card,6,20.01
order_008291,1,voucher,1,44.33
order_008292,1,credit_card,2,33.73
order_008293,1,credit_card,3,37.01
order_008294,1,credit_card,10,185.92
order_008295,1,credit_card,10,112.72
order_008296,1,credit_card,1,66.88
order_008297,1,credit_card,10,304.63
order_008298,1,boleto,1,129.52
order_008299,1,credit_card,6,480.95
order_008300,1,voucher,1,51.69
order_008301,1,credit_card,1,254.31
order_008302,1,boleto,1,139.31
order_008303,1,credit_card,10,281.63
order_008304,1,credit_card,3,19.64
order_008305,1,boleto,1,143.26
order_008306,1,credit_card,1,81.85
order_008307,1,credit_card,1,83.72
order_008308,1,credit_card,12,28.87
order_008309,1,credit_card,1,49.79
order_008310,1,boleto,1,226.64
order_008311,1,voucher,1,11.27
order_008311,2,credit_card,3,40.25
order_008312,1,credit_card,12,54.74
order_008313,1,boleto,1,111.18
order_008314,1,credit_card,6,685.92
order_008315,1,credit_card,1,48.63
order_008316,1,credit_card,1,96.93
order_008317,1,credit_card,1,155.94
order_008318,1,boleto,1,41.1
order_008319,1,credit_card,12,243.72
order_008320,1,credit_card,2,171.54
order_008321,1,credit_card,1,73.54
order_008322,1,credit_card,2,66.94
order_008323,1,credit_card,10,49.35
order_008324,1,credit_card,1,33.94
order_008325,1,credit_card,10,298.13
order_008326,1,voucher,1,41.76
order_008327,1,credit_card,12,268.58
order_008328,1,credit_card,1,25.35
order_008329,1,credit_card,3,46.58
order_008330,1,boleto,1,46.99
order_008331,1,voucher,1,245.68
order_008332,1,credit_card,10,103.88
order_008333,1,boleto,1,49.3
order_008334,1,credit_card,1,67.36
order_008335,1,credit_card,1,323.07
order_008336,1,credit_card,10,71.14
order_008337,1,voucher,1,13.51
order_008338,1,voucher,1,12.67
order_008338,2,boleto,1,38.37
order_008339,1,boleto,1,245.24
order_008340,1,credit_card,1,109.49
order_008341,1,credit_card,12,304.82
order_008342,1,credit_card,1,20.91
order_008343,1,boleto,1,36.62
order_008344,1,credit_card,2,23.28
order_008345,1,credit_card,2,33.8
order_008346,1,boleto,1,18.58
order_008347,1,voucher,1,6.74
order_008347,2,debit_card,1,24.22
order_008348,1,credit_card,1,660.29
order_008349,1,credit_card,1,29.17
order_008350,1,boleto,1,45.81
order_008351,1,credit_card,2,91.98
order_008352,1,credit_card,6,55.74
order_008353,1,credit_card,6,69.04
order_008354,1,credit_card,1,37.44
order_008355,1,credit_card,6,44.62
order_008356,1,credit_card,1,32.23
order_008357,1,credit_card,3,63.2
order_008358,1,credit_card,6,248.72
order_008359,1,boleto,1,120.59
order_008360,1,voucher,1,79.17
order_008361,1,credit_card,2,26.63
order_008362,1,voucher,1,7.23
order_008362,2,credit_card,6,25.12
order_008363,1,credit_card,1,117.57
order_008364,1,debit_card,1,77.98
order_008365,1,boleto,1,146.54
order_008366,1,boleto,1,105.21
order_008367,1,credit_card,2,46.5
order_008368,1,boleto,1,39.92
order_008369,1,voucher,1,56.88
order_008369,2,credit_card,6,139.87
order_008370,1,credit_card,2,98.2
order_008371,1,credit_card,1,53.9
order_008372,1,credit_card,1,44.6
order_008373,1,debit_card,1,189.09
order_008374,1,boleto,1,114.27
order_008375,1,boleto,1,132.65
order_008376,1,credit_card,6,371.55
order_008377,1,credit_card,12,31.21
order_008378,1,credit_card,1,80.34
order_008379,1,credit_card,2,32.19
order_008380,1,credit_card,10,249.72
order_008381,1,credit_card,1,65.52
order_008382,1,credit_card,3,147.45
order_008383,1,credit_card,1,61.95
order_008384,1,credit_card,6,22.36
order_008385,1,boleto,1,115.5
order_008386,1,credit_card,12,281.0
order_008387,1,credit_card,2,18.77
order_008388,1,credit_card,2,31.29
order_008389,1,credit_card,1,73.57
order_008390,1,voucher,1,7.93
order_008390,2,boleto,1,26.16
order_008391,1,boleto,1,264.98
order_008392,1,credit_card,1,234.21
order_008393,1,credit_card,6,694.77
order_008394,1,credit_card,6,26.44
order_008395,1,credit_card,2,187.05
order_008396,1,credit_card,1,19.91
order_008397,1,credit_card,2,186.39
order_008398,1,credit_card,12,828.49
order_008399,1,credit_card,10,140.19
order_008400,1,credit_card,3,30.55
order_008401,1,credit_card,10,64.47
order_008402,1,credit_card,3,38.79
order_008403,1,voucher,1,48.92
order_008403,2,boleto,1,170.07
order_008404,1,voucher,1,26.16
order_008404,2,credit_card,3,83.3
order_008405,1,credit_card,1,202.36
order_008406,1,credit_card,6,85.4
order_008407,1,credit_card,1,79.3
order_008408,1,credit_card,1,196.62
order_008409,1,credit_card,2,40.66
order_008410,1,credit_card,1,135.25
order_008411,1,credit_card,3,42.16
order_008412,1,credit_card,6,330.66
order_008413,1,credit_card,2,53.76
order_008414,1,credit_card,1,15.16
order_008415,1,voucher,1,7.04
order_008415,2,voucher,1,42.8
order_008416,1,boleto,1,64.55
order_008417,1,credit_card,1,249.28
order_008418,1,credit_card,10,91.01
order_008419,1,voucher,1,52.96
order_008419,2,boleto,1,161.5
order_008420,1,credit_card,3,41.55
order_008421,1,credit_card,2,73.78
order_008422,1,voucher,1,31.01
order_008422,2,credit_card,3,144.63
order_008423,1,voucher,1,5.32
order_008423,2,credit_card,2,38.95
order_008424,1,credit_card,6,437.44
order_008425,1,credit_card,1,174.76
order_008426,1,credit_card,12,78.13
order_008427,1,credit_card,2,397.84
order_008428,1,boleto,1,38.8
order_008429,1,credit_card,6,52.69
order_008430,1,credit_card,6,740.7
order_008431,1,voucher,1,259.66
order_008432,1,boleto,1,42.16
order_008433,1,credit_card,1,42.29
order_008434,1,credit_card,6,55.36
order_008435,1,voucher,1,2.39
order_008435,2,credit_card,6,12.66
order_008436,1,credit_card,1,72.05
order_008437,1,credit_card,10,122.86
order_008438,1,credit_card,2,37.2
order_008439,1,credit_card,1,80.88
order_008440,1,voucher,1,21.73
order_008441,1,credit_card,3,77.56
order_008442,1,credit_card,10,55.71
order_008443,1,credit_card,1,342.26
order_008444,1,credit_card,1,148.9
order_008445,1,boleto,1,184.06
order_008446,1,voucher,1,74.11
order_008446,2,boleto,1,269.36
order_008447,1,voucher,1,30.84
order_008448,1,credit_card,6,103.51
order_008449,1,boleto,1,25.35
order_008450,1,voucher,1,40.54
order_008450,2,credit_card,3,160.81
order_008451,1,credit_card,1,34.78
order_008452,1,credit_card,6,53.25
order_008453,1,credit_card,1,196.23
order_008454,1,voucher,1,89.73
order_008455,1,credit_card,12,35.69
order_008456,1,credit_card,6,371.62
order_008457,1,credit_card,1,68.74
order_008458,1,boleto,1,74.54
order_008459,1,credit_card,1,54.64
order_008460,1,boleto,1,19.4
order_008461,1,credit_card,1,71.68
order_008462,1,credit_card,1,24.45
order_008463,1,credit_card,2,646.65
order_008464,1,credit_card,10,130.49
order_008465,1,credit_card,2,206.5
order_008466,1,credit_card,12,119.58
order_008467,1,voucher,1,109.14
order_008468,1,voucher,1,13.34
order_008468,2,credit_card,6,47.02
order_008469,1,credit_card,10,58.6
order_008470,1,boleto,1,41.26
order_008471,1,voucher,1,51.62
order_008471,2,credit_card,3,415.82
order_008472,1,voucher,1,64.39
order_008473,1,boleto,1,28.87
order_008474,1,credit_card,10,26.49
order_008475,1,credit_card,12,28.0
order_008476,1,boleto,1,349.8
order_008477,1,credit_card,1,150.17
order_008478,1,credit_card,1,22.56
order_008479,1,credit_card,12,94.56
order_008480,1,credit_card,10,213.07
order_008481,1,boleto,1,16.18
order_008482,1,credit_card,2,39.74
order_008483,1,boleto,1,38.79
order_008484,1,boleto,1,36.46
order_008485,1,credit_card,10,18.4
order_008486,1,credit_card,3,67.15
order_008487,1,credit_card,6,198.74
order_008488,1,credit_card,12,112.62
order_008489,1,credit_card,12,73.16
order_008490,1,credit_card,12,92.69
order_008491,1,boleto,1,56.73
order_008492,1,debit_card,1,21.19
order_008493,1,credit_card,10,119.97
order_008494,1,voucher,1,5.84
order_008494,2,credit_card,1,30.44
order_008495,1,credit_card,6,44.06
order_008496,1,debit_card,1,30.13
order_008497,1,credit_card,1,67.42
order_008498,1,credit_card,3,67.08
order_008499,1,debit_card,1,119.56
order_008500,1,credit_card,1,46.42
order_008501,1,boleto,1,44.79
order_008502,1,voucher,1,37.2
order_008503,1,credit_card,10,220.97
order_008504,1,credit_card,1,32.74
order_008505,1,credit_card,2,59.82
order_008506,1,credit_card,3,24.67
order_008507,1,voucher,1,169.5
order_008508,1,credit_card,6,73.49
order_008509,1,voucher,1,185.35
order_008510,1,boleto,1,209.9
order_008511,1,credit_card,1,102.79
order_008512,1,boleto,1,26.85
order_008513,1,credit_card,3,25.45
order_008514,1,credit_card,1,283.07
order_008515,1,boleto,1,167.37
order_008516,1,credit_card,3,44.13
order_008517,1,credit_card,3,50.33
order_008518,1,credit_card,2,176.05
order_008519,1,boleto,1,162.67
order_008520,1,credit_card,3,230.33
order_008521,1,credit_card,1,327.76
order_008522,1,credit_card,1,51.76
order_008523,1,boleto,1,158.32
order_008524,1,voucher,1,237.31
order_008524,2,credit_card,2,562.9
order_008525,1,credit_card,10,25.81
order_008526,1,boleto,1,310.93
order_008527,1,boleto,1,436.86
order_008528,1,voucher,1,8.53
order_008528,2,credit_card,1,20.84
order_008529,1,voucher,1,67.02
order_008530,1,credit_card,3,191.12
order_008531,1,credit_card,1,49.79
order_008532,1,credit_card,10,49.47
order_008533,1,credit_card,2,34.29
order_008534,1,boleto,1,92.47
order_008535,1,credit_card,12,21.83
order_008536,1,credit_card,2,42.41
order_008537,1,boleto,1,49.53
order_008538,1,credit_card,1,45.03
order_008539,1,debit_card,1,349.42
order_008540,1,debit_card,1,264.58
order_008541,1,boleto,1,24.74
order_008542,1,credit_card,10,441.97
order_008543,1,credit_card,10,174.21
order_008544,1,voucher,1,8.88
order_008544,2,credit_card,1,21.35
order_008545,1,voucher,1,334.4
order_008546,1,credit_card,1,833.36
order_008547,1,voucher,1,27.79
order_008547,2,credit_card,2,109.22
order_008548,1,credit_card,3,125.95
order_008549,1,voucher,1,2.91
order_008549,2,boleto,1,16.79
order_008550,1,credit_card,2,158.48
order_008551,1,credit_card,1,24.09
order_008552,1,credit_card,1,121.47
order_008553,1,credit_card,3,24.55
order_008554,1,credit_card,1,61.13
order_008555,1,voucher,1,13.33
order_008555,2,credit_card,10,98.69
order_008556,1,credit_card,1,115.69
order_008557,1,credit_card,3,43.07
order_008558,1,boleto,1,79.98
order_008559,1,credit_card,1,125.75
order_008560,1,credit_card,1,1059.52
order_008561,1,voucher,1,106.12
order_008561,2,boleto,1,366.07
order_008562,1,boleto,1,12.1
order_008563,1,credit_card,6,44.42
order_008564,1,credit_card,3,18.64
order_008565,1,boleto,1,757.32
order_008566,1,credit_card,1,20.23
order_008567,1,credit_card,1,159.61
order_008568,1,credit_card,1,41.18
order_008569,1,credit_card,1,26.19
order_008570,1,credit_card,10,309.56
order_008571,1,credit_card,1,69.75
order_008572,1,credit_card,3,38.5
order_008573,1,boleto,1,57.21
order_008574,1,credit_card,3,84.1
order_008575,1,credit_card,6,145.19
order_008576,1,credit_card,2,367.81
order_008577,1,debit_card,1,155.58
order_008578,1,voucher,1,7.14
order_008578,2,boleto,1,32.21
order_008579,1,boleto,1,16.48
order_008580,1,credit_card,1,101.21
order_008581,1,boleto,1,169.11
order_008582,1,credit_card,12,25.59
order_008583,1,credit_card,1,121.89
order_008584,1,boleto,1,246.16
order_008585,1,credit_card,3,62.12
order_008586,1,credit_card,3,59.3
order_008587,1,voucher,1,10.89
order_008587,2,voucher,1,41.8
order_008588,1,credit_card,6,260.21
order_008589,1,voucher,1,53.72
order_008589,2,credit_card,10,167.49
order_008590,1,boleto,1,136.0
order_008591,1,boleto,1,12.6
order_008592,1,voucher,1,17.94
order_008592,2,credit_card,6,64.62
order_008593,1,credit_card,1,429.66
order_008594,1,credit_card,1,316.47
order_008595,1,credit_card,3,122.35
order_008596,1,credit_card,3,23.57
order_008597,1,credit_card,1,33.91
order_008598,1,credit_card,10,210.94
order_008599,1,credit_card,2,74.56
order_008600,1,credit_card,1,175.01
order_008601,1,credit_card,1,176.81
order_008602,1,credit_card,1,56.79
order_008603,1,voucher,1,75.53
order_008603,2,credit_card,3,246.6
order_008604,1,credit_card,1,47.13
order_008605,1,credit_card,1,313.43
order_008606,1,credit_card,1,21.03
order_008607,1,credit_card,3,73.17
order_008608,1,credit_card,1,73.79
order_008609,1,credit_card,6,475.39
order_008610,1,debit_card,1,187.04
order_008611,1,credit_card,6,139.34
order_008612,1,credit_card,1,90.7
order_008613,1,boleto,1,654.16
order_008614,1,boleto,1,132.1
order_008615,1,credit_card,2,115.96
order_008616,1,credit_card,1,195.3
order_008617,1,boleto,1,1405.24
order_008618,1,voucher,1,4.14
order_008618,2,credit_card,3,15.24
order_008619,1,voucher,1,132.67
order_008619,2,credit_card,1,1107.3
order_008620,1,credit_card,12,51.59
order_008621,1,credit_card,1,138.68
order_008622,1,boleto,1,75.97
order_008623,1,credit_card,1,329.98
order_008624,1,credit_card,3,422.66
order_008625,1,boleto,1,61.78
order_008626,1,credit_card,1,28.99
order_008627,1,voucher,1,6.45
order_008627,2,credit_card,1,29.18
order_008628,1,credit_card,3,105.02
order_008629,1,credit_card,1,13.29
order_008630,1,credit_card,1,81.07
order_008631,1,credit_card,1,71.33
order_008632,1,credit_card,1,57.37
order_008633,1,boleto,1,105.82
order_008634,1,boleto,1,63.09
order_008635,1,credit_card,6,497.32
order_008636,1,credit_card,3,331.23
order_008637,1,voucher,1,30.33
order_008637,2,credit_card,6,172.6
order_008638,1,credit_card,10,625.97
order_008639,1,credit_card,1,314.81
order_008640,1,credit_card,1,183.99
order_008641,1,voucher,1,23.86
order_008641,2,credit_card,3,64.57
order_008642,1,credit_card,3,119.94
order_008643,1,credit_card,10,212.73
order_008644,1,credit_card,1,119.29
order_008645,1,credit_card,1,208.81
order_008646,1,credit_card,6,52.31
order_008647,1,credit_card,2,199.77
order_008648,1,credit_card,1,94.91
order_008649,1,boleto,1,221.38
order_008650,1,credit_card,1,539.15
order_008651,1,credit_card,12,127.7
order_008652,1,boleto,1,226.23
order_008653,1,voucher,1,20.67
order_008653,2,credit_card,2,61.55
order_008654,1,voucher,1,21.46
order_008654,2,credit_card,1,128.84
order_008655,1,credit_card,6,97.49
order_008656,1,credit_card,6,244.98
order_008657,1,credit_card,3,146.6
order_008658,1,credit_card,12,31.89
order_008659,1,credit_card,1,41.37
order_008660,1,boleto,1,23.03
order_008661,1,voucher,1,128.49
order_008662,1,credit_card,6,303.78
order_008663,1,credit_card,3,53.38
order_008664,1,credit_card,2,108.16
order_008665,1,boleto,1,235.59
order_008666,1,credit_card,1,155.16
order_008667,1,credit_card,3,184.9
order_008668,1,credit_card,2,134.18
order_008669,1,credit_card,6,19.66
order_008670,1,credit_card,6,29.99
order_008671,1,boleto,1,336.73
order_008672,1,boleto,1,89.27
order_008673,1,boleto,1,129.4
order_008674,1,credit_card,2,234.17
order_008675,1,boleto,1,114.06
order_008676,1,credit_card,1,89.37
order_008677,1,credit_card,12,25.66
order_008678,1,credit_card,10,53.36
order_008679,1,boleto,1,178.27
order_008680,1,credit_card,10,269.6
order_008681,1,credit_card,1,59.21
order_008682,1,credit_card,1,78.81
order_008683,1,credit_card,1,429.61
order_008684,1,credit_card,6,123.69
order_008685,1,credit_card,1,58.27
order_008686,1,boleto,1,87.65
order_008687,1,boleto,1,58.64
order_008688,1,boleto,1,123.28
order_008689,1,credit_card,2,52.88
order_008690,1,boleto,1,84.11
order_008691,1,credit_card,10,68.68
order_008692,1,credit_card,6,273.77
order_008693,1,credit_card,1,116.25
order_008694,1,boleto,1,65.49
order_008695,1,credit_card,6,36.9
order_008696,1,credit_card,6,28.03
order_008697,1,boleto,1,49.54
order_008698,1,credit_card,3,46.03
order_008699,1,credit_card,10,70.39
order_008700,1,debit_card,1,88.44
order_008701,1,debit_card,1,35.76
order_008702,1,voucher,1,55.09
order_008703,1,boleto,1,81.78
order_008704,1,credit_card,1,116.57
order_008705,1,boleto,1,534.63
order_008706,1,credit_card,1,48.05
order_008707,1,boleto,1,163.25
order_008708,1,credit_card,6,532.11
order_008709,1,credit_card,6,85.52
order_008710,1,credit_card,6,115.14
order_008711,1,credit_card,2,132.4
order_008712,1,credit_card,3,107.02
order_008713,1,credit_card,3,97.09
order_008714,1,credit_card,1,30.08
order_008715,1,credit_card,10,576.29
order_008716,1,credit_card,6,131.2
order_008717,1,credit_card,1,166.88
order_008718,1,voucher,1,89.28
order_008719,1,voucher,1,72.9
order_008720,1,credit_card,2,66.31
order_008721,1,voucher,1,38.55
order_008722,1,credit_card,1,32.05
order_008723,1,voucher,1,17.68
order_008723,2,boleto,1,55.93
order_008724,1,credit_card,3,114.08
order_008725,1,credit_card,1,204.38
order_008726,1,credit_card,2,64.37
order_008727,1,credit_card,1,188.6
order_008728,1,credit_card,1,93.13
order_008729,1,boleto,1,89.25
order_008730,1,voucher,1,13.74
order_008730,2,boleto,1,44.45
order_008731,1,credit_card,1,102.06
order_008732,1,voucher,1,86.58
order_008733,1,credit_card,1,278.45
order_008734,1,credit_card,2,68.68
order_008735,1,credit_card,1,65.13
order_008736,1,credit_card,3,89.23
order_008737,1,credit_card,3,33.82
order_008738,1,credit_card,3,17.56
order_008739,1,credit_card,1,38.44
order_008740,1,voucher,1,76.88
order_008741,1,credit_card,6,44.16
order_008742,1,credit_card,10,131.71
order_008743,1,credit_card,1,153.88
order_008744,1,credit_card,10,124.5
order_008745,1,voucher,1,87.0
order_008745,2,boleto,1,209.87
order_008746,1,voucher,1,116.82
order_008747,1,credit_card,2,64.56
order_008748,1,boleto,1,33.75
order_008749,1,credit_card,6,49.98
order_008750,1,credit_card,1,64.31
order_008751,1,credit_card,10,26.28
order_008752,1,credit_card,1,71.56
order_008753,1,credit_card,10,84.72
order_008754,1,credit_card,1,229.79
order_008755,1,credit_card,3,33.62
order_008756,1,credit_card,6,28.06
order_008757,1,boleto,1,160.65
order_008758,1,credit_card,6,61.18
order_008759,1,credit_card,1,134.47
order_008760,1,credit_card,1,98.37
order_008761,1,credit_card,12,248.41
order_008762,1,boleto,1,83.32
order_008763,1,credit_card,1,154.96
order_008764,1,credit_card,3,75.88
order_008765,1,credit_card,10,21.89
order_008766,1,credit_card,10,293.07
order_008767,1,credit_card,6,35.59
order_008768,1,credit_card,1,65.71
order_008769,1,credit_card,1,48.08
order_008770,1,boleto,1,145.65
order_008771,1,credit_card,10,123.22
order_008772,1,credit_card,3,116.22
order_008773,1,credit_card,3,128.69
order_008774,1,credit_card,2,81.45
order_008775,1,debit_card,1,47.47
order_008776,1,credit_card,6,36.77
order_008777,1,voucher,1,181.09
order_008777,2,credit_card,6,504.6
order_008778,1,credit_card,12,69.21
order_008779,1,credit_card,3,56.38
order_008780,1,boleto,1,47.01
order_008781,1,credit_card,2,59.98
order_008782,1,voucher,1,56.72
order_008783,1,boleto,1,116.96
order_008784,1,credit_card,2,380.0
order_008785,1,credit_card,2,158.02
order_008786,1,credit_card,10,16.94
order_008787,1,boleto,1,207.54
order_008788,1,boleto,1,29.87
order_008789,1,voucher,1,178.11
order_008789,2,credit_card,1,450.46
order_008790,1,debit_card,1,27.07
order_008791,1,boleto,1,104.12
order_008792,1,voucher,1,27.01
order_008792,2,credit_card,6,75.88
order_008793,1,voucher,1,15.27
order_008793,2,credit_card,2,75.19
order_008794,1,boleto,1,728.77
order_008795,1,boleto,1,76.77
order_008796,1,credit_card,10,262.24
order_008797,1,voucher,1,93.58
order_008797,2,credit_card,3,324.74
order_008798,1,credit_card,1,191.28
order_008799,1,credit_card,1,14.2
order_008800,1,credit_card,1,70.56
order_008801,1,credit_card,12,341.38
order_008802,1,credit_card,3,44.74
order_008803,1,credit_card,3,188.74
order_008804,1,credit_card,3,45.53
order_008805,1,voucher,1,924.94
order_008806,1,credit_card,1,275.47
order_008807,1,credit_card,6,670.96
order_008808,1,voucher,1,32.52
order_008809,1,credit_card,3,144.26
order_008810,1,boleto,1,244.78
order_008811,1,credit_card,12,12.74
order_008812,1,credit_card,2,134.92
order_008813,1,boleto,1,92.29
order_008814,1,voucher,1,46.19
order_008814,2,voucher,1,156.36
order_008815,1,debit_card,1,152.74
order_008816,1,boleto,1,216.87
order_008817,1,boleto,1,245.2
order_008818,1,credit_card,3,40.4
order_008819,1,boleto,1,92.13
order_008820,1,boleto,1,342.2
order_008821,1,credit_card,6,87.55
order_008822,1,boleto,1,61.43
order_008823,1,credit_card,1,238.93
order_008824,1,credit_card,3,66.5
order_008825,1,credit_card,3,44.43
order_008826,1,credit_card,10,244.11
order_008827,1,credit_card,3,79.19
order_008828,1,voucher,1,17.79
order_008829,1,boleto,1,46.0
order_008830,1,credit_card,1,59.77
order_008831,1,credit_card,3,499.69
order_008832,1,credit_card,1,91.3
order_008833,1,credit_card,1,46.12
order_008834,1,credit_card,1,32.76
order_008835,1,credit_card,12,316.64
order_008836,1,credit_card,2,192.82
order_008837,1,credit_card,1,44.33
order_008838,1,credit_card,1,134.85
order_008839,1,credit_card,1,129.14
order_008840,1,credit_card,1,39.57
order_008841,1,credit_card,3,13.39
order_008842,1,credit_card,1,57.04
order_008843,1,credit_card,10,155.42
order_008844,1,credit_card,10,46.45
order_008845,1,credit_card,10,87.64
order_008846,1,credit_card,6,20.04
order_008847,1,credit_card,3,265.29
order_008848,1,credit_card,1,76.94
order_008849,1,credit_card,1,45.6
order_008850,1,voucher,1,49.51
order_008850,2,credit_card,2,196.24
order_008851,1,credit_card,10,82.6
order_008852,1,credit_card,6,38.74
order_008853,1,credit_card,1,17.58
order_008854,1,voucher,1,38.28
order_008854,2,credit_card,10,197.92
order_008855,1,voucher,1,165.27
order_008856,1,credit_card,6,154.31
order_008857,1,boleto,1,22.33
order_008858,1,credit_card,10,19.54
order_008859,1,credit_card,6,88.7
order_008860,1,boleto,1,89.15
order_008861,1,credit_card,1,292.95
order_008862,1,credit_card,3,596.6
order_008863,1,credit_card,1,681.42
order_008864,1,credit_card,3,334.77
order_008865,1,boleto,1,199.91
order_008866,1,credit_card,1,94.42
order_008867,1,credit_card,3,723.67
order_008868,1,boleto,1,21.27
order_008869,1,credit_card,1,26.08
order_008870,1,credit_card,10,91.62
order_008871,1,credit_card,12,853.77
order_008872,1,credit_card,2,25.31
order_008873,1,credit_card,6,127.43
order_008874,1,credit_card,1,166.43
