order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
order_008781,custid_010518_008781,unavailable,2018-05-21 12:21:00,2018-05-21 13:30:29.077946604,,,05/26/2018 12:21:00
order_029969,custid_004042_029969,delivered,2017-02-18 22:24:00,2017-02-19 07:59:10.202771522,2017-02-23 14:03:30.697080907,2017-03-09 01:13:40.963527307,2017-03-03 22:24:00
order_007499,custid_010441_007499,delivered,2018-05-09 10:53:00,05/09/2018 12:35:31,05/11/2018 20:08:00,2018-05-18 12:02:27.498374590,05/19/2018 10:53:00
order_025246,custid_010620_025246,delivered,2018-03-26 12:15:00,2018-03-26 20:00:16.736116755,2018-03-29 21:47:33.087252598,2018-04-08 06:01:16.802630152,2018-04-07 12:15:00
order_002434,custid_013062_002434,delivered,2017-11-14 20:55:00,2017-11-14 22:06:34.657704538,2017-11-16 07:16:44.795598654,2017-11-25 17:09:39.129137662,2017-11-28 20:55:00
order_024755,custid_016161_024755,delivered,11/04/2017 08:55:00,2017-11-04 16:36:36.674348704,2017-11-07 07:27:25.593262547,11/21/2017 04:01:00,2017-11-19 08:55:00
order_009284,custid_012717_009284,delivered,2018-04-12 22:54:00,2018-04-13 05:20:17.444058831,2018-04-16 18:41:43.468709137,2018-04-22 03:17:02.594846294,2018-04-22 22:54:00
order_022605,custid_007988_022605,delivered,11/29/2016 19:12:00,11/29/2016 21:58:14,2016-12-01 21:03:39.384886135,2016-12-08 18:16:25.680178158,2016-12-09 19:12:00
order_001830,custid_004815_001830,delivered,2018-08-17 11:07:00,2018-08-17 22:11:56.259598227,2018-08-20 06:16:58.892892998,2018-08-26 19:12:59.172322893,2018-08-27 11:07:00
order_024470,custid_002660_024470,delivered,12/24/2016 21:46:00,2016-12-25 00:40:12.386316657,2016-12-28 00:47:17.460616070,2017-01-06 18:41:22.158509743,2017-01-06 21:46:00
order_017444,custid_008562_017444,delivered,2017-06-18 21:13:00,2017-06-19 01:18:37.661441229,2017-06-20 10:17:30.370623430,06/29/2017 02:55:34,07/01/2017 21:13:00
order_021648,custid_009184_021648,delivered,2018-06-04 14:28:00,06/04/2018 15:45:16,06/06/2018 10:13:44,2018-06-13 09:20:15.086410272,2018-06-15 14:28:00
order_007949,custid_004183_007949,delivered,08/23/2018 14:15:00,08/23/2018 19:41:08,2018-08-26 14:42:26.981855971,09/02/2018 09:02:53,2018-09-01 14:15:00
order_006760,custid_003569_006760,delivered,2017-03-12 10:05:00,2017-03-12 10:44:41.900245009,2017-03-16 18:03:32.208556266,03/20/2017 02:46:22,2017-03-20 10:05:00
order_015676,custid_013069_015676,delivered,2017-02-10 21:16:00,02/11/2017 01:34:23,2017-02-12 15:58:12.388398320,02/23/2017 11:52:20,2017-02-25 21:16:00
order_003366,custid_003521_003366,delivered,05/06/2017 02:18:00,2017-05-06 13:14:41.893983427,2017-05-08 13:19:09.762177630,2017-05-13 14:44:20.956574191,2017-05-15 02:18:00
order_007743,custid_018912_007743,canceled,07/10/2018 12:25:00,2018-07-10 13:47:38.673609067,,,07/17/2018 12:25:00
order_024064,custid_003500_024064,delivered,2017-11-10 12:08:00,11/10/2017 14:27:07,2017-11-10 19:57:34.593955541,2017-11-28 07:15:38.176128430,2017-11-20 12:08:00
order_009761,custid_011234_009761,delivered,07/05/2017 16:08:00,2017-07-05 19:47:44.751891751,2017-07-06 14:12:50.927537710,2017-07-14 13:07:21.383939014,2017-07-10 16:08:00
order_006505,custid_012505_006505,delivered,2016-11-27 17:10:00,11/28/2016 04:01:05,12/04/2016 23:13:05,2016-12-07 01:37:05.818790458,12/06/2016 17:10:00
order_017760,custid_008159_017760,delivered,2016-09-28 18:58:00,2016-09-28 20:22:19.851451462,09/29/2016 12:20:05,2016-10-10 04:41:34.145623450,2016-10-06 18:58:00
order_013302,custid_006403_013302,delivered,2017-09-12 13:27:00,2017-09-12 21:17:16.506512059,2017-09-15 06:57:19.068616632,2017-09-25 17:53:34.142163442,2017-09-27 13:27:00
order_028584,custid_001234_028584,delivered,2016-11-02 22:17:00,2016-11-03 00:12:26.030581586,11/04/2016 21:25:58,11/18/2016 08:20:14,11/12/2016 22:17:00
order_013872,custid_002550_013872,delivered,2017-08-26 12:43:00,08/26/2017 17:34:18,2017-08-27 14:11:57.804934402,2017-09-11 20:03:24.487095309,2017-09-07 12:43:00
order_007417,custid_014448_007417,delivered,06/21/2017 11:50:00,06/21/2017 17:15:11,06/23/2017 02:44:08,2017-06-28 05:58:19.634618408,2017-06-29 11:50:00
order_009022,custid_004600_009022,delivered,2016-07-07 13:08:00,2016-07-07 17:32:06.608410074,2016-07-08 18:26:53.766139168,2016-07-14 05:26:21.426606853,2016-07-16 13:08:00
order_022954,custid_004762_022954,delivered,2016-11-09 21:01:00,2016-11-09 23:08:16.149530038,2016-11-10 17:47:45.876499950,2016-11-19 15:14:07.124180064,2016-11-19 21:01:00
order_016420,custid_000459_016420,delivered,2016-11-05 09:48:00,2016-11-05 15:54:57.239893382,2016-11-07 06:19:00.184664538,11/19/2016 22:41:11,2016-11-15 09:48:00
order_027096,custid_009742_027096,delivered,2017-02-22 12:30:00,2017-02-22 17:41:54.802350686,2017-02-24 18:45:15.072677996,2017-03-11 20:16:33.177788021,2017-03-11 12:30:00
order_017394,custid_007483_017394,delivered,2017-04-14 07:52:00,2017-04-14 09:56:08.880480019,2017-04-15 18:56:15.510227626,04/20/2017 14:57:49,2017-04-21 07:52:00
order_004879,custid_001984_004879,delivered,2017-12-02 18:05:00,2017-12-03 00:28:52.964467072,2017-12-04 01:01:11.089496032,2017-12-26 18:06:33.640784176,2017-12-16 18:05:00
order_017574,custid_008878_017574,delivered,01/16/2018 13:35:00,01/16/2018 18:48:18,2018-01-22 22:27:41.393303901,2018-01-27 13:44:02.522119210,2018-01-27 13:35:00
order_011822,custid_016172_011822,delivered,2017-05-13 22:25:00,05/14/2017 00:41:30,05/14/2017 21:03:43,2017-05-28 23:40:43.892217250,05/26/2017 22:25:00
order_004202,custid_018767_004202,delivered,2016-09-22 19:09:00,2016-09-23 08:43:37.548703700,09/25/2016 09:32:48,2016-10-02 22:10:06.333328702,2016-10-03 19:09:00
order_022035,custid_015357_022035,delivered,2016-11-08 17:53:00,2016-11-08 20:29:32.460461182,2016-11-09 19:17:45.110614340,2016-11-22 00:53:31.753898490,2016-11-19 17:53:00
order_013835,custid_010390_013835,delivered,03/17/2016 11:27:00,2016-03-17 12:17:20.206859204,2016-03-21 05:58:21.966670918,2016-03-27 07:52:07.445716032,2016-03-25 11:27:00
order_024949,custid_016996_024949,delivered,2016-12-29 20:22:00,2016-12-30 07:32:22.231202127,01/02/2017 23:43:39,2017-01-24 12:08:11.645297908,01/18/2017 20:22:00
order_019568,custid_014121_019568,delivered,2017-09-07 23:27:00,09/08/2017 02:04:44,09/10/2017 23:50:54,09/29/2017 00:21:02,2017-09-21 23:27:00
order_008211,custid_013934_008211,delivered,10/18/2016 23:50:00,2016-10-19 10:23:17.485100496,2016-10-22 21:06:31.042299319,2016-10-25 01:34:00.508545011,2016-10-26 23:50:00
order_019911,custid_005848_019911,delivered,2016-01-05 20:30:00,2016-01-05 23:10:32.946772926,2016-01-10 06:31:05.204773086,2016-01-16 00:08:43.238677785,2016-01-16 20:30:00
order_005437,custid_001924_005437,delivered,2016-08-16 13:13:00,2016-08-16 18:26:17.289046491,2016-08-18 05:31:47.506975649,2016-08-26 07:54:52.488023988,2016-08-29 13:13:00
order_015746,custid_016363_015746,delivered,2016-12-24 09:06:00,12/24/2016 13:05:23,2016-12-27 02:37:43.825204382,12/27/2016 21:48:14,2017-01-01 09:06:00
order_019316,custid_007891_019316,delivered,08/23/2016 21:32:00,08/24/2016 00:07:21,2016-08-25 03:28:45.856780451,2016-08-29 21:13:04.208421960,2016-09-01 21:32:00
order_016758,custid_011920_016758,delivered,2017-09-04 20:51:00,2017-09-05 02:07:54.091342434,09/05/2017 21:15:08,2017-09-18 01:40:01.597987361,2017-09-15 20:51:00
order_002030,custid_017543_002030,delivered,2016-12-20 16:03:00,12/20/2016 21:21:53,2016-12-22 02:15:28.798839318,2017-01-17 18:40:39.154431485,2017-01-07 16:03:00
order_020134,custid_008453_020134,delivered,2017-02-23 14:33:00,2017-02-24 00:06:50.706480837,2017-02-25 07:58:38.642395556,2017-03-05 08:37:40.438576652,2017-03-06 14:33:00
order_017679,custid_006983_017679,delivered,2018-08-07 19:02:00,2018-08-07 21:03:05.292859411,2018-08-09 21:05:49.621932581,2018-08-15 00:23:16.657448911,2018-08-17 19:02:00
order_007475,custid_000479_007475,delivered,02/25/2018 15:47:00,2018-02-25 21:42:01.056259416,03/01/2018 02:39:08,2018-03-02 22:37:03.066206889,2018-03-06 15:47:00
order_005174,custid_015330_005174,delivered,2016-09-25 10:00:00,2016-09-25 14:02:32.451419688,2016-09-26 12:45:22.608374529,10/04/2016 19:42:01,10/06/2016 10:00:00
order_008735,custid_012171_008735,delivered,2016-12-11 15:21:00,2016-12-11 15:37:31.156812220,2016-12-13 02:31:44.181400983,2017-01-01 02:38:02.813358930,2016-12-28 15:21:00
order_020572,custid_000630_020572,delivered,2018-07-13 20:02:00,2018-07-14 01:31:31.179972598,2018-07-15 09:20:18.674646736,2018-07-26 06:55:40.022622916,2018-07-24 20:02:00
order_012058,custid_000178_012058,delivered,09/12/2017 09:03:00,2017-09-12 12:58:17.016922416,2017-09-15 12:32:17.524956649,2017-09-26 07:58:07.986371556,2017-09-25 09:03:00
order_028428,custid_010698_028428,delivered,2017-12-08 09:06:00,2017-12-08 09:54:14.695666012,2017-12-10 14:01:01.660902469,12/25/2017 04:10:13,2017-12-23 09:06:00
order_007107,custid_005353_007107,delivered,2017-11-21 09:15:00,11/21/2017 10:57:51,2017-11-23 11:21:36.096791362,11/29/2017 09:53:38,2017-11-30 09:15:00
order_002225,custid_006916_002225,delivered,2017-03-16 22:16:00,03/17/2017 19:29:03,2017-03-20 07:53:07.123389772,03/28/2017 06:56:12,03/30/2017 22:16:00
order_016534,custid_005031_016534,delivered,2016-03-24 19:22:00,2016-03-24 23:32:17.548372081,2016-03-25 19:11:54.670886301,2016-04-09 19:14:08.669477443,2016-04-10 19:22:00
order_005665,custid_010072_005665,delivered,2016-12-03 08:32:00,2016-12-03 15:12:44.229741898,2016-12-06 21:18:57.074013878,2016-12-18 12:32:36.411971844,2016-12-15 08:32:00
order_023068,custid_008190_023068,delivered,2017-07-17 17:43:00,07/18/2017 00:17:05,07/19/2017 20:27:03,2017-07-26 23:02:33.292404214,2017-07-28 17:43:00
order_026020,custid_007146_026020,delivered,2017-02-16 12:54:00,2017-02-16 20:12:42.024284341,2017-02-18 16:45:59.569629022,2017-02-27 19:54:17.660577179,2017-02-27 12:54:00
order_009526,custid_000797_009526,delivered,2018-06-19 15:10:00,06/19/2018 16:44:21,2018-06-20 14:48:23.576698182,2018-06-28 22:11:07.593308503,2018-06-27 15:10:00
order_016797,custid_011864_016797,delivered,2018-03-07 13:06:00,2018-03-07 17:32:22.299000306,2018-03-11 11:05:21.278810343,2018-03-16 06:04:09.626158298,2018-03-19 13:06:00
order_025700,custid_018636_025700,unavailable,2016-04-11 20:56:00,04/12/2016 05:19:07,,,2016-04-22 20:56:00
order_028896,custid_001280_028896,delivered,2016-11-10 21:44:00,2016-11-11 00:07:49.587293958,11/11/2016 05:22:24,2016-11-27 12:50:24.930130906,11/20/2016 21:44:00
order_009134,custid_018383_009134,delivered,06/28/2017 15:41:00,2017-06-28 17:20:16.352587573,2017-06-30 15:10:16.680745311,2017-07-16 16:34:51.395535159,2017-07-12 15:41:00
order_003328,custid_009130_003328,delivered,2016-12-25 13:25:00,2016-12-25 19:18:48.876015404,2016-12-27 16:23:16.216845132,2017-01-10 03:31:44.318237029,01/09/2017 13:25:00
order_026205,custid_011350_026205,delivered,2016-10-18 20:29:00,2016-10-19 00:12:47.882253219,10/19/2016 13:26:07,2016-10-27 02:56:17.037417898,10/30/2016 20:29:00
order_014653,custid_018836_014653,delivered,2018-02-13 18:34:00,2018-02-13 21:36:48.908661266,02/15/2018 21:38:56,02/21/2018 20:43:04,2018-02-20 18:34:00
order_007223,custid_006439_007223,delivered,06/21/2016 14:08:00,2016-06-22 02:26:56.656720886,06/24/2016 17:52:56,2016-06-28 18:48:02.276866452,2016-07-01 14:08:00
order_013101,custid_014327_013101,delivered,2017-12-15 13:09:00,12/15/2017 14:09:04,2017-12-16 23:48:25.014953251,2017-12-30 00:25:08.206147267,2017-12-26 13:09:00
order_006896,custid_014895_006896,delivered,2017-02-19 21:30:00,2017-02-20 02:48:46.613889504,2017-02-21 12:46:43.145839591,03/06/2017 08:26:45,2017-03-05 21:30:00
order_021857,custid_014577_021857,delivered,2017-02-25 08:15:00,02/25/2017 15:48:52,2017-02-25 20:36:52.012935867,03/10/2017 20:43:15,2017-03-11 08:15:00
order_018018,custid_004570_018018,delivered,2017-01-12 23:09:00,01/13/2017 11:29:46,01/16/2017 22:24:45,2017-01-23 18:03:34.210220552,01/23/2017 23:09:00
order_017428,custid_005448_017428,delivered,05/26/2017 19:31:00,2017-05-26 22:22:41.529034638,2017-05-27 08:58:38.756856366,06/09/2017 19:32:35,06/12/2017 19:31:00
order_004043,custid_001235_004043,delivered,08/23/2017 21:24:00,2017-08-24 07:40:08.587603401,2017-08-24 12:37:11.493800145,2017-09-08 09:46:14.867664969,2017-09-04 21:24:00
order_018655,custid_014578_018655,delivered,2017-06-14 11:44:00,2017-06-14 19:30:49.928736961,2017-06-16 01:31:57.766127397,2017-06-23 03:51:46.516991285,06/23/2017 11:44:00
order_016780,custid_001129_016780,delivered,2017-09-23 11:30:00,09/23/2017 13:53:44,2017-09-23 18:41:44.010098638,2017-10-03 14:18:34.196863731,2017-10-04 11:30:00
order_028482,custid_015235_028482,delivered,2016-05-20 11:43:00,2016-05-20 22:14:09.367209184,05/22/2016 15:55:57,2016-05-29 22:46:58.882962634,2016-05-31 11:43:00
order_007602,custid_000439_007602,delivered,2016-08-26 17:10:00,08/27/2016 14:07:23,2016-08-30 15:38:35.581375318,2016-09-05 00:08:15.581980966,09/05/2016 17:10:00
order_014144,custid_016173_014144,delivered,2017-11-16 15:46:00,2017-11-16 19:50:42.258089276,2017-11-19 21:45:17.194529370,11/28/2017 02:13:29,11/27/2017 15:46:00
order_021483,custid_004059_021483,delivered,2018-08-10 14:08:00,2018-08-10 19:42:20.839144864,2018-08-13 04:10:59.196967984,2018-08-25 16:07:31.809343432,08/24/2018 14:08:00
order_000478,custid_012619_000478,delivered,08/10/2016 17:59:00,08/10/2016 20:22:35,2016-08-12 01:35:01.412351631,2016-08-31 09:23:39.701869113,08/29/2016 17:59:00
order_005844,custid_004217_005844,delivered,11/18/2016 14:45:00,2016-11-18 22:28:57.188264354,2016-11-20 19:51:32.819645791,2016-12-10 13:27:14.925808019,2016-12-08 14:45:00
order_027839,custid_002683_027839,delivered,2016-11-18 08:30:00,2016-11-18 15:23:05.507910873,2016-11-20 09:32:10.516998660,2016-11-27 16:16:30.100848097,2016-11-29 08:30:00
order_003461,custid_008223_003461,delivered,2016-06-04 09:13:00,2016-06-04 17:32:47.633298999,06/05/2016 17:30:57,2016-06-15 07:13:40.742587346,2016-06-14 09:13:00
order_018712,custid_015455_018712,delivered,2016-08-22 08:05:00,2016-08-22 14:33:19.224124816,2016-08-25 00:36:41.767157384,2016-09-03 16:11:54.056793603,2016-09-06 08:05:00
order_010829,custid_014297_010829,delivered,2017-12-09 21:51:00,12/10/2017 02:08:52,2017-12-12 09:23:24.728459637,2017-12-22 08:02:22.451473423,2017-12-23 21:51:00
order_014664,custid_007711_014664,delivered,09/11/2016 17:48:00,09/11/2016 19:27:37,09/13/2016 09:15:31,2016-09-26 01:34:52.668833646,09/23/2016 17:48:00
order_015026,custid_010410_015026,delivered,03/17/2017 19:28:00,2017-03-17 23:39:20.289416838,03/21/2017 00:32:59,2017-03-30 11:13:42.541633775,2017-03-28 19:28:00
order_009003,custid_002589_009003,delivered,12/31/2016 15:23:00,2017-01-01 00:59:07.447704418,2017-01-01 09:40:30.475551711,01/10/2017 17:25:31,01/10/2017 15:23:00
order_006480,custid_008133_006480,delivered,2018-05-04 13:10:00,2018-05-05 03:31:21.000586327,2018-05-09 01:45:39.229909593,2018-05-13 08:08:34.324576107,2018-05-13 13:10:00
order_019417,custid_000732_019417,delivered,2017-10-14 14:23:00,2017-10-14 16:41:09.157254613,2017-10-15 13:42:31.572684201,2017-10-21 23:40:32.030571733,10/25/2017 14:23:00
order_022227,custid_017994_022227,delivered,2018-08-18 16:34:00,2018-08-18 18:57:38.394236353,2018-08-20 10:07:56.411314671,2018-08-31 06:41:16.535460888,2018-08-29 16:34:00
order_014848,custid_016808_014848,delivered,2016-09-15 13:20:00,2016-09-15 21:54:53.571577537,2016-09-18 15:15:50.950834748,2016-10-02 09:50:06.894094693,2016-09-24 13:20:00
order_026489,custid_018618_026489,delivered,2016-10-20 13:19:00,2016-10-20 15:47:00.278378947,10/28/2016 05:37:18,10/29/2016 12:49:18,2016-10-30 13:19:00
order_029471,custid_010893_029471,delivered,09/07/2016 10:32:00,09/07/2016 15:03:38,2016-09-09 02:16:20.804015587,2016-09-13 00:34:19.535125836,2016-09-16 10:32:00
order_019286,custid_009202_019286,delivered,2017-11-01 13:08:00,11/01/2017 15:35:10,11/02/2017 22:49:55,2017-11-20 08:37:50.109397944,2017-11-20 13:08:00
order_017875,custid_006933_017875,delivered,2018-07-16 18:08:00,2018-07-16 21:21:45.315297307,07/17/2018 13:17:42,2018-07-25 07:17:06.158028985,2018-07-23 18:08:00
order_005621,custid_003946_005621,delivered,2017-02-02 18:45:00,02/03/2017 02:05:25,02/03/2017 14:50:20,02/12/2017 06:37:48,2017-02-12 18:45:00
order_000647,custid_014798_000647,delivered,02/22/2018 15:57:00,2018-02-22 20:23:19.043839140,2018-02-24 03:22:15.704233822,2018-03-02 12:01:00.388074850,2018-03-04 15:57:00
order_000970,custid_002399_000970,delivered,2017-06-10 18:22:00,2017-06-10 20:32:48.383642244,06/12/2017 23:58:08,2017-06-13 23:49:54.205311640,2017-06-16 18:22:00
order_004258,custid_000309_004258,delivered,2018-05-20 19:16:00,2018-05-21 06:51:50.112349515,2018-05-23 09:21:47.416002725,05/28/2018 03:52:41,05/29/2018 19:16:00
order_028986,custid_011840_028986,delivered,2017-10-29 18:18:00,2017-10-30 01:34:50.857156182,2017-11-01 10:09:10.768859397,2017-11-03 10:38:19.786126475,11/06/2017 18:18:00
order_019196,custid_002808_019196,delivered,01/18/2016 18:44:00,2016-01-18 21:41:22.708521889,2016-01-21 09:52:12.757673643,2016-02-03 21:28:05.511783371,02/01/2016 18:44:00
order_023642,custid_001318_023642,delivered,2018-06-10 12:01:00,06/11/2018 06:56:32,06/12/2018 20:02:45,2018-06-22 02:45:37.258301206,06/21/2018 12:01:00
order_016074,custid_013605_016074,delivered,04/23/2016 19:37:00,04/24/2016 01:13:07,04/24/2016 17:03:33,2016-05-01 23:55:13.209608151,05/03/2016 19:37:00
order_020370,custid_002181_020370,delivered,2016-09-06 11:23:00,2016-09-06 17:36:15.928813700,2016-09-09 01:46:31.178094151,09/14/2016 21:26:11,2016-09-17 11:23:00
order_011960,custid_015797_011960,delivered,2016-10-01 10:39:00,10/01/2016 13:45:47,2016-10-01 18:33:47.239769638,10/07/2016 10:04:49,2016-10-09 10:39:00
order_007249,custid_001576_007249,delivered,2018-03-07 11:22:00,2018-03-07 15:23:17.764936600,2018-03-09 11:13:24.336784708,03/14/2018 05:42:15,2018-03-15 11:22:00
order_021629,custid_014215_021629,delivered,2017-07-31 16:08:00,07/31/2017 21:31:00,2017-08-02 17:21:19.529079689,2017-08-05 23:20:44.789000592,08/09/2017 16:08:00
order_008931,custid_013334_008931,delivered,2017-06-26 16:38:00,2017-06-27 00:32:50.841221673,2017-06-29 17:46:39.890130385,2017-07-11 06:40:04.748200162,2017-07-12 16:38:00
order_001009,custid_016670_001009,delivered,10/01/2017 08:52:00,2017-10-01 11:15:34.967643763,2017-10-02 23:10:48.708525660,2017-10-09 08:54:32.463467821,2017-10-12 08:52:00
order_010462,custid_006963_010462,delivered,2016-10-09 10:26:00,10/09/2016 12:57:06,10/10/2016 18:17:48,2016-11-04 01:11:04.355289737,2016-10-29 10:26:00
order_012830,custid_011719_012830,delivered,2018-07-30 13:39:00,2018-07-30 16:01:44.612882731,2018-08-01 19:57:43.235028970,2018-08-09 20:30:36.900602829,2018-08-11 13:39:00
order_004306,custid_000460_004306,delivered,2017-08-12 17:17:00,2017-08-13 05:49:06.972355305,08/14/2017 00:05:17,2017-09-04 10:30:12.982921243,2017-08-29 17:17:00
order_015215,custid_001789_015215,delivered,2017-12-22 15:07:00,2017-12-22 19:30:24.904555843,2017-12-26 02:25:50.514332967,2018-01-16 07:11:23.779654250,2018-01-12 15:07:00
order_004015,custid_003803_004015,delivered,08/27/2016 19:18:00,08/27/2016 20:47:43,2016-08-28 15:03:48.209403654,09/09/2016 01:44:34,09/07/2016 19:18:00
order_004101,custid_002073_004101,delivered,2017-11-21 21:45:00,2017-11-22 01:16:53.672056338,2017-11-27 00:39:25.537389878,12/05/2017 20:09:51,2017-12-03 21:45:00
order_028001,custid_002526_028001,delivered,2018-04-28 11:44:00,04/28/2018 14:10:30,04/29/2018 15:38:23,05/09/2018 13:05:37,2018-05-11 11:44:00
order_008079,custid_011612_008079,delivered,11/23/2016 17:52:00,2016-11-23 18:20:10.243117146,2016-11-24 01:57:33.231803850,2016-12-21 00:39:17.571463059,2016-12-16 17:52:00
order_027438,custid_010323_027438,delivered,04/06/2018 15:24:00,2018-04-06 19:04:43.434389956,2018-04-08 03:02:13.337242545,2018-04-17 21:29:39.668764725,2018-04-18 15:24:00
order_003226,custid_000601_003226,delivered,2018-06-10 15:09:00,2018-06-10 20:09:54.822210843,06/12/2018 06:11:07,2018-06-23 21:38:41.482898239,2018-06-26 15:09:00
order_000326,custid_005666_000326,delivered,2018-07-31 04:36:00,07/31/2018 12:32:17,2018-08-02 17:43:13.036918889,08/13/2018 08:34:38,2018-08-10 04:36:00
order_016775,custid_007375_016775,delivered,2018-08-16 18:38:00,2018-08-16 22:32:16.187316678,08/18/2018 02:55:26,08/23/2018 05:29:28,2018-08-22 18:38:00
order_009773,custid_003107_009773,delivered,2017-09-05 13:02:00,2017-09-06 01:33:01.041888946,2017-09-06 08:52:54.237192764,2017-09-25 16:18:04.898515374,2017-09-23 13:02:00
order_017783,custid_018813_017783,delivered,2017-04-22 15:10:00,2017-04-22 21:55:38.257186255,04/23/2017 11:12:59,2017-05-03 00:30:05.122439341,05/01/2017 15:10:00
order_011681,custid_014573_011681,delivered,2016-10-14 19:02:00,2016-10-15 00:48:57.791921577,10/17/2016 20:22:31,11/04/2016 23:00:52,2016-10-27 19:02:00
order_004990,custid_002075_004990,delivered,03/23/2018 21:42:00,03/24/2018 02:56:22,2018-03-25 11:12:45.593488044,03/31/2018 13:25:18,04/03/2018 21:42:00
order_012900,custid_004408_012900,delivered,04/09/2018 19:04:00,2018-04-09 23:28:32.512962805,04/11/2018 21:29:54,04/15/2018 17:37:18,2018-04-17 19:04:00
order_027875,custid_006286_027875,delivered,2017-07-31 15:51:00,2017-07-31 18:22:13.193441331,2017-08-03 03:46:30.220633499,2017-08-06 13:26:53.648097543,08/09/2017 15:51:00
order_006863,custid_006678_006863,delivered,01/31/2016 21:26:00,2016-02-01 06:03:38.691403201,2016-02-05 09:08:21.805625066,2016-02-07 01:44:53.227756132,2016-02-08 21:26:00
order_019372,custid_000627_019372,delivered,2016-07-19 19:45:00,2016-07-19 21:52:41.185650154,2016-07-20 11:33:37.154725737,08/16/2016 18:45:53,2016-07-28 19:45:00
order_020019,custid_008328_020019,delivered,12/23/2016 10:43:00,12/23/2016 15:20:42,2016-12-25 09:04:07.860844731,2017-01-10 00:38:29.190839804,01/10/2017 10:43:00
order_002194,custid_006475_002194,delivered,2016-12-01 21:17:00,2016-12-02 00:28:59.446228178,2016-12-04 07:48:15.251777331,12/10/2016 07:09:15,2016-12-10 21:17:00
order_004745,custid_001642_004745,delivered,11/29/2016 14:02:00,2016-11-30 00:04:28.250607793,2016-12-02 03:44:58.029198945,2016-12-11 12:55:55.517658393,2016-12-15 14:02:00
order_015642,custid_017617_015642,delivered,2016-11-09 22:18:00,2016-11-09 23:31:48.673348820,11/11/2016 04:07:51,2016-11-24 16:25:17.319691235,2016-11-22 22:18:00
order_011456,custid_017673_011456,delivered,10/06/2016 18:51:00,2016-10-07 01:38:47.808397402,2016-10-08 04:20:25.841410585,2016-10-17 21:51:15.555651253,10/19/2016 18:51:00
order_014952,custid_006980_014952,delivered,2016-12-07 05:47:00,2016-12-07 08:20:58.459329910,12/08/2016 07:18:15,2016-12-17 18:44:35.183161378,2016-12-21 05:47:00
order_026453,custid_001337_026453,delivered,2017-12-27 11:34:00,2017-12-27 22:16:37.355815458,2017-12-29 15:04:04.607641221,2018-01-07 00:26:29.943522678,01/06/2018 11:34:00
order_020130,custid_012686_020130,delivered,03/09/2016 19:02:00,03/09/2016 21:36:03,2016-03-12 06:01:53.786032325,2016-03-16 01:15:02.515947919,2016-03-15 19:02:00
order_009183,custid_005824_009183,delivered,2016-11-27 13:16:00,2016-11-27 20:35:32.125437361,2016-11-28 18:02:32.959308341,12/02/2016 06:18:26,12/04/2016 13:16:00
order_023755,custid_015793_023755,delivered,2017-07-30 19:33:00,07/31/2017 01:42:26,08/04/2017 12:17:11,2017-08-12 13:15:34.922901340,2017-08-12 19:33:00
order_013966,custid_015985_013966,delivered,05/22/2018 19:55:00,2018-05-23 13:38:13.446420618,2018-05-25 05:53:25.713097957,2018-06-10 18:25:48.002550437,2018-06-01 19:55:00
order_026623,custid_002236_026623,delivered,2016-11-25 18:59:00,11/26/2016 13:01:17,2016-11-26 17:59:16.021145082,2016-12-12 03:31:33.163936315,12/11/2016 18:59:00
order_004774,custid_007502_004774,delivered,2018-06-12 09:07:00,2018-06-12 15:39:33.682323670,2018-06-15 14:21:21.337272694,2018-06-24 18:39:10.694728419,2018-06-21 09:07:00
order_025205,custid_018877_025205,delivered,04/23/2017 11:14:00,04/23/2017 22:41:34,2017-04-26 20:44:50.682876536,2017-05-01 15:02:08.301433712,2017-05-01 11:14:00
order_009222,custid_011956_009222,delivered,03/30/2018 19:20:00,2018-03-31 01:57:21.694697799,2018-04-01 10:12:14.046085086,2018-04-11 14:07:41.249776762,2018-04-11 19:20:00
order_027882,custid_011142_027882,delivered,12/17/2017 13:24:00,12/17/2017 18:28:33,2017-12-20 08:50:39.705275045,2017-12-28 20:30:48.227900488,12/27/2017 13:24:00
order_023438,custid_001028_023438,delivered,2017-11-27 18:31:00,11/27/2017 23:01:03,11/28/2017 21:19:15,2017-12-10 00:25:26.891493490,2017-12-10 18:31:00
order_019606,custid_002085_019606,delivered,2017-04-05 21:16:00,2017-04-06 04:20:29.710083558,2017-04-08 19:43:55.805043953,04/29/2017 13:06:19,2017-04-25 21:16:00
order_015139,custid_001883_015139,delivered,2018-06-08 14:17:00,2018-06-08 22:00:27.431639788,06/09/2018 10:08:16,06/26/2018 20:12:45,2018-06-22 14:17:00
order_015264,custid_001846_015264,delivered,2017-06-27 12:00:00,2017-06-28 02:04:18.486320552,2017-06-29 09:16:01.871372516,07/14/2017 16:27:58,2017-07-08 12:00:00
order_006534,custid_012405_006534,delivered,10/12/2017 20:30:00,2017-10-13 04:12:41.625740426,2017-10-13 22:22:21.723417417,2017-11-10 18:00:50.062762762,2017-11-03 20:30:00
order_005117,custid_016798_005117,delivered,2016-12-12 20:39:00,2016-12-13 00:19:37.036680528,12/15/2016 09:08:08,2017-01-04 07:32:24.198017634,2016-12-26 20:39:00
