customer_unique_id,customer_city,customer_state,customer_zip_code_prefix
cust_005024,rio de janeiro,RJ,51540
cust_005025,natal,RN,60332
cust_005026,sorocaba,SP,9611
cust_005027,florianopolis,SC,72079
cust_005028,santos,SP,36775
cust_005029,santos,SP,99869
cust_005030,maceio,AL,95493
cust_005031,campinas,SP,62237
cust_005032,sao paulo,SP,1738
cust_005033,brasilia,DF,13554
cust_005034,niteroi,Unknown,28152
cust_005035,contagem,MG,44620
cust_005036,natal,RN,37801
cust_005037,duque de caxias,RJ,77738
cust_005038,santos,SP,59411
cust_005039,caxias do sul,RS,30356
cust_005040,porto alegre,RS,96577
cust_005041,campinas,SP,89612
cust_005042,niteroi,RJ,64334
cust_005043,santos,SP,22649
cust_005044,sorocaba,SP,89483
cust_005045,sao paulo,SP,73309
cust_005046,fortaleza,CE,17097
cust_005047,campinas,SP,18241
cust_005048,campinas,SP,29570
cust_005049,vitoria,ES,63344
cust_005050,sorocaba,SP,88818
cust_005051,vitoria,ES,14750
cust_005052,goiania,GO,1512
cust_005053,rio de janeiro,RJ,68609
cust_005054,sao paulo,SP,45923
cust_005055,santos,SP,8734
cust_005056,campinas,SP,45835
cust_005057,sao paulo,SP,4941
cust_005058,niteroi,RJ,94678
cust_005059,sorocaba,SP,86384
cust_005060,florianopolis,SC,45472
cust_005061,santos,SP,82545
cust_005062,niteroi,RJ,90725
cust_005063,sao paulo,SP,3976
cust_005064,santos,SP,58946
cust_005065,joinville,SC,22979
cust_005066,porto alegre,RS,30697
cust_005067,sao paulo,SP,63874
cust_005068,belo horizonte,MG,15678
cust_005069,niteroi,RJ,91981
cust_005070,recife,PE,49529
cust_005071,campinas,SP,87103
cust_005072,londrina,PR,2746
cust_005073,sao paulo,SP,79348
cust_005074,duque de caxias,RJ,34185
cust_005075,rio de janeiro,RJ,70901
cust_005076,sao paulo,SP,52783
cust_005077,belo horizonte,MG,57945
cust_005078,contagem,MG,56269
cust_005079,sorocaba,SP,48734
cust_005080,aracaju,SE,44948
cust_005081,campinas,SP,97308
cust_005082,recife,PE,96432
cust_005083,rio de janeiro,RJ,59179
cust_005084,sorocaba,SP,15675
cust_005085,sao paulo,SP,6247
cust_005086,porto alegre,RS,99750
cust_005087,londrina,PR,19260
cust_005088,porto alegre,RS,69445
cust_005089,sorocaba,SP,71337
cust_005090,campinas,SP,82673
cust_005091,florianopolis,SC,31335
cust_005092,goiania,GO,63797
cust_005093,campinas,SP,46133
cust_005094,brasilia,DF,22278
cust_005095,contagem,MG,73058
cust_005096,niteroi,RJ,75313
cust_005097,contagem,MG,52278
cust_005098,sorocaba,SP,84969
cust_005099,santos,SP,62530
cust_005100,curitiba,PR,75440
cust_005101,sao luis,MA,75266
cust_005102,niteroi,RJ,87519
cust_005103,campinas,SP,64165
cust_005104,santos,SP,7289
cust_005105,duque de caxias,RJ,96175
cust_005106,contagem,MG,96232
cust_005107,sorocaba,SP,73079
cust_005108,campinas,SP,93978
cust_005109,londrina,PR,21410
cust_005110,sorocaba,SP,89801
cust_005111,rio de janeiro,RJ,13729
cust_005112,curitiba,PR,64102
cust_005113,campinas,SP,51693
cust_005114,duque de caxias,RJ,84820
cust_005115,sao paulo,SP,53814
cust_005116,sorocaba,SP,60884
cust_005117,fortaleza,CE,32352
cust_005118,caxias do sul,RS,49728
cust_005119,sao paulo,Unknown,37476
cust_005120,campinas,SP,93169
cust_005121,campinas,SP,54852
cust_005122,recife,PE,21546
cust_005123,londrina,PR,5472
cust_005124,contagem,MG,85305
cust_005125,santos,SP,62806
cust_005126,belem,PA,44613
cust_005127,feira de santana,BA,29185
cust_005128,sorocaba,SP,29901
cust_005129,santos,SP,62535
cust_005130,duque de caxias,RJ,51112
cust_005131,contagem,MG,53797
cust_005132,santos,SP,64092
cust_005133,sao paulo,SP,92801
cust_005134,porto alegre,RS,19090
cust_005135,caxias do sul,RS,63297
cust_005136,duque de caxias,RJ,75363
cust_005137,niteroi,RJ,49442
cust_005138,campinas,SP,40067
cust_005139,rio de janeiro,RJ,53156
cust_005140,joinville,SC,70666
cust_005141,belo horizonte,MG,34930
cust_005142,belem,PA,16557
cust_005143,porto alegre,Unknown,9275
cust_005144,joinville,SC,6541
cust_005145,niteroi,RJ,90480
cust_005146,santos,SP,16994
cust_005147,fortaleza,CE,66355
cust_005148,uberlandia,MG,18873
cust_005149,fortaleza,CE,52985
cust_005150,uberlandia,MG,76391
cust_005151,niteroi,RJ,15495
cust_005152,campinas,SP,49763
cust_005153,sao paulo,SP,42967
cust_005154,contagem,MG,76637
cust_005155,belem,PA,57074
cust_005156,feira de santana,BA,74949
cust_005157,rio de janeiro,RJ,59131
cust_005158,niteroi,RJ,25280
cust_005159,sao paulo,SP,57109
cust_005160,santos,Unknown,91178
cust_005161,natal,RN,41160
cust_005162,londrina,PR,77136
cust_005163,niteroi,RJ,66889
cust_005164,brasilia,DF,9451
cust_005165,santos,Unknown,9556
cust_005166,cuiaba,MT,57661
cust_005167,caxias do sul,RS,20245
cust_005168,sorocaba,SP,41858
cust_005169,porto alegre,RS,45166
cust_005170,campinas,SP,46487
cust_005171,uberlandia,MG,72831
cust_005172,sorocaba,SP,37344
cust_005173,sao paulo,SP,11120
cust_005174,contagem,MG,50132
cust_005175,rio de janeiro,RJ,86731
cust_005176,campinas,SP,36204
cust_005177,salvador,BA,76609
cust_005178,santos,SP,46821
cust_005179,belo horizonte,MG,20184
cust_005180,contagem,MG,54926
cust_005181,campinas,SP,48676
cust_005182,aracaju,SE,73328
cust_005183,rio de janeiro,RJ,69042
cust_005184,sao paulo,SP,15997
cust_005185,duque de caxias,RJ,6660
cust_005186,contagem,MG,14217
cust_005187,santos,SP,67095
cust_005188,sorocaba,SP,50288
cust_005189,niteroi,RJ,38375
cust_005190,caxias do sul,RS,48023
cust_005191,sorocaba,SP,1059
cust_005192,santos,SP,56821
cust_005193,sao paulo,SP,17020
cust_005194,sorocaba,SP,61724
cust_005195,porto alegre,RS,16616
cust_005196,sao paulo,SP,28137
cust_005197,sao paulo,SP,94477
cust_005198,santos,SP,65124
cust_005199,contagem,Unknown,88562
cust_005200,uberlandia,MG,50070
cust_005201,campinas,SP,72655
cust_005202,uberlandia,MG,50092
cust_005203,contagem,MG,63349
cust_005204,sao paulo,SP,59796
cust_005205,sao paulo,SP,1432
cust_005206,campinas,SP,61599
cust_005207,salvador,BA,13941
cust_005208,santos,SP,62072
cust_005209,santos,SP,12858
cust_005210,rio de janeiro,RJ,83229
cust_005211,rio de janeiro,RJ,58987
cust_005212,salvador,BA,50450
cust_005213,campinas,SP,93789
cust_005214,santos,SP,94161
cust_005215,belo horizonte,MG,28696
cust_005216,curitiba,PR,94694
cust_005217,maceio,AL,42902
cust_005218,belo horizonte,MG,34200
cust_005219,duque de caxias,RJ,94233
cust_005220,campinas,SP,88243
cust_005221,joao pessoa,PB,85572
cust_005222,caxias do sul,RS,42672
cust_005223,santos,SP,59402
cust_005224,rio de janeiro,RJ,97454
cust_005225,belo horizonte,MG,5068
cust_005226,santos,SP,92811
cust_005227,curitiba,PR,93461
cust_005228,uberlandia,MG,44510
cust_005229,campinas,SP,4739
cust_005230,joao pessoa,PB,35594
cust_005231,cuiaba,MT,11497
cust_005232,sao paulo,SP,68915
cust_005233,duque de caxias,RJ,36202
cust_005234,recife,PE,37387
cust_005235,sao paulo,SP,56921
cust_005236,cuiaba,MT,66375
cust_005237,santos,SP,13892
cust_005238,curitiba,PR,42712
cust_005239,contagem,MG,10292
cust_005240,campinas,SP,50685
cust_005241,caxias do sul,RS,33802
cust_005242,sao paulo,Unknown,38492
cust_005243,sorocaba,SP,18938
cust_005244,sao paulo,SP,79872
cust_005245,sao paulo,Unknown,28768
cust_005246,campinas,SP,60535
cust_005247,santos,SP,64871
cust_005248,campinas,SP,68640
cust_005249,campinas,Unknown,1682
cust_005250,sao paulo,SP,82270
cust_005251,feira de santana,BA,65544
cust_005252,campinas,SP,79826
cust_005253,londrina,PR,74216
cust_005254,campinas,SP,51442
cust_005255,santos,SP,74571
cust_005256,rio de janeiro,RJ,26166
cust_005257,sao paulo,SP,34717
cust_005258,niteroi,RJ,36976
cust_005259,caxias do sul,RS,39552
cust_005260,sorocaba,SP,55650
cust_005261,santos,SP,73810
cust_005262,feira de santana,Unknown,24637
cust_005263,sao paulo,SP,33469
cust_005264,joinville,SC,78300
cust_005265,belo horizonte,MG,78335
cust_005266,santos,Unknown,23706
cust_005267,santos,SP,11235
cust_005268,sorocaba,Unknown,34184
cust_005269,belo horizonte,MG,12779
cust_005270,natal,RN,63640
cust_005271,campinas,SP,72296
cust_005272,vitoria,Unknown,70071
cust_005273,sao paulo,SP,34652
cust_005274,campinas,SP,40069
cust_005275,duque de caxias,RJ,49018
cust_005276,sao luis,MA,75813
cust_005277,rio de janeiro,RJ,95187
cust_005278,joinville,SC,90294
cust_005279,rio de janeiro,RJ,34552
cust_005280,brasilia,DF,17275
cust_005281,salvador,BA,6169
cust_005282,porto alegre,RS,91673
cust_005283,contagem,MG,94326
cust_005284,niteroi,RJ,54268
cust_005285,cuiaba,MT,7778
cust_005286,contagem,Unknown,45434
cust_005287,sorocaba,SP,72531
cust_005288,goiania,GO,79786
cust_005289,uberlandia,MG,78314
cust_005290,contagem,MG,78622
cust_005291,caxias do sul,RS,10454
cust_005292,santos,SP,68570
cust_005293,sorocaba,SP,99211
cust_005294,campinas,SP,41441
cust_005295,brasilia,DF,51790
cust_005296,caxias do sul,RS,27459
cust_005297,salvador,BA,80338
cust_005298,campinas,SP,36675
cust_005299,maceio,AL,98761
cust_005300,campinas,SP,57754
cust_005301,sao paulo,SP,34793
cust_005302,campo grande,MS,56832
cust_005303,contagem,MG,4946
cust_005304,belem,PA,92469
cust_005305,uberlandia,MG,46317
cust_005306,santos,SP,46209
cust_005307,sao paulo,SP,41551
cust_005308,brasilia,DF,66996
cust_005309,duque de caxias,RJ,78308
cust_005310,porto alegre,RS,66343
cust_005311,santos,SP,13479
cust_005312,campinas,SP,73436
cust_005313,salvador,BA,64781
cust_005314,vitoria,ES,99153
cust_005315,campinas,SP,27319
cust_005316,sao paulo,SP,80400
cust_005317,sao paulo,SP,87754
cust_005318,sorocaba,SP,4925
cust_005319,feira de santana,BA,91722
cust_005320,duque de caxias,RJ,81348
cust_005321,sao paulo,SP,80489
cust_005322,joinville,SC,99988
cust_005323,joinville,SC,20887
cust_005324,campinas,SP,4753
cust_005325,recife,PE,61786
cust_005326,niteroi,RJ,60120
cust_005327,campinas,SP,85755
cust_005328,recife,PE,60340
cust_005329,sorocaba,SP,12018
cust_005330,maceio,AL,52965
cust_005331,belo horizonte,MG,39216
cust_005332,fortaleza,CE,87654
cust_005333,campinas,SP,70832
cust_005334,sorocaba,SP,81617
cust_005335,goiania,GO,73577
cust_005336,salvador,Unknown,18032
cust_005337,goiania,GO,86092
cust_005338,sorocaba,SP,11196
cust_005339,uberlandia,MG,27200
cust_005340,sorocaba,SP,17491
cust_005341,santos,SP,9898
cust_005342,duque de caxias,RJ,88784
cust_005343,caxias do sul,RS,14239
cust_005344,duque de caxias,RJ,10742
cust_005345,sao paulo,SP,10325
cust_005346,feira de santana,BA,64970
cust_005347,natal,RN,23697
cust_005348,campinas,SP,68643
cust_005349,brasilia,DF,27219
cust_005350,goiania,GO,22593
cust_005351,sorocaba,SP,17454
cust_005352,porto alegre,RS,23747
cust_005353,vitoria,ES,24349
cust_005354,curitiba,PR,83735
cust_005355,santos,SP,53700
cust_005356,belo horizonte,MG,42587
cust_005357,florianopolis,SC,90239
cust_005358,uberlandia,MG,50447
cust_005359,sao paulo,SP,87694
cust_005360,santos,SP,40317
cust_005361,joinville,SC,98154
cust_005362,niteroi,RJ,19135
cust_005363,cuiaba,MT,52004
cust_005364,campinas,SP,44488
cust_005365,salvador,BA,88996
cust_005366,sao paulo,SP,27662
cust_005367,brasilia,DF,34979
cust_005368,brasilia,DF,30715
cust_005369,campinas,SP,62429
cust_005370,sao paulo,SP,20969
cust_005371,fortaleza,CE,48225
cust_005372,joinville,SC,63026
cust_005373,contagem,MG,22319
cust_005374,rio de janeiro,RJ,29398
cust_005375,fortaleza,CE,14882
cust_005376,londrina,PR,17400
cust_005377,sorocaba,SP,92432
cust_005378,niteroi,RJ,81033
cust_005379,sao paulo,SP,20158
cust_005380,salvador,BA,58009
cust_005381,brasilia,DF,11466
cust_005382,sao paulo,SP,86028
cust_005383,sorocaba,SP,76326
cust_005384,sorocaba,SP,78361
cust_005385,sao paulo,SP,31972
cust_005386,cuiaba,MT,37809
cust_005387,curitiba,Unknown,87601
cust_005388,rio de janeiro,RJ,56604
cust_005389,sorocaba,SP,58600
cust_005390,sorocaba,SP,98711
cust_005391,porto alegre,RS,82389
cust_005392,santos,SP,36444
cust_005393,santos,SP,5968
cust_005394,cuiaba,MT,24710
cust_005395,contagem,MG,75877
cust_005396,feira de santana,BA,17153
cust_005397,santos,SP,31123
cust_005398,campinas,SP,94051
cust_005399,recife,PE,44441
cust_005400,feira de santana,BA,25708
cust_005401,londrina,PR,55258
cust_005402,uberlandia,MG,92833
cust_005403,sao paulo,SP,22306
cust_005404,belo horizonte,MG,59590
cust_005405,santos,SP,79675
cust_005406,sorocaba,SP,59417
cust_005407,duque de caxias,RJ,88143
cust_005408,santos,SP,40621
cust_005409,sorocaba,Unknown,79400
cust_005410,sao paulo,SP,40198
cust_005411,sorocaba,SP,6944
cust_005412,brasilia,DF,32755
cust_005413,vitoria,ES,15168
cust_005414,sao paulo,SP,73212
cust_005415,campinas,SP,40701
cust_005416,brasilia,DF,74136
cust_005417,campinas,SP,75012
cust_005418,curitiba,PR,53590
cust_005419,campinas,SP,92871
cust_005420,uberlandia,MG,45444
cust_005421,sao paulo,SP,69396
cust_005422,curitiba,PR,63926
cust_005423,rio de janeiro,RJ,71380
cust_005424,sao paulo,SP,49648
cust_005425,sorocaba,SP,43349
cust_005426,niteroi,RJ,82591
cust_005427,aracaju,SE,90204
cust_005428,niteroi,RJ,7449
cust_005429,santos,SP,97804
cust_005430,belo horizonte,MG,90357
cust_005431,campinas,SP,58839
cust_005432,goiania,GO,52924
cust_005433,salvador,BA,46293
cust_005434,sorocaba,SP,51411
cust_005435,contagem,MG,18438
cust_005436,caxias do sul,RS,39706
cust_005437,santos,SP,94730
cust_005438,contagem,MG,53695
cust_005439,rio de janeiro,RJ,36940
cust_005440,duque de caxias,RJ,22812
cust_005441,duque de caxias,RJ,77347
cust_005442,contagem,MG,50234
cust_005443,porto alegre,RS,58286
cust_005444,niteroi,RJ,40423
cust_005445,curitiba,PR,4447
cust_005446,rio de janeiro,RJ,30104
cust_005447,belo horizonte,MG,59631
cust_005448,campinas,SP,22006
cust_005449,duque de caxias,RJ,51114
cust_005450,niteroi,RJ,86160
cust_005451,sorocaba,SP,19698
cust_005452,sorocaba,SP,85166
cust_005453,niteroi,RJ,14807
cust_005454,campinas,SP,49026
cust_005455,campinas,SP,65272
cust_005456,sorocaba,SP,23914
cust_005457,belo horizonte,MG,23805
cust_005458,joao pessoa,PB,45586
cust_005459,brasilia,DF,3044
cust_005460,sao luis,MA,92637
cust_005461,cuiaba,MT,26510
cust_005462,campinas,SP,78159
cust_005463,campinas,SP,29536
cust_005464,campinas,SP,80947
cust_005465,campinas,SP,19205
cust_005466,brasilia,DF,70570
cust_005467,recife,Unknown,72334
cust_005468,belo horizonte,MG,72676
cust_005469,recife,PE,6394
cust_005470,caxias do sul,RS,15812
cust_005471,duque de caxias,RJ,87158
cust_005472,santos,SP,35337
cust_005473,cuiaba,MT,80456
cust_005474,caxias do sul,RS,83363
cust_005475,campinas,SP,69645
cust_005476,santos,SP,18549
cust_005477,joinville,SC,34133
cust_005478,florianopolis,SC,8440
cust_005479,rio de janeiro,RJ,1581
cust_005480,aracaju,SE,84793
cust_005481,sorocaba,SP,48199
cust_005482,vitoria,ES,78293
cust_005483,belo horizonte,MG,16492
cust_005484,londrina,PR,16654
cust_005485,fortaleza,CE,56776
cust_005486,salvador,BA,53283
cust_005487,santos,SP,41937
cust_005488,goiania,GO,5128
cust_005489,duque de caxias,RJ,27068
cust_005490,santos,SP,15703
cust_005491,porto alegre,RS,17434
cust_005492,niteroi,RJ,26468
cust_005493,rio de janeiro,RJ,66998
cust_005494,sorocaba,SP,70695
cust_005495,campinas,SP,80402
cust_005496,sorocaba,SP,31188
cust_005497,londrina,PR,54510
cust_005498,campinas,SP,81236
cust_005499,uberlandia,MG,49263
cust_005500,duque de caxias,RJ,3330
cust_005501,santos,SP,50164
cust_005502,santos,SP,1428
cust_005503,sorocaba,SP,39306
cust_005504,goiania,GO,30679
cust_005505,vitoria,ES,91607
cust_005506,campinas,SP,73363
cust_005507,santos,SP,66203
cust_005508,uberlandia,MG,95201
cust_005509,sao paulo,SP,94283
cust_005510,niteroi,RJ,32228
cust_005511,rio de janeiro,RJ,55603
cust_005512,contagem,MG,56133
cust_005513,campinas,SP,3341
cust_005514,recife,PE,5093
cust_005515,sorocaba,SP,34560
cust_005516,sorocaba,SP,1124
cust_005517,belem,PA,69309
cust_005518,campinas,SP,2560
cust_005519,sorocaba,Unknown,23521
cust_005520,sao paulo,SP,10635
cust_005521,porto alegre,Unknown,50495
cust_005522,contagem,MG,87559
cust_005523,niteroi,RJ,6362
cust_005524,sao paulo,SP,64497
cust_005525,sao paulo,SP,54655
cust_005526,sorocaba,SP,89931
cust_005527,niteroi,Unknown,59974
cust_005528,campinas,SP,83654
cust_005529,niteroi,RJ,69440
cust_005530,curitiba,PR,76743
cust_005531,contagem,MG,49087
cust_005532,belo horizonte,MG,36016
cust_005533,uberlandia,Unknown,51677
cust_005534,sorocaba,SP,14267
cust_005535,belo horizonte,Unknown,71496
cust_005536,santos,SP,11232
cust_005537,caxias do sul,RS,93344
cust_005538,duque de caxias,RJ,3476
cust_005539,contagem,MG,12120
cust_005540,brasilia,DF,18599
cust_005541,sao paulo,SP,19172
cust_005542,campinas,SP,2894
cust_005543,recife,PE,98509
cust_005544,campinas,SP,69091
cust_005545,sorocaba,SP,30741
cust_005546,campinas,Unknown,39495
cust_005547,campinas,SP,23428
cust_005548,rio de janeiro,RJ,53286
cust_005549,brasilia,DF,40216
cust_005550,londrina,PR,48405
cust_005551,niteroi,RJ,40585
cust_005552,londrina,PR,29059
cust_005553,brasilia,DF,50968
cust_005554,santos,SP,12338
cust_005555,contagem,MG,56168
cust_005556,sorocaba,SP,54686
cust_005557,santos,SP,12873
cust_005558,londrina,PR,86509
cust_005559,florianopolis,SC,95189
cust_005560,goiania,GO,75219
cust_005561,rio de janeiro,RJ,94976
cust_005562,sorocaba,SP,93214
cust_005563,sorocaba,SP,74173
cust_005564,sao paulo,SP,36241
cust_005565,campinas,SP,21636
cust_005566,rio de janeiro,RJ,84723
cust_005567,uberlandia,MG,49283
cust_005568,campinas,SP,72533
cust_005569,santos,SP,89165
cust_005570,santos,SP,94356
cust_005571,londrina,PR,68614
cust_005572,sorocaba,SP,29488
cust_005573,campinas,SP,9093
cust_005574,niteroi,RJ,80558
cust_005575,santos,SP,3388
cust_005576,campinas,SP,51307
cust_005577,feira de santana,BA,30111
cust_005578,sao paulo,SP,44236
cust_005579,sorocaba,SP,87979
cust_005580,sorocaba,SP,47109
cust_005581,campinas,SP,15653
cust_005582,recife,Unknown,43825
cust_005583,porto alegre,RS,10998
cust_005584,rio de janeiro,RJ,87828
cust_005585,belo horizonte,MG,4899
cust_005586,sao paulo,SP,94495
cust_005587,sorocaba,SP,22931
cust_005588,sorocaba,SP,66635
cust_005589,feira de santana,BA,88418
cust_005590,curitiba,PR,20084
cust_005591,campinas,SP,93087
cust_005592,londrina,PR,42630
cust_005593,santos,SP,51478
cust_005594,sao paulo,SP,36203
cust_005595,sorocaba,SP,98665
cust_005596,sao paulo,Unknown,67426
cust_005597,sao paulo,SP,36472
cust_005598,recife,PE,7964
cust_005599,sorocaba,Unknown,89348
cust_005600,sorocaba,SP,65758
cust_005601,santos,SP,13463
cust_005602,campinas,SP,47213
cust_005603,sao paulo,SP,27212
cust_005604,campinas,SP,26843
cust_005605,santos,SP,48434
cust_005606,sao paulo,SP,7288
cust_005607,santos,SP,25353
cust_005608,belo horizonte,MG,6244
cust_005609,vitoria,ES,94053
cust_005610,campinas,SP,89324
cust_005611,porto alegre,RS,17105
cust_005612,belo horizonte,MG,58095
cust_005613,belo horizonte,MG,23226
cust_005614,caxias do sul,RS,55605
cust_005615,duque de caxias,RJ,46182
cust_005616,belem,PA,2732
cust_005617,sao paulo,SP,79536
cust_005618,niteroi,RJ,77327
cust_005619,contagem,MG,6934
cust_005620,fortaleza,CE,21851
cust_005621,rio de janeiro,RJ,12365
cust_005622,natal,RN,38956
cust_005623,contagem,MG,45324
cust_005624,porto alegre,Unknown,65013
cust_005625,salvador,Unknown,63674
cust_005626,curitiba,PR,14318
cust_005627,niteroi,RJ,48470
cust_005628,joinville,SC,79871
cust_005629,sao paulo,SP,89015
cust_005630,belem,PA,83692
cust_005631,feira de santana,BA,30607
cust_005632,contagem,MG,52429
cust_005633,campinas,SP,15238
cust_005634,sao paulo,SP,37175
cust_005635,santos,SP,28820
cust_005636,santos,SP,25937
cust_005637,porto alegre,RS,87897
cust_005638,goiania,GO,72671
cust_005639,caxias do sul,RS,85178
cust_005640,sorocaba,SP,34715
cust_005641,sao luis,MA,40183
cust_005642,brasilia,DF,81142
cust_005643,porto alegre,RS,5176
cust_005644,santos,SP,73511
cust_005645,caxias do sul,RS,68306
cust_005646,sao paulo,SP,35939
cust_005647,sao paulo,SP,94288
cust_005648,belo horizonte,MG,23659
cust_005649,porto alegre,RS,34368
cust_005650,campinas,SP,36415
cust_005651,belem,PA,37378
cust_005652,brasilia,DF,34886
cust_005653,contagem,MG,48150
cust_005654,sorocaba,SP,95707
cust_005655,campinas,SP,48838
cust_005656,contagem,MG,63103
cust_005657,feira de santana,BA,67110
cust_005658,duque de caxias,RJ,66097
cust_005659,campinas,SP,33806
cust_005660,santos,SP,29072
cust_005661,sorocaba,SP,37116
cust_005662,contagem,MG,37064
cust_005663,niteroi,RJ,82681
cust_005664,campinas,SP,47149
cust_005665,rio de janeiro,RJ,93224
cust_005666,goiania,GO,97693
cust_005667,niteroi,RJ,68281
cust_005668,santos,SP,67089
cust_005669,uberlandia,MG,13362
cust_005670,belem,PA,16251
cust_005671,sao paulo,SP,71358
cust_005672,sorocaba,SP,99102
cust_005673,contagem,MG,80549
cust_005674,sorocaba,SP,27659
cust_005675,recife,PE,68154
cust_005676,porto alegre,RS,62550
cust_005677,santos,SP,6373
cust_005678,goiania,GO,87640
cust_005679,contagem,MG,35335
cust_005680,duque de caxias,RJ,61959
cust_005681,campinas,Unknown,34531
cust_005682,contagem,MG,92665
cust_005683,recife,PE,47382
cust_005684,santos,SP,84960
cust_005685,sao paulo,SP,94055
cust_005686,vitoria,ES,4465
cust_005687,sao paulo,Unknown,42752
cust_005688,campinas,SP,68993
cust_005689,sorocaba,SP,84429
cust_005690,caxias do sul,RS,72363
cust_005691,caxias do sul,RS,66284
cust_005692,santos,SP,37807
cust_005693,sorocaba,SP,17277
cust_005694,uberlandia,MG,91042
cust_005695,porto alegre,RS,5370
cust_005696,campinas,SP,80290
cust_005697,niteroi,RJ,4517
cust_005698,belo horizonte,MG,37339
cust_005699,sorocaba,SP,86089
cust_005700,sorocaba,SP,23085
cust_005701,belem,PA,27146
cust_005702,goiania,GO,22045
cust_005703,campinas,SP,68445
cust_005704,goiania,GO,22833
cust_005705,contagem,MG,70060
cust_005706,natal,RN,59332
cust_005707,campo grande,MS,89410
cust_005708,contagem,MG,64633
cust_005709,niteroi,RJ,40848
cust_005710,sao paulo,SP,15738
cust_005711,rio de janeiro,RJ,44896
cust_005712,santos,SP,55303
cust_005713,belo horizonte,MG,93344
cust_005714,sorocaba,SP,25777
cust_005715,salvador,BA,38863
cust_005716,campo grande,MS,91129
cust_005717,sorocaba,SP,91890
cust_005718,belo horizonte,MG,85773
cust_005719,florianopolis,SC,18750
cust_005720,belo horizonte,MG,12446
cust_005721,vitoria,ES,38213
cust_005722,niteroi,RJ,25976
cust_005723,sao paulo,SP,32017
cust_005724,rio de janeiro,Unknown,94506
cust_005725,rio de janeiro,RJ,54266
cust_005726,santos,SP,30599
cust_005727,florianopolis,SC,73090
cust_005728,belo horizonte,MG,81765
cust_005729,santos,SP,43749
cust_005730,campinas,SP,5995
cust_005731,santos,SP,47218
cust_005732,duque de caxias,RJ,39391
cust_005733,niteroi,RJ,19792
cust_005734,sorocaba,SP,61864
cust_005735,feira de santana,BA,73871
cust_005736,belem,PA,40554
cust_005737,niteroi,RJ,38835
cust_005738,porto alegre,RS,79273
cust_005739,belem,PA,18679
cust_005740,campinas,SP,98011
cust_005741,sorocaba,SP,42476
cust_005742,sorocaba,SP,51839
cust_005743,rio de janeiro,RJ,59532
cust_005744,santos,SP,46899
cust_005745,belo horizonte,MG,5815
cust_005746,duque de caxias,RJ,70745
cust_005747,campinas,SP,89663
cust_005748,sao paulo,SP,75616
cust_005749,sorocaba,SP,69117
cust_005750,niteroi,RJ,6919
cust_005751,sorocaba,SP,78798
cust_005752,sorocaba,SP,44320
cust_005753,campinas,SP,31114
cust_005754,porto alegre,RS,50474
cust_005755,sorocaba,SP,23610
cust_005756,uberlandia,MG,31433
cust_005757,salvador,BA,81279
cust_005758,niteroi,RJ,76148
cust_005759,santos,SP,56412
cust_005760,contagem,MG,88810
cust_005761,sao paulo,SP,16469
cust_005762,salvador,BA,84687
cust_005763,londrina,PR,48214
cust_005764,sorocaba,SP,63743
cust_005765,sao paulo,SP,83858
cust_005766,caxias do sul,RS,79625
cust_005767,uberlandia,MG,99087
cust_005768,sorocaba,Unknown,24029
cust_005769,curitiba,PR,17754
cust_005770,sao paulo,SP,3542
cust_005771,recife,PE,67597
cust_005772,feira de santana,BA,51831
cust_005773,sorocaba,SP,66932
cust_005774,sao paulo,SP,41588
cust_005775,santos,SP,35573
cust_005776,joinville,Unknown,88288
cust_005777,sorocaba,SP,18993
cust_005778,campinas,SP,79120
cust_005779,contagem,MG,11524
cust_005780,sao paulo,SP,38802
cust_005781,santos,SP,5699
cust_005782,londrina,PR,2725
cust_005783,rio de janeiro,RJ,4525
cust_005784,belo horizonte,MG,28212
cust_005785,sorocaba,SP,94379
cust_005786,niteroi,RJ,36683
cust_005787,duque de caxias,RJ,61799
cust_005788,campinas,SP,67907
cust_005789,campo grande,MS,87688
cust_005790,santos,SP,90423
cust_005791,santos,SP,4808
cust_005792,brasilia,DF,22874
cust_005793,campinas,SP,77071
cust_005794,vitoria,ES,78804
cust_005795,niteroi,RJ,98106
cust_005796,campinas,SP,73128
cust_005797,sao paulo,SP,54063
cust_005798,santos,SP,35961
cust_005799,belem,Unknown,47634
cust_005800,vitoria,ES,2600
cust_005801,belo horizonte,MG,68818
cust_005802,santos,SP,4237
cust_005803,niteroi,RJ,65145
cust_005804,sorocaba,SP,62304
cust_005805,sorocaba,Unknown,98498
cust_005806,sao paulo,SP,84864
cust_005807,sao paulo,SP,73184
cust_005808,sorocaba,SP,63563
cust_005809,porto alegre,RS,30395
cust_005810,santos,SP,77593
cust_005811,sorocaba,SP,55790
cust_005812,sorocaba,SP,50783
cust_005813,porto alegre,RS,62508
cust_005814,uberlandia,MG,27023
cust_005815,campinas,Unknown,26775
cust_005816,goiania,GO,4936
cust_005817,belo horizonte,MG,39314
cust_005818,sao paulo,SP,81916
cust_005819,sao paulo,SP,9379
cust_005820,sao luis,MA,47948
cust_005821,sorocaba,SP,85154
cust_005822,campinas,SP,87769
cust_005823,niteroi,RJ,93210
cust_005824,santos,SP,37648
cust_005825,florianopolis,SC,34243
cust_005826,joinville,SC,28321
cust_005827,florianopolis,SC,42094
cust_005828,uberlandia,MG,67037
