order_id,order_item_id,product_id,seller_id,price,freight_value,item_cost,item_margin
order_028372,3,prod_01423,seller_00049,7.58,7.29,11.03,-3.45
order_002110,1,prod_00792,seller_00204,32.34,10.89,20.48,11.86
order_003936,1,prod_01498,seller_00051,54.4,12.85,20.93,33.47
order_001880,2,prod_01640,seller_00017,10.97,13.07,5.97,5.0
order_009048,4,prod_01176,seller_00275,42.93,16.58,15.03,27.9
order_010537,1,prod_01017,seller_00321,124.96,20.92,94.84,30.12
order_023205,3,prod_01198,seller_00351,68.19,14.98,48.27,19.92
order_002757,2,prod_00686,seller_00143,45.97,16.11,13.55,32.42
order_016613,2,prod_01021,seller_00263,11.52,8.36,6.24,5.28
order_011473,2,prod_01910,seller_00282,31.15,10.68,17.36,13.79
order_018789,1,prod_00178,seller_00039,27.16,10.28,23.85,3.31
order_007455,1,prod_00591,seller_00224,40.86,11.48,20.77,20.09
order_027174,3,prod_00571,seller_00494,49.66,8.36,10.73,38.93
order_021078,1,prod_01206,seller_00353,77.33,19.17,51.62,25.71
order_022152,1,prod_01839,seller_00184,190.63,37.32,113.71,76.92
order_026165,1,prod_00617,seller_00265,159.04,33.63,77.33,81.71
order_002548,1,prod_01673,seller_00228,17.46,6.5,9.52,7.94
order_020317,1,prod_00919,seller_00046,60.84,16.08,44.56,16.28
order_028321,1,prod_00019,seller_00086,40.9,8.06,16.77,24.13
order_020454,2,prod_01726,seller_00376,18.85,6.5,12.16,6.69
order_006451,4,prod_01836,seller_00223,19.61,10.07,20.26,-0.65
order_008239,1,prod_00598,seller_00086,61.68,12.69,49.85,11.83
order_007944,1,prod_00839,seller_00038,57.54,11.4,17.11,40.43
order_011044,1,prod_01469,seller_00027,39.19,9.43,18.68,20.51
order_008635,1,prod_01258,seller_00270,26.81,9.84,6.11,20.7
order_000710,1,prod_01524,seller_00150,59.92,9.15,44.19,15.73
order_024268,1,prod_01685,seller_00382,37.78,14.78,25.98,11.8
order_011340,1,prod_01956,seller_00068,74.25,17.7,44.51,29.74
order_000092,1,prod_01418,seller_00161,139.73,25.15,46.19,93.54
order_018541,1,prod_01720,seller_00379,262.81,22.02,32.68,230.13
order_010589,1,prod_00007,seller_00451,18.61,8.09,9.57,9.04
order_002299,1,prod_00322,seller_00152,35.78,16.62,17.53,18.25
order_006258,4,prod_01877,seller_00064,87.03,9.28,91.66,-4.63
order_007555,2,prod_01333,seller_00057,66.18,19.94,27.92,38.26
order_025352,1,prod_01800,seller_00252,458.13,79.95,138.78,319.35
order_001489,3,prod_00859,seller_00033,29.6,14.31,13.7,15.9
order_005624,2,prod_00804,seller_00178,94.25,23.85,28.02,66.23
order_013954,1,prod_01506,seller_00303,8.43,11.92,7.58,0.85
order_018054,1,prod_00943,seller_00201,5.87,7.68,9.65,-3.78
order_009255,3,prod_00386,seller_00373,172.64,15.15,108.0,64.64
order_026488,1,prod_00181,seller_00482,20.25,6.5,12.56,7.69
order_001784,1,prod_00591,seller_00430,155.44,34.05,20.77,134.67
order_007805,2,prod_01308,seller_00106,72.27,20.32,35.48,36.79
order_009121,1,prod_01118,seller_00130,11.88,8.95,13.76,-1.88
order_007680,4,prod_01518,seller_00355,94.71,10.69,38.27,56.44
order_008182,1,prod_01172,seller_00340,126.8,26.12,92.67,34.13
order_017386,1,prod_00820,seller_00241,73.82,19.48,44.1,29.72
order_029271,2,prod_01570,seller_00211,26.63,9.95,10.7,15.93
order_006786,1,prod_00412,seller_00417,29.42,14.72,22.81,6.61
order_000675,1,prod_01735,seller_00071,14.33,11.32,15.86,-1.53
order_008351,1,prod_00701,seller_00490,22.28,12.03,10.53,11.75
order_009192,1,prod_01798,seller_00483,37.01,13.06,12.41,24.6
order_021194,2,prod_01010,seller_00086,36.54,8.01,13.99,22.55
order_019863,1,prod_00397,seller_00192,18.42,12.29,18.33,0.09
order_010951,1,prod_01077,seller_00274,17.57,8.88,26.67,-9.1
order_015817,1,prod_00621,seller_00193,14.52,8.27,13.04,1.48
order_003598,2,prod_01233,seller_00061,20.1,14.16,10.08,10.02
order_001435,1,prod_00752,seller_00415,29.41,6.5,19.61,9.8
order_015706,1,prod_00630,seller_00350,95.08,15.5,36.5,58.58
order_008875,1,prod_00622,seller_00069,95.04,20.56,56.83,38.21
order_016708,2,prod_00656,seller_00328,27.47,16.08,24.45,3.02
order_013402,1,prod_00313,seller_00416,21.76,11.89,6.62,15.14
order_015780,1,prod_00695,seller_00099,29.18,13.27,27.56,1.62
order_000157,1,prod_01832,seller_00128,16.56,10.45,7.0,9.56
order_005355,1,prod_00235,seller_00393,28.6,7.4,33.4,-4.8
order_001185,1,prod_01952,seller_00390,83.13,20.93,52.18,30.95
order_006844,1,prod_01217,seller_00422,19.73,8.12,15.59,4.14
order_026156,1,prod_01757,seller_00196,8.54,9.42,9.7,-1.16
order_012015,2,prod_01531,seller_00033,62.84,11.72,23.95,38.89
order_002493,4,prod_01820,seller_00249,219.14,40.25,119.75,99.39
order_013082,2,prod_00207,seller_00452,40.32,7.02,11.67,28.65
order_024088,1,prod_00371,seller_00295,107.46,10.24,60.58,46.88
order_002875,2,prod_00295,seller_00477,64.7,9.62,28.04,36.66
order_019640,4,prod_01539,seller_00189,38.97,9.21,25.81,13.16
order_026979,1,prod_01569,seller_00294,29.68,11.29,40.63,-10.95
order_004922,1,prod_00854,seller_00001,136.26,15.01,53.38,82.88
order_000148,1,prod_00158,seller_00428,82.96,15.06,21.31,61.65
order_029213,2,prod_00412,seller_00017,13.08,13.02,22.81,-9.73
order_021913,1,prod_00308,seller_00429,32.09,11.34,22.52,9.57
order_020058,1,prod_00616,seller_00110,39.09,10.09,27.36,11.73
order_014879,1,prod_00264,seller_00185,82.91,20.45,17.25,65.66
order_003123,1,prod_01010,seller_00413,89.59,26.0,13.99,75.6
order_030020,1,prod_01941,seller_00461,33.33,12.3,21.59,11.74
order_004303,1,prod_01551,seller_00106,31.67,10.31,26.36,5.31
order_005721,1,prod_00591,seller_00217,51.91,18.62,20.77,31.14
order_019907,1,prod_00236,seller_00297,18.6,11.25,7.61,10.99
order_025647,2,prod_00177,seller_00118,63.87,14.91,32.82,31.05
order_008888,3,prod_01563,seller_00183,17.9,9.59,8.57,9.33
order_015771,1,prod_00139,seller_00107,101.55,18.91,60.08,41.47
order_029862,1,prod_01741,seller_00012,28.18,12.25,18.88,9.3
order_015795,1,prod_00011,seller_00432,102.04,14.13,71.21,30.83
order_028874,3,prod_00876,seller_00036,33.29,7.31,15.28,18.01
order_019720,1,prod_01834,seller_00160,70.2,8.74,18.18,52.02
order_027675,3,prod_00525,seller_00145,61.77,19.38,36.5,25.27
order_020626,1,prod_01710,seller_00329,16.56,8.92,16.83,-0.27
order_016077,1,prod_01356,seller_00272,19.96,8.94,10.35,9.61
order_006454,2,prod_01674,seller_00368,24.86,11.9,15.53,9.33
order_022622,3,prod_01302,seller_00350,12.13,11.85,17.61,-5.48
order_001090,2,prod_00661,seller_00005,127.89,24.18,81.7,46.19
order_025912,1,prod_00757,seller_00263,5.93,12.68,5.76,0.17
order_012965,3,prod_00525,seller_00236,35.9,16.97,36.5,-0.6
order_027889,1,prod_00003,seller_00259,31.48,12.42,19.33,12.15
order_021730,2,prod_01304,seller_00247,88.66,18.94,33.99,54.67
order_016555,2,prod_00726,seller_00114,52.8,14.75,34.86,17.94
order_024448,2,prod_01055,seller_00096,32.02,11.47,19.36,12.66
order_021057,1,prod_00838,seller_00236,31.07,11.21,18.72,12.35
order_016653,1,prod_01500,seller_00481,199.42,42.78,47.73,151.69
order_015252,2,prod_00677,seller_00065,11.96,11.83,21.07,-9.11
order_013280,1,prod_00392,seller_00331,7.33,6.5,6.37,0.96
order_019512,1,prod_01996,seller_00476,43.92,12.11,23.88,20.04
order_018706,1,prod_01784,seller_00271,14.31,6.5,11.56,2.75
order_013153,3,prod_00647,seller_00267,87.52,17.83,28.99,58.53
order_009063,1,prod_00961,seller_00068,230.48,36.85,71.28,159.2
order_014117,1,prod_00647,seller_00479,56.0,20.69,28.99,27.01
order_014562,1,prod_01368,seller_00438,292.07,51.37,139.01,153.06
order_014254,1,prod_01988,seller_00230,89.57,24.26,70.99,18.58
order_005848,2,prod_00965,seller_00368,17.39,13.91,10.27,7.12
order_001339,1,prod_01190,seller_00272,14.55,11.04,7.68,6.87
order_017215,1,prod_01978,seller_00113,19.19,7.83,9.21,9.98
order_009908,1,prod_00482,seller_00393,13.79,9.39,10.67,3.12
order_014787,2,prod_01783,seller_00110,23.81,6.86,9.81,14.0
order_006254,1,prod_01838,seller_00315,40.29,8.8,21.65,18.64
order_002371,3,prod_00030,seller_00341,18.44,13.04,7.49,10.95
order_009641,1,prod_01266,seller_00005,39.59,13.92,37.11,2.48
order_013701,1,prod_01890,seller_00344,100.95,17.85,54.17,46.78
order_023067,3,prod_00747,seller_00293,44.34,9.5,35.66,8.68
order_004315,1,prod_00236,seller_00053,18.26,9.82,7.61,10.65
order_004420,3,prod_00466,seller_00030,24.83,7.81,15.98,8.85
order_011365,1,prod_01953,seller_00137,253.01,37.61,37.87,215.14
order_022465,3,prod_00077,seller_00349,265.82,32.41,208.38,57.44
order_012608,2,prod_01591,seller_00453,106.06,17.92,39.13,66.93
order_005788,1,prod_00977,seller_00365,35.95,11.56,11.55,24.4
order_002645,1,prod_00187,seller_00386,47.08,14.79,35.54,11.54
order_029840,1,prod_00965,seller_00166,15.37,7.9,10.27,5.1
order_013993,1,prod_01006,seller_00030,31.1,14.2,14.25,16.85
order_012900,1,prod_00832,seller_00236,18.42,7.0,16.42,2.0
order_028655,3,prod_00790,seller_00272,55.69,14.01,10.97,44.72
order_029998,1,prod_01162,seller_00425,285.95,29.2,213.6,72.35
order_025163,1,prod_01456,seller_00432,32.58,13.34,37.81,-5.23
order_014050,1,prod_00426,seller_00162,61.13,12.54,23.23,37.9
order_000659,1,prod_00518,seller_00075,267.46,23.61,61.32,206.14
order_024647,2,prod_01178,seller_00207,180.98,15.49,57.14,123.84
order_014604,1,prod_01667,seller_00279,104.67,21.14,42.85,61.82
order_017544,2,prod_01104,seller_00145,27.01,13.11,6.75,20.26
order_019493,1,prod_00362,seller_00324,52.71,9.47,14.84,37.87
order_005536,1,prod_00575,seller_00231,24.14,6.5,9.85,14.29
order_025693,1,prod_00453,seller_00134,27.8,11.32,18.06,9.74
order_017257,1,prod_01524,seller_00022,233.99,17.3,44.19,189.8
order_004263,1,prod_01819,seller_00447,28.49,8.31,20.89,7.6
order_003035,4,prod_00784,seller_00264,38.54,9.26,59.35,-20.81
order_024672,2,prod_01660,seller_00162,28.75,6.5,6.88,21.87
order_027291,3,prod_01898,seller_00182,189.95,19.89,74.44,115.51
order_012893,1,prod_01432,seller_00442,15.93,15.06,10.83,5.1
order_015075,2,prod_00239,seller_00039,21.7,13.34,16.68,5.02
order_026022,1,prod_00336,seller_00247,16.92,11.99,9.69,7.23
order_010004,1,prod_00695,seller_00466,29.52,13.62,27.56,1.96
order_026130,1,prod_01270,seller_00458,27.18,11.12,20.08,7.1
order_026011,1,prod_00714,seller_00225,14.81,6.5,22.45,-7.64
order_020060,1,prod_00188,seller_00217,70.31,15.58,31.53,38.78
order_027277,1,prod_01019,seller_00139,73.23,23.41,46.19,27.04
order_000942,1,prod_01259,seller_00360,304.75,46.28,50.86,253.89
order_017228,1,prod_01586,seller_00271,21.13,15.11,21.49,-0.36
order_007155,2,prod_00780,seller_00061,11.64,8.55,12.55,-0.91
order_002550,3,prod_00762,seller_00311,23.99,8.99,25.98,-1.99
order_021111,1,prod_00216,seller_00144,97.79,24.7,16.29,81.5
order_025261,3,prod_01275,seller_00084,27.4,10.99,28.16,-0.76
order_028599,1,prod_01902,seller_00100,42.68,12.1,15.1,27.58
order_007951,1,prod_00703,seller_00418,60.43,10.68,44.14,16.29
order_006782,1,prod_01062,seller_00360,105.76,10.83,90.23,15.53
order_021589,1,prod_01999,seller_00425,15.12,8.12,9.32,5.8
order_002492,1,prod_01107,seller_00384,18.63,13.21,16.11,2.52
order_005657,4,prod_01213,seller_00412,37.82,14.23,21.42,16.4
order_010412,2,prod_01135,seller_00357,111.09,27.55,16.83,94.26
order_026498,1,prod_00916,seller_00100,61.93,17.14,21.31,40.62
order_020409,1,prod_01576,seller_00306,13.88,11.23,7.78,6.1
order_029680,1,prod_00368,seller_00420,31.46,10.54,36.07,-4.61
order_022661,4,prod_01578,seller_00209,138.41,10.2,39.05,99.36
order_003534,3,prod_01312,seller_00251,112.26,20.32,178.62,-66.36
order_024304,2,prod_01425,seller_00491,65.98,12.89,37.46,28.52
order_021947,1,prod_00291,seller_00057,24.34,10.38,15.93,8.41
order_016356,2,prod_00805,seller_00499,52.71,7.12,33.82,18.89
order_016570,2,prod_00738,seller_00414,35.1,15.15,17.01,18.09
order_023944,2,prod_00337,seller_00057,110.38,23.48,91.23,19.15
order_009940,1,prod_01071,seller_00163,41.45,8.94,6.75,34.7
order_002331,1,prod_01912,seller_00053,39.33,9.1,13.21,26.12
order_015472,1,prod_01692,seller_00153,239.2,19.52,41.63,197.57
order_024717,1,prod_00878,seller_00386,53.07,13.81,50.04,3.03
order_007718,1,prod_00983,seller_00475,89.1,19.3,96.03,-6.93
order_027143,1,prod_01602,seller_00088,60.68,13.72,9.74,50.94
order_024342,1,prod_00301,seller_00222,33.89,15.54,12.71,21.18
order_026433,1,prod_00021,seller_00170,66.0,17.4,32.79,33.21
order_022310,2,prod_01206,seller_00448,94.75,6.87,51.62,43.13
order_014510,1,prod_00250,seller_00266,235.53,27.97,114.39,121.14
order_016098,1,prod_00953,seller_00370,33.98,7.63,27.23,6.75
order_029596,2,prod_01624,seller_00247,76.75,16.28,55.52,21.23
order_015552,2,prod_01851,seller_00279,236.07,51.51,41.12,194.95
order_000937,3,prod_00932,seller_00434,20.09,13.18,22.8,-2.71
order_002477,4,prod_00403,seller_00270,20.48,9.84,19.57,0.91
order_015078,1,prod_01175,seller_00132,37.05,12.66,24.94,12.11
order_001424,1,prod_00963,seller_00157,63.51,9.89,56.69,6.82
order_027048,1,prod_01231,seller_00072,57.38,14.4,52.86,4.52
order_028616,1,prod_00404,seller_00265,114.27,24.87,44.06,70.21
order_004847,1,prod_01771,seller_00191,151.52,19.42,76.08,75.44
order_028782,1,prod_01909,seller_00339,176.49,18.07,43.66,132.83
order_028427,1,prod_00182,seller_00414,31.33,11.46,15.31,16.02
order_007234,1,prod_01794,seller_00297,249.34,36.38,48.11,201.23
order_018993,1,prod_00116,seller_00196,49.6,13.35,25.7,23.9
order_018228,2,prod_00417,seller_00061,19.1,12.08,16.1,3.0
order_015006,1,prod_01740,seller_00437,43.12,14.28,12.54,30.58
order_001745,1,prod_01143,seller_00059,31.1,10.52,28.54,2.56
order_010000,1,prod_00260,seller_00356,57.93,17.84,15.89,42.04
order_012249,1,prod_01493,seller_00314,39.22,15.56,23.96,15.26
order_027966,1,prod_00877,seller_00425,73.84,14.09,27.7,46.14
order_008740,1,prod_01622,seller_00151,22.15,14.08,5.65,16.5
order_010513,1,prod_01233,seller_00055,19.21,7.59,10.08,9.13
order_001452,2,prod_01815,seller_00078,234.29,18.11,61.75,172.54
order_029162,2,prod_01666,seller_00318,333.27,28.01,85.66,247.61
order_001490,1,prod_01637,seller_00140,14.02,15.03,15.82,-1.8
order_018911,1,prod_00330,seller_00146,67.38,21.86,13.79,53.59
order_017133,1,prod_00420,seller_00388,20.15,9.07,10.28,9.87
order_011052,1,prod_00065,seller_00271,61.36,18.22,42.31,19.05
order_020620,1,prod_00492,seller_00202,133.18,20.31,23.5,109.68
order_026074,2,prod_01371,seller_00225,29.28,10.49,15.7,13.58
order_003387,1,prod_01233,seller_00481,13.53,8.94,10.08,3.45
order_016096,1,prod_01211,seller_00231,26.0,12.39,35.53,-9.53
order_008014,3,prod_00767,seller_00496,32.17,12.56,23.07,9.1
order_003198,2,prod_01143,seller_00143,50.76,9.71,28.54,22.22
order_002269,1,prod_01992,seller_00247,85.27,16.86,54.82,30.45
order_013050,1,prod_01372,seller_00065,36.41,9.22,8.29,28.12
order_013911,3,prod_01022,seller_00271,387.81,56.15,371.67,16.14
order_023294,2,prod_00687,seller_00079,14.2,9.88,12.47,1.73
order_008895,1,prod_01880,seller_00101,64.89,13.28,24.26,40.63
order_025412,1,prod_00850,seller_00399,60.04,18.14,11.69,48.35
order_010079,1,prod_00298,seller_00146,128.21,25.32,23.23,104.98
order_015719,1,prod_01115,seller_00309,9.72,8.16,16.63,-6.91
order_013473,2,prod_00128,seller_00215,91.18,14.38,73.71,17.47
order_002324,1,prod_00260,seller_00362,16.9,6.5,15.89,1.01
order_009609,1,prod_01963,seller_00156,16.81,16.1,7.85,8.96
order_000737,1,prod_00810,seller_00230,124.36,26.06,82.36,42.0
order_016823,2,prod_01733,seller_00002,189.72,15.15,110.02,79.7
order_025308,1,prod_00424,seller_00324,8.51,13.22,6.33,2.18
order_010980,1,prod_00875,seller_00194,18.89,11.45,10.42,8.47
order_027437,2,prod_01537,seller_00376,95.64,6.5,48.26,47.38
order_026968,1,prod_00215,seller_00111,56.47,11.89,45.58,10.89
order_026046,1,prod_00783,seller_00089,72.63,19.73,36.1,36.53
order_007818,1,prod_00750,seller_00209,233.55,21.85,125.97,107.58
order_014944,1,prod_01957,seller_00216,43.3,13.78,16.52,26.78
order_020570,1,prod_00055,seller_00495,49.79,10.46,15.1,34.69
order_009091,1,prod_01982,seller_00250,141.22,31.46,37.19,104.03
order_007822,1,prod_00825,seller_00070,63.14,11.72,21.3,41.84
order_013981,1,prod_00304,seller_00194,64.62,16.03,44.28,20.34
order_029812,1,prod_00149,seller_00447,58.29,12.28,18.55,39.74
order_005177,1,prod_00130,seller_00039,52.97,14.0,18.44,34.53
order_005240,3,prod_00777,seller_00430,12.34,6.5,6.94,5.4
order_017041,1,prod_01892,seller_00047,56.3,12.18,44.28,12.02
order_027253,1,prod_01028,seller_00442,46.46,10.08,40.77,5.69
order_021386,1,prod_00836,seller_00093,20.07,11.15,17.69,2.38
order_001376,2,prod_00928,seller_00419,26.92,8.39,16.23,10.69
order_010062,1,prod_01909,seller_00106,104.3,17.63,43.66,60.64
order_007007,2,prod_00311,seller_00159,14.17,6.5,7.74,6.43
order_016686,1,prod_00861,seller_00029,25.91,10.38,8.69,17.22
order_001442,1,prod_01220,seller_00236,111.01,23.96,71.26,39.75
order_027689,1,prod_00910,seller_00345,36.9,7.82,20.77,16.13
order_027355,2,prod_00477,seller_00458,307.94,41.34,78.99,228.95
order_022980,1,prod_00681,seller_00383,93.99,10.27,103.99,-10.0
order_011225,1,prod_00314,seller_00266,18.85,9.54,10.2,8.65
order_021105,1,prod_00452,seller_00360,138.21,30.24,72.27,65.94
order_012575,1,prod_00961,seller_00484,130.24,37.07,71.28,58.96
order_013032,1,prod_00473,seller_00265,15.14,6.92,8.64,6.5
order_015629,1,prod_01342,seller_00387,342.78,63.14,161.58,181.2
order_007337,3,prod_00269,seller_00435,33.24,10.83,9.87,23.37
order_001562,1,prod_00289,seller_00119,33.92,6.5,11.44,22.48
order_000803,1,prod_00070,seller_00240,17.36,6.5,10.93,6.43
order_003649,1,prod_01745,seller_00167,27.05,8.25,19.24,7.81
order_012422,1,prod_01947,seller_00072,17.76,10.97,27.5,-9.74
order_023638,3,prod_00860,seller_00145,48.86,16.88,74.13,-25.27
order_023232,1,prod_01803,seller_00113,76.15,14.52,41.33,34.82
order_014725,1,prod_00527,seller_00133,166.07,28.39,104.81,61.26
order_014727,1,prod_00587,seller_00344,43.86,7.58,33.47,10.39
order_003367,1,prod_01337,seller_00330,60.19,16.72,9.47,50.72
order_027514,1,prod_01397,seller_00252,76.51,19.05,67.29,9.22
order_026836,1,prod_01226,seller_00284,31.45,12.39,28.16,3.29
order_004660,2,prod_00187,seller_00313,32.19,11.36,35.54,-3.35
order_009603,1,prod_00856,seller_00407,8.77,6.5,9.76,-0.99
order_006651,1,prod_00650,seller_00121,79.74,16.77,33.62,46.12
order_007363,1,prod_01217,seller_00352,18.66,12.77,15.59,3.07
order_008082,1,prod_01436,seller_00095,29.54,9.86,39.41,-9.87
order_018915,2,prod_00942,seller_00066,143.99,25.34,57.74,86.25
order_024302,3,prod_00117,seller_00361,24.41,9.85,11.01,13.4
order_019165,2,prod_01458,seller_00089,14.73,11.33,11.39,3.34
order_018745,1,prod_00152,seller_00490,48.14,7.92,22.62,25.52
order_000862,1,prod_01632,seller_00000,117.8,17.38,79.32,38.48
order_020303,1,prod_00116,seller_00091,32.4,12.23,25.7,6.7
order_023322,1,prod_01710,seller_00460,67.67,18.84,16.83,50.84
order_012937,1,prod_00897,seller_00413,62.23,12.49,78.52,-16.29
order_019791,1,prod_00099,seller_00171,65.84,9.8,36.92,28.92
order_015853,1,prod_00760,seller_00089,44.16,11.73,13.54,30.62
order_009255,2,prod_00387,seller_00307,36.05,10.47,19.6,16.45
order_003505,1,prod_00557,seller_00177,118.37,8.69,64.65,53.72
order_024995,1,prod_00111,seller_00053,25.19,12.33,18.81,6.38
order_020483,4,prod_01576,seller_00181,13.19,7.38,7.78,5.41
order_011795,2,prod_01307,seller_00412,22.82,11.01,28.4,-5.58
order_004361,1,prod_00073,seller_00124,76.7,17.18,66.21,10.49
order_008963,1,prod_01544,seller_00415,74.63,12.29,31.0,43.63
order_007837,1,prod_01385,seller_00278,33.29,12.6,14.23,19.06
order_005119,1,prod_01277,seller_00043,91.14,16.47,81.51,9.63
order_012479,1,prod_01917,seller_00016,11.68,6.5,8.73,2.95
order_018060,2,prod_01189,seller_00275,38.95,10.35,41.26,-2.31
order_023947,1,prod_01930,seller_00269,19.33,8.81,13.04,6.29
order_029242,1,prod_01866,seller_00102,85.65,17.48,21.18,64.47
order_013404,2,prod_01722,seller_00170,195.79,21.27,129.54,66.25
order_000277,2,prod_01136,seller_00373,18.12,6.58,11.82,6.3
order_021581,1,prod_01100,seller_00226,11.13,11.38,17.05,-5.92
order_017549,1,prod_00120,seller_00305,18.96,12.11,8.09,10.87
order_018192,1,prod_00243,seller_00389,153.93,26.47,46.76,107.17
order_001526,1,prod_01842,seller_00160,21.25,6.99,34.65,-13.4
order_022268,2,prod_01342,seller_00167,603.74,106.78,161.58,442.16
order_017073,1,prod_00349,seller_00266,108.79,14.72,35.04,73.75
order_013450,1,prod_01956,seller_00317,37.22,8.86,44.51,-7.29
order_018313,4,prod_00329,seller_00210,38.21,9.93,17.32,20.89
order_027753,1,prod_00058,seller_00068,11.18,12.91,8.77,2.41
order_003923,1,prod_00778,seller_00473,54.01,8.1,33.3,20.71
order_011557,1,prod_00196,seller_00006,63.59,12.96,27.67,35.92
order_017712,3,prod_01319,seller_00223,157.73,34.58,44.25,113.48
order_009452,1,prod_00458,seller_00311,66.46,10.01,81.59,-15.13
order_026102,1,prod_01693,seller_00042,10.04,9.89,16.03,-5.99
order_000273,1,prod_01504,seller_00206,11.05,6.5,12.46,-1.41
order_025439,1,prod_00696,seller_00267,37.75,11.26,11.71,26.04
order_001710,1,prod_01574,seller_00251,23.31,12.88,29.48,-6.17
order_008353,3,prod_00266,seller_00147,16.41,14.57,29.26,-12.85
order_018649,1,prod_01989,seller_00062,9.49,10.92,6.15,3.34
order_002394,1,prod_01254,seller_00324,6.34,10.28,6.31,0.03
order_024252,1,prod_01858,seller_00053,40.57,18.69,14.5,26.07
order_004342,1,prod_01787,seller_00046,21.23,6.5,10.21,11.02
order_021586,1,prod_00010,seller_00041,45.76,14.31,49.86,-4.1
order_016195,1,prod_01564,seller_00297,121.54,31.92,59.91,61.63
order_001948,1,prod_01126,seller_00167,133.48,23.59,53.97,79.51
order_005538,3,prod_00600,seller_00226,14.72,11.41,7.87,6.85
order_010601,1,prod_01537,seller_00299,93.28,20.04,48.26,45.02
order_006654,3,prod_00107,seller_00430,18.29,13.83,11.43,6.86
order_001959,2,prod_00613,seller_00107,64.61,10.96,28.58,36.03
order_018267,1,prod_00508,seller_00340,49.73,13.37,11.95,37.78
order_003298,1,prod_00473,seller_00030,10.88,12.68,8.64,2.24
order_014851,2,prod_01610,seller_00393,149.93,14.03,57.43,92.5
order_024633,2,prod_01567,seller_00483,41.45,10.32,8.67,32.78
order_015786,1,prod_01132,seller_00477,30.69,8.87,16.43,14.26
order_028277,1,prod_00239,seller_00390,24.53,8.12,16.68,7.85
order_025682,1,prod_00951,seller_00402,25.02,10.37,29.12,-4.1
order_016217,1,prod_00905,seller_00433,5.63,6.5,6.86,-1.23
order_012621,2,prod_01478,seller_00231,99.88,15.52,70.83,29.05
order_022097,1,prod_00142,seller_00273,202.24,47.49,56.23,146.01
order_005210,1,prod_01824,seller_00386,87.46,18.07,47.12,40.34
order_024777,1,prod_01203,seller_00389,9.51,6.5,6.22,3.29
order_018890,1,prod_01310,seller_00236,34.55,16.92,28.35,6.2
order_017433,1,prod_00210,seller_00420,287.23,19.24,67.74,219.49
order_002421,1,prod_01081,seller_00472,74.42,12.4,27.88,46.54
order_028449,1,prod_01074,seller_00345,28.97,9.79,8.02,20.95
order_023296,1,prod_01229,seller_00483,113.14,15.98,69.55,43.59
order_010069,1,prod_00784,seller_00491,186.72,24.89,59.35,127.37
order_027884,2,prod_00802,seller_00329,39.52,10.52,23.32,16.2
order_023273,1,prod_01805,seller_00112,8.73,11.7,13.16,-4.43
order_006675,2,prod_00324,seller_00101,248.84,32.36,32.54,216.3
order_023933,1,prod_00840,seller_00305,92.89,16.74,29.19,63.7
order_017004,2,prod_00649,seller_00193,20.22,14.52,7.71,12.51
order_012885,1,prod_00147,seller_00263,80.88,17.35,31.57,49.31
order_021402,1,prod_01268,seller_00193,105.8,14.56,35.86,69.94
order_025126,1,prod_00894,seller_00018,11.42,9.25,8.26,3.16
order_026505,1,prod_01737,seller_00449,627.41,45.97,124.79,502.62
order_027737,1,prod_01750,seller_00404,32.71,14.28,15.71,17.0
order_005028,3,prod_00834,seller_00487,217.24,32.75,122.35,94.89
order_001681,2,prod_01071,seller_00078,7.77,11.0,6.75,1.02
order_027078,1,prod_00275,seller_00023,23.32,6.5,10.03,13.29
order_020035,4,prod_01875,seller_00326,520.36,87.65,113.39,406.97
order_020638,1,prod_01464,seller_00291,94.09,20.48,52.74,41.35
order_006898,1,prod_00263,seller_00013,34.75,6.91,14.36,20.39
order_016046,1,prod_01540,seller_00101,100.41,15.86,30.73,69.68
order_001087,2,prod_00102,seller_00231,11.12,8.94,6.35,4.77
order_016517,1,prod_00873,seller_00378,33.95,10.33,38.21,-4.26
order_028447,2,prod_00971,seller_00100,141.21,29.37,69.1,72.11
order_027521,1,prod_01779,seller_00416,182.72,34.51,52.59,130.13
order_020854,1,prod_00024,seller_00311,99.22,12.46,36.15,63.07
order_014609,1,prod_01054,seller_00430,12.27,8.47,19.8,-7.53
order_003626,1,prod_00216,seller_00274,10.36,13.27,16.29,-5.93
order_027321,3,prod_00220,seller_00170,32.33,14.09,17.47,14.86
order_027994,1,prod_00443,seller_00470,75.49,14.46,17.32,58.17
order_026135,1,prod_00686,seller_00277,88.22,17.53,13.55,74.67
order_015245,2,prod_00857,seller_00269,512.73,90.42,67.69,445.04
order_014556,1,prod_01139,seller_00177,51.48,15.88,47.31,4.17
order_000262,1,prod_01516,seller_00461,153.64,24.79,31.02,122.62
order_024512,2,prod_01288,seller_00073,271.53,33.64,100.17,171.36
order_001876,1,prod_00031,seller_00125,27.72,8.78,44.98,-17.26
order_016605,1,prod_00446,seller_00165,77.56,9.52,10.01,67.55
order_000336,2,prod_00477,seller_00144,137.17,7.51,78.99,58.18
order_010919,1,prod_00088,seller_00446,32.37,15.16,24.39,7.98
order_005137,1,prod_01531,seller_00302,24.06,13.43,23.95,0.11
order_017940,4,prod_00670,seller_00105,42.58,16.89,25.15,17.43
order_025284,1,prod_00358,seller_00299,29.64,8.39,39.71,-10.07
