product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_cost
prod_00455,unknown,1236,45.8,10.3,10.7,21.36
prod_00456,unknown,2464,35.9,37.2,32.7,6.85
prod_00457,diapers_and_hygiene,1961,35.0,20.0,24.8,9.7
prod_00458,industry_commerce_and_business,454,56.0,9.1,37.1,81.59
prod_00459,construction_tools,691,65.8,9.1,29.3,41.26
prod_00460,telephony,2290,42.2,6.3,18.0,10.76
prod_00461,pet_shop,2996,24.6,10.1,40.8,29.81
prod_00462,auto,1401,25.0,11.5,19.1,21.99
prod_00463,home_appliances,3248,5.0,19.4,46.5,30.32
prod_00464,market_place,1284,52.5,17.1,18.8,6.88
prod_00465,party_supplies,533,24.9,9.9,11.7,20.56
prod_00466,baby,1837,29.1,29.5,50.7,15.98
prod_00467,cool_stuff,6691,23.4,8.3,18.5,40.95
prod_00468,music,359,16.5,4.5,19.2,13.98
prod_00469,bed_bath_table,3166,78.8,15.1,12.0,24.8
prod_00470,fashion_shoes,1764,29.2,23.8,23.8,37.18
prod_00471,music,655,60.0,12.7,12.9,12.72
prod_00472,small_appliances,155,25.1,5.3,49.2,33.1
prod_00473,stationery,87,21.2,14.3,20.7,8.64
prod_00474,luggage_accessories,745,40.5,15.4,15.3,18.1
prod_00475,stationery,1563,49.3,16.4,25.9,12.19
prod_00476,cds_dvds_musicals,2175,50.9,14.5,70.3,8.57
prod_00477,home_appliances,2531,27.3,25.6,26.6,78.99
prod_00478,health_beauty,1463,42.6,6.2,22.3,32.59
prod_00479,unknown,1299,22.5,2.0,25.6,58.89
prod_00480,sports_leisure,891,31.2,3.2,38.0,17.06
prod_00481,party_supplies,1591,25.9,5.2,36.3,6.22
prod_00482,fashion_underwear_beach,664,23.9,21.4,28.9,10.67
prod_00483,stationery,379,31.9,10.6,41.6,6.73
prod_00484,home_appliances,1239,16.2,30.9,26.4,40.58
prod_00485,pet_shop,2061,47.3,5.8,23.2,25.04
prod_00486,cool_stuff,301,24.0,30.5,26.1,35.13
prod_00487,baby,745,46.2,7.2,18.9,63.6
prod_00488,consoles_games,1204,18.1,11.5,38.4,105.04
prod_00489,cool_stuff,1185,23.9,3.7,18.4,103.27
prod_00490,costruction_tools_garden,1730,16.2,28.2,7.6,50.06
prod_00491,computers_accessories,3840,15.8,12.5,10.7,101.59
prod_00492,luggage_accessories,88,19.5,40.9,30.4,23.5
prod_00493,fashion_bags_accessories,3954,18.3,24.4,16.8,13.1
prod_00494,fashion_shoes,3727,16.3,11.3,36.7,23.31
prod_00495,watches_gifts,2200,30.2,8.0,24.9,37.62
prod_00496,stationery,1381,40.1,22.0,38.3,8.07
prod_00497,music,676,41.1,13.3,8.1,7.16
prod_00498,baby,2182,10.8,7.7,18.3,31.05
prod_00499,housewares,1435,25.9,13.9,15.0,9.74
prod_00500,office_furniture,907,24.5,2.7,77.3,18.63
prod_00501,watches_gifts,2142,56.5,16.6,20.0,19.25
prod_00502,toys,2405,26.4,18.5,10.6,17.83
prod_00503,construction_tools,2981,28.9,5.7,30.1,19.41
prod_00504,fashion_shoes,611,13.1,26.0,14.3,25.35
prod_00505,market_place,2724,19.2,22.9,40.3,17.29
prod_00506,books_general,921,12.7,15.7,43.7,14.47
prod_00507,food_drink,1384,31.1,6.8,15.1,8.09
prod_00508,sports_leisure,1592,57.4,19.2,57.0,11.95
prod_00509,fashion_bags_accessories,2574,19.6,10.2,17.1,18.85
prod_00510,bed_bath_table,1990,26.5,14.7,28.7,32.94
prod_00511,bed_bath_table,895,18.4,20.3,40.9,39.82
prod_00512,garden_tools,107,21.6,4.6,30.4,26.06
prod_00513,fashion_underwear_beach,1716,31.5,3.6,20.0,29.82
prod_00514,signaling_and_security,1341,70.6,9.6,11.8,92.15
prod_00515,costruction_tools_garden,355,56.0,37.0,55.9,26.23
prod_00516,market_place,1464,64.1,41.9,30.7,27.76
prod_00517,costruction_tools_garden,1192,46.4,16.4,61.8,28.32
prod_00518,telephony,2961,26.3,23.2,33.0,61.32
prod_00519,food_drink,4134,24.5,12.8,57.7,18.68
prod_00520,signaling_and_security,2364,19.6,13.9,16.2,10.05
prod_00521,furniture_decor,1139,6.0,11.5,16.9,21.59
prod_00522,home_appliances,1278,26.1,24.9,22.8,28.64
prod_00523,food_drink,592,57.8,31.1,15.5,6.51
prod_00524,home_appliances,698,57.5,13.7,9.6,100.99
prod_00525,food_drink,1087,83.5,13.9,17.8,36.5
prod_00526,unknown,999,32.7,11.9,32.7,10.56
prod_00527,home_appliances,334,14.8,31.5,12.6,104.81
prod_00528,sports_leisure,2982,38.8,21.6,13.4,55.76
prod_00529,perfumery,3267,71.0,6.7,18.5,33.97
prod_00530,garden_tools,2917,61.5,36.3,14.6,22.95
prod_00531,home_appliances,3342,23.0,2.0,19.0,53.13
prod_00532,fashion_underwear_beach,4934,15.6,29.7,23.7,20.24
prod_00533,home_appliances,602,15.4,23.7,13.1,103.99
prod_00534,garden_tools,4795,20.3,13.8,18.7,28.78
prod_00535,toys,890,22.0,13.6,24.8,27.45
prod_00536,books_general,1905,25.3,12.3,15.8,8.87
prod_00537,health_beauty,252,41.3,6.9,11.8,7.13
prod_00538,garden_tools,797,24.8,34.7,16.5,35.83
prod_00539,signaling_and_security,2411,30.5,13.3,20.6,14.93
prod_00540,computers_accessories,1971,12.2,6.8,9.3,76.0
prod_00541,consoles_games,876,19.6,33.5,33.0,112.23
prod_00542,garden_tools,1277,19.2,17.5,21.2,10.73
prod_00543,computers_accessories,726,11.0,18.1,16.5,34.58
prod_00544,consoles_games,2407,24.5,37.8,10.2,260.08
prod_00545,office_furniture,3117,12.2,19.6,30.9,45.77
prod_00546,telephony,605,23.6,8.8,43.9,15.41
prod_00547,furniture_decor,1179,31.7,19.6,18.2,54.79
prod_00548,housewares,319,58.3,7.4,59.1,12.28
prod_00549,market_place,1431,18.6,9.9,24.2,6.39
prod_00550,industry_commerce_and_business,1764,31.3,16.1,24.6,65.86
prod_00551,telephony,1520,21.1,23.0,37.6,17.73
prod_00552,perfumery,1664,11.8,9.2,31.7,38.35
prod_00553,fashion_bags_accessories,1082,58.6,12.0,12.6,17.61
prod_00554,fashion_bags_accessories,1103,32.5,12.0,17.9,34.89
prod_00555,cool_stuff,1062,37.8,25.4,40.8,36.39
prod_00556,sports_leisure,776,63.3,13.6,32.0,6.23
prod_00557,office_furniture,861,23.5,36.0,59.4,64.65
prod_00558,fashion_bags_accessories,1706,14.4,9.9,29.6,20.03
prod_00559,fashion_bags_accessories,2984,18.5,9.4,32.6,57.22
prod_00560,cool_stuff,510,13.7,29.4,16.5,42.43
prod_00561,party_supplies,1100,50.7,18.7,43.6,17.39
prod_00562,pet_shop,411,72.4,48.1,6.2,17.06
prod_00563,consoles_games,788,31.5,28.8,26.8,49.42
prod_00564,garden_tools,904,41.9,5.5,33.1,21.76
prod_00565,air_conditioning,1356,47.4,13.4,28.6,55.49
prod_00566,signaling_and_security,1328,65.4,16.0,24.3,63.46
prod_00567,health_beauty,1170,70.9,15.4,22.9,17.85
prod_00568,party_supplies,1606,9.5,12.2,24.8,6.79
prod_00569,books_technical,557,21.4,15.2,13.7,13.54
prod_00570,computers_accessories,1365,29.7,15.7,28.5,98.49
prod_00571,music,2011,20.0,9.2,16.6,10.73
prod_00572,computers_accessories,551,25.6,24.8,18.3,43.31
prod_00573,sports_leisure,199,36.6,33.7,12.8,43.49
prod_00574,computers_accessories,2393,7.1,20.6,85.9,29.17
prod_00575,construction_tools,424,36.1,17.2,27.5,9.85
prod_00576,pet_shop,755,46.7,12.8,11.3,14.0
prod_00577,electronics,1970,30.1,16.0,26.1,84.38
prod_00578,housewares,525,6.4,16.9,43.3,15.56
prod_00579,garden_tools,2280,24.5,6.9,28.3,10.02
prod_00580,food_drink,663,34.8,24.1,23.9,22.0
prod_00581,diapers_and_hygiene,592,48.3,10.4,15.8,10.98
prod_00582,music,413,44.9,30.3,28.4,13.98
prod_00583,computers_accessories,668,28.0,2.0,35.7,64.1
prod_00584,luggage_accessories,1787,20.6,14.9,35.9,14.69
prod_00585,books_technical,755,28.7,24.3,27.0,19.36
prod_00586,office_furniture,2400,10.4,20.4,27.0,79.66
prod_00587,housewares,1207,21.7,5.6,46.9,33.47
prod_00588,art,1290,52.7,28.8,44.4,26.97
prod_00589,construction_tools,575,28.6,8.2,22.2,54.57
prod_00590,health_beauty,2646,35.5,9.9,56.8,5.9
prod_00591,garden_tools,2022,13.3,10.5,11.5,20.77
prod_00592,electronics,1983,48.1,4.2,27.6,39.38
prod_00593,sports_leisure,1034,27.3,15.3,29.1,48.36
prod_00594,perfumery,363,34.9,25.2,15.3,60.97
prod_00595,home_appliances,1342,38.8,29.9,10.1,33.81
prod_00596,party_supplies,1733,47.3,12.2,15.5,12.18
prod_00597,furniture_decor,1745,32.3,13.5,39.2,43.56
prod_00598,fashion_shoes,1581,27.6,21.2,39.8,49.85
prod_00599,christmas_supplies,1534,15.1,12.4,34.7,6.36
prod_00600,unknown,660,12.6,26.5,16.7,7.87
prod_00601,christmas_supplies,689,31.9,13.1,40.1,15.14
prod_00602,watches_gifts,417,35.1,7.5,17.4,9.2
prod_00603,air_conditioning,2419,38.0,15.5,28.5,75.78
prod_00604,art,4011,18.7,4.8,24.7,22.79
prod_00605,perfumery,6611,21.8,15.4,20.2,62.75
prod_00606,furniture_living_room,1413,31.7,17.2,33.8,28.85
prod_00607,office_furniture,1537,23.3,8.3,37.2,60.33
prod_00608,furniture_living_room,1067,87.0,16.8,16.2,66.46
prod_00609,unknown,1396,21.6,11.4,25.5,12.26
prod_00610,diapers_and_hygiene,523,36.3,8.0,36.3,14.04
prod_00611,diapers_and_hygiene,1050,44.2,4.3,5.0,11.76
prod_00612,stationery,596,45.6,5.2,30.4,9.34
prod_00613,luggage_accessories,944,23.1,32.1,36.6,28.58
prod_00614,electronics,643,38.9,11.2,31.1,63.52
prod_00615,air_conditioning,1734,36.5,17.0,31.9,104.36
prod_00616,fashion_shoes,1891,39.7,12.1,23.8,27.36
prod_00617,home_appliances,1502,31.4,32.5,35.4,77.33
prod_00618,housewares,692,44.4,8.1,12.4,13.31
prod_00619,market_place,389,33.4,14.2,15.6,8.41
prod_00620,perfumery,1906,14.0,9.9,31.6,36.32
prod_00621,garden_tools,1203,32.9,24.2,35.4,13.04
prod_00622,telephony,189,34.8,16.8,43.4,56.83
prod_00623,art,1334,42.9,13.9,52.6,24.31
prod_00624,computers_accessories,1545,32.0,5.7,16.9,28.12
prod_00625,air_conditioning,269,66.2,40.8,13.5,76.7
prod_00626,industry_commerce_and_business,1755,28.1,12.3,38.8,26.67
prod_00627,health_beauty,316,22.5,7.2,19.7,6.61
prod_00628,fashion_underwear_beach,628,56.1,4.3,24.3,12.1
prod_00629,fashion_shoes,318,27.7,5.1,36.8,28.7
prod_00630,fashion_bags_accessories,570,30.5,13.8,27.6,36.5
prod_00631,books_general,392,34.8,24.4,34.8,10.53
prod_00632,electronics,2409,33.4,16.2,16.0,126.75
prod_00633,construction_tools,990,39.6,4.5,29.2,22.1
prod_00634,consoles_games,828,41.6,13.8,28.9,65.07
prod_00635,air_conditioning,2566,21.4,28.6,43.1,178.77
prod_00636,pet_shop,2476,15.8,10.9,47.8,7.73
prod_00637,stationery,883,16.9,16.2,19.5,9.33
prod_00638,christmas_supplies,1481,53.1,11.2,14.4,8.22
prod_00639,air_conditioning,738,26.5,18.4,35.9,64.42
prod_00640,party_supplies,1112,44.0,8.0,9.5,9.87
prod_00641,cds_dvds_musicals,464,42.2,2.0,37.1,11.41
prod_00642,electronics,1641,30.5,6.0,38.6,76.36
prod_00643,costruction_tools_garden,2635,18.5,10.0,18.6,15.36
prod_00644,perfumery,2326,42.7,12.9,5.1,25.82
prod_00645,baby,1246,29.9,10.3,40.6,23.66
prod_00646,construction_tools,168,15.2,10.2,49.5,60.45
prod_00647,diapers_and_hygiene,709,23.4,24.5,47.8,28.99
prod_00648,fashion_shoes,1111,12.0,6.7,48.6,50.24
prod_00649,stationery,343,24.0,13.8,11.8,7.71
prod_00650,construction_tools,285,31.3,4.7,25.9,33.62
prod_00651,baby,3132,28.3,20.6,28.8,27.74
prod_00652,books_general,2142,26.6,15.9,26.7,7.67
prod_00653,fashion_bags_accessories,1733,31.1,40.3,35.0,33.16
prod_00654,small_appliances,1973,38.4,6.5,13.9,9.0
prod_00655,stationery,405,45.8,33.4,9.4,15.31
prod_00656,perfumery,553,48.8,7.1,7.6,24.45
prod_00657,diapers_and_hygiene,1416,20.1,10.9,41.0,9.35
prod_00658,fashion_bags_accessories,1498,51.2,5.3,11.8,63.4
prod_00659,sports_leisure,323,30.0,40.0,26.6,12.04
prod_00660,stationery,1343,25.1,17.4,18.2,14.25
prod_00661,office_furniture,1127,17.1,17.5,18.6,81.7
prod_00662,furniture_decor,2276,6.1,7.6,22.6,40.72
prod_00663,toys,1504,37.1,2.1,19.1,9.13
prod_00664,watches_gifts,3373,36.4,10.6,9.4,93.28
prod_00665,furniture_living_room,888,22.3,9.3,22.6,42.51
prod_00666,cds_dvds_musicals,432,22.7,3.3,16.2,6.87
prod_00667,diapers_and_hygiene,3314,27.8,11.0,15.7,9.03
prod_00668,stationery,1561,24.9,13.9,56.5,10.47
prod_00669,unknown,1132,19.6,18.1,10.7,20.53
prod_00670,garden_tools,572,16.1,2.3,22.0,25.15
prod_00671,air_conditioning,896,51.4,5.6,27.8,50.46
prod_00672,fashion_shoes,858,23.4,7.8,56.6,42.21
prod_00673,costruction_tools_garden,414,36.3,25.1,13.1,44.57
prod_00674,music,110,39.8,24.9,46.6,25.31
prod_00675,office_furniture,841,37.2,16.8,22.5,41.91
prod_00676,cool_stuff,2008,40.9,10.9,22.9,22.19
prod_00677,office_furniture,2787,37.0,26.0,34.0,21.07
prod_00678,luggage_accessories,2337,21.2,15.6,50.2,94.03
prod_00679,diapers_and_hygiene,2430,25.6,25.2,19.0,13.73
prod_00680,party_supplies,462,50.8,17.3,28.8,7.72
prod_00681,telephony,1436,23.0,3.7,26.8,103.99
prod_00682,fashion_underwear_beach,1742,30.0,2.0,26.2,31.47
prod_00683,computers_accessories,1822,38.5,10.2,36.9,20.02
prod_00684,books_general,1112,59.8,22.1,16.8,7.27
prod_00685,art,1309,48.6,9.2,20.4,14.37
prod_00686,sports_leisure,2290,18.1,28.9,9.5,13.55
prod_00687,market_place,1698,35.7,20.9,32.6,12.47
prod_00688,party_supplies,1926,33.7,27.5,25.5,15.75
prod_00689,food_drink,810,25.7,10.4,49.6,6.9
prod_00690,electronics,1855,30.4,6.8,12.9,84.27
prod_00691,computers_accessories,1296,21.1,6.1,60.1,95.58
prod_00692,christmas_supplies,2133,27.6,18.3,35.4,17.23
prod_00693,christmas_supplies,660,23.1,4.0,5.2,14.54
prod_00694,fashion_shoes,2015,31.6,4.2,34.6,20.98
prod_00695,art,906,25.3,8.9,17.9,27.56
prod_00696,bed_bath_table,2022,62.0,15.3,21.5,11.71
prod_00697,pet_shop,1442,32.1,7.9,19.6,28.93
prod_00698,health_beauty,1226,29.1,24.9,45.2,18.51
prod_00699,party_supplies,946,26.8,27.7,8.6,20.39
prod_00700,books_general,1136,25.3,2.0,23.2,7.89
prod_00701,christmas_supplies,843,15.2,17.5,24.2,10.53
prod_00702,fashion_shoes,930,44.0,9.3,19.3,16.64
prod_00703,furniture_decor,1666,56.1,22.7,14.8,44.14
prod_00704,unknown,227,22.9,17.9,6.0,13.27
prod_00705,perfumery,2002,50.6,14.8,23.4,19.39
prod_00706,music,2026,86.5,12.3,32.6,8.45
prod_00707,watches_gifts,969,71.1,4.2,25.6,61.28
prod_00708,food_drink,1335,54.9,43.6,14.8,6.02
prod_00709,auto,519,16.3,5.5,24.3,24.0
prod_00710,furniture_living_room,1589,16.2,33.6,49.9,82.96
prod_00711,garden_tools,580,40.8,19.9,17.2,18.41
prod_00712,home_appliances,50,30.1,9.6,27.5,101.99
prod_00713,construction_tools,2716,9.1,8.6,29.5,29.13
prod_00714,unknown,467,24.3,4.0,11.2,22.45
prod_00715,fashion_shoes,1117,39.9,13.7,21.0,36.13
prod_00716,air_conditioning,1372,27.8,3.9,21.1,146.27
prod_00717,party_supplies,1663,30.2,25.7,25.0,21.97
prod_00718,perfumery,1194,16.2,15.7,44.4,64.83
prod_00719,signaling_and_security,1463,24.1,13.1,12.7,22.31
prod_00720,signaling_and_security,951,40.9,14.2,45.8,20.48
prod_00721,art,276,23.5,16.1,33.8,26.16
prod_00722,stationery,1159,52.6,10.7,60.9,23.21
prod_00723,food_drink,1828,30.6,11.7,7.1,22.9
prod_00724,fashion_shoes,494,37.0,35.7,5.0,30.41
prod_00725,sports_leisure,1383,40.4,24.2,77.5,42.14
prod_00726,baby,3821,39.6,19.4,10.9,34.86
prod_00727,books_general,1102,17.9,9.6,15.4,11.72
prod_00728,watches_gifts,1146,19.6,2.8,15.5,50.68
prod_00729,consoles_games,252,9.0,18.1,13.2,81.65
prod_00730,costruction_tools_garden,441,25.6,14.1,33.0,22.26
prod_00731,watches_gifts,585,18.8,11.5,21.9,27.59
prod_00732,furniture_living_room,1778,23.2,12.7,16.8,27.66
prod_00733,garden_tools,526,26.9,5.8,55.4,9.81
prod_00734,office_furniture,1566,32.6,7.1,6.4,54.55
prod_00735,auto,634,28.0,24.3,40.2,43.36
prod_00736,diapers_and_hygiene,263,27.7,2.2,23.9,13.81
prod_00737,furniture_decor,1933,35.6,22.3,16.6,73.72
prod_00738,diapers_and_hygiene,866,29.6,29.7,17.7,17.01
prod_00739,air_conditioning,1672,45.5,17.9,20.8,140.1
prod_00740,industry_commerce_and_business,253,29.6,17.4,15.6,27.19
prod_00741,food_drink,95,60.0,7.0,37.1,6.79
prod_00742,telephony,1288,17.5,7.8,19.8,54.64
prod_00743,party_supplies,426,25.3,10.1,34.4,25.24
prod_00744,fashion_underwear_beach,1274,21.3,4.9,17.9,32.5
prod_00745,diapers_and_hygiene,1295,33.2,7.4,27.2,11.82
prod_00746,signaling_and_security,1174,17.5,14.1,27.2,10.52
prod_00747,fashion_shoes,2417,45.9,9.7,24.9,35.66
prod_00748,stationery,1546,13.4,14.9,46.5,16.09
prod_00749,computers_accessories,3818,19.3,24.2,48.9,106.67
prod_00750,computers_accessories,885,13.9,14.8,36.1,125.97
prod_00751,stationery,350,27.1,17.5,41.9,19.09
prod_00752,luggage_accessories,671,32.5,3.9,35.1,19.61
prod_00753,furniture_living_room,928,12.3,24.0,19.1,24.45
prod_00754,home_appliances,4031,24.6,3.8,22.9,81.85
prod_00755,cool_stuff,1225,48.5,9.3,7.2,21.5
prod_00756,fashion_shoes,2479,55.3,6.0,14.2,74.77
prod_00757,market_place,826,42.4,2.9,10.9,5.76
prod_00758,art,745,7.0,14.3,16.5,21.66
prod_00759,cds_dvds_musicals,242,31.1,18.4,28.4,9.63
prod_00760,fashion_underwear_beach,3946,51.2,30.1,18.7,13.54
prod_00761,christmas_supplies,3049,23.3,15.6,38.0,9.25
prod_00762,consoles_games,1394,15.4,7.4,14.5,25.98
prod_00763,party_supplies,973,49.4,9.6,33.6,9.34
prod_00764,stationery,1261,52.9,3.2,13.8,9.3
prod_00765,housewares,336,29.5,10.2,44.9,29.85
prod_00766,consoles_games,1670,15.4,13.0,14.5,46.72
prod_00767,housewares,2882,11.4,17.9,31.1,23.07
prod_00768,unknown,2980,34.8,20.9,16.8,20.74
prod_00769,signaling_and_security,253,21.4,17.6,52.5,41.29
prod_00770,air_conditioning,2463,28.5,6.8,51.4,20.31
prod_00771,auto,338,27.0,5.5,30.6,152.32
prod_00772,food_drink,105,18.7,20.0,30.3,11.15
prod_00773,sports_leisure,2527,11.1,2.8,36.5,5.92
prod_00774,baby,771,23.6,38.5,33.3,17.03
prod_00775,books_technical,2288,31.7,7.8,39.0,11.41
prod_00776,toys,2149,32.4,25.9,14.3,16.08
prod_00777,cds_dvds_musicals,1962,20.7,8.8,24.9,6.94
prod_00778,industry_commerce_and_business,1249,52.4,18.6,17.5,33.3
prod_00779,sports_leisure,378,16.3,5.6,51.0,17.81
prod_00780,bed_bath_table,930,5.9,13.5,12.0,12.55
prod_00781,unknown,3013,46.7,3.4,55.6,18.53
prod_00782,office_furniture,2329,31.2,16.1,25.2,95.7
prod_00783,furniture_living_room,970,23.7,5.6,39.3,36.1
prod_00784,home_appliances,960,37.1,6.2,18.6,59.35
prod_00785,consoles_games,1841,26.2,9.9,11.4,42.08
prod_00786,books_technical,1319,13.3,11.3,50.0,17.05
prod_00787,fashion_shoes,1010,15.7,17.9,32.0,35.98
prod_00788,watches_gifts,1733,25.4,16.9,12.6,39.57
prod_00789,pet_shop,1692,22.1,14.4,23.4,31.08
prod_00790,books_general,688,46.1,22.2,22.5,10.97
prod_00791,computers_accessories,1520,21.6,16.6,31.4,24.64
prod_00792,stationery,1618,20.9,17.3,14.3,20.48
prod_00793,air_conditioning,1178,19.6,6.2,12.5,58.06
prod_00794,pet_shop,625,18.7,23.3,26.7,63.54
prod_00795,housewares,907,19.0,21.6,14.8,23.41
prod_00796,health_beauty,517,14.4,14.8,50.8,56.85
prod_00797,fashion_shoes,1550,31.8,21.1,37.4,57.09
prod_00798,construction_tools,255,27.3,12.8,36.9,41.68
prod_00799,diapers_and_hygiene,3223,26.8,31.0,7.1,6.81
prod_00800,office_furniture,2791,11.8,14.0,19.0,30.56
prod_00801,party_supplies,1646,35.5,12.6,21.2,14.18
prod_00802,garden_tools,2236,37.2,16.7,13.5,23.32
prod_00803,construction_tools,2133,58.6,34.7,33.4,24.85
prod_00804,housewares,1334,36.3,9.0,31.1,28.02
prod_00805,fashion_shoes,1033,64.3,16.0,36.1,33.82
prod_00806,telephony,942,20.4,9.5,41.5,57.08
prod_00807,furniture_living_room,3302,60.1,12.5,40.4,25.12
prod_00808,fashion_bags_accessories,605,36.8,7.3,80.9,47.64
prod_00809,telephony,616,34.6,17.0,24.5,42.53
prod_00810,furniture_decor,2372,26.4,13.3,22.3,82.36
prod_00811,furniture_living_room,2221,23.7,20.9,33.2,75.09
prod_00812,party_supplies,986,21.2,24.3,45.2,12.03
prod_00813,garden_tools,1775,61.1,26.5,9.4,18.65
prod_00814,electronics,1943,26.0,9.7,15.9,230.02
prod_00815,auto,360,37.2,16.7,18.0,31.55
prod_00816,luggage_accessories,2913,41.1,27.4,25.8,45.73
prod_00817,consoles_games,1942,40.8,7.3,19.1,63.15
prod_00818,diapers_and_hygiene,1669,31.9,14.1,41.8,5.76
prod_00819,cool_stuff,1953,59.6,7.6,27.7,18.71
prod_00820,furniture_decor,1527,35.7,34.5,23.3,44.1
prod_00821,fashion_shoes,1126,21.0,27.3,31.3,46.84
prod_00822,market_place,1343,24.2,18.4,7.8,15.76
prod_00823,art,327,12.2,18.2,30.5,33.03
prod_00824,industry_commerce_and_business,4182,33.6,8.1,15.0,61.64
prod_00825,signaling_and_security,1112,38.7,29.1,38.1,21.3
prod_00826,market_place,4136,40.3,10.9,8.6,19.11
prod_00827,fashion_bags_accessories,1360,36.8,8.7,32.3,30.64
prod_00828,consoles_games,739,26.5,25.1,15.3,57.59
prod_00829,housewares,2857,29.0,10.3,45.7,21.24
prod_00830,consoles_games,1620,29.0,8.9,9.9,79.97
prod_00831,fashion_bags_accessories,5180,46.2,21.6,25.3,17.62
prod_00832,health_beauty,723,9.6,5.8,35.3,16.42
prod_00833,garden_tools,2938,22.9,18.6,29.6,45.36
prod_00834,office_furniture,3043,16.8,14.2,29.5,122.35
prod_00835,stationery,2057,71.2,20.5,11.9,13.44
prod_00836,art,3060,50.6,17.4,11.5,17.69
prod_00837,home_appliances,1132,23.4,46.9,28.9,24.17
prod_00838,diapers_and_hygiene,603,13.6,15.1,26.7,18.72
prod_00839,books_general,796,15.7,10.3,13.8,17.11
prod_00840,health_beauty,1291,45.9,13.3,13.4,29.19
prod_00841,garden_tools,2132,12.0,17.2,23.5,7.05
prod_00842,books_technical,641,29.2,33.4,20.2,18.92
prod_00843,small_appliances,943,42.3,19.3,59.9,26.08
prod_00844,toys,686,14.9,7.9,47.0,32.0
prod_00845,office_furniture,2399,29.1,84.1,37.4,39.99
prod_00846,christmas_supplies,4114,23.6,23.7,49.9,11.49
prod_00847,stationery,514,22.0,7.5,17.3,16.92
prod_00848,health_beauty,1835,20.1,6.2,18.8,10.88
prod_00849,toys,2607,44.0,5.4,43.6,14.74
prod_00850,party_supplies,1055,55.8,12.9,25.3,11.69
prod_00851,costruction_tools_garden,346,25.4,13.2,26.1,70.3
prod_00852,food_drink,2839,34.7,8.6,12.9,19.5
prod_00853,christmas_supplies,324,29.4,4.8,42.6,24.37
prod_00854,computers_accessories,3410,10.3,6.3,33.1,53.38
prod_00855,baby,674,24.9,19.5,21.4,55.92
prod_00856,sports_leisure,276,9.2,11.1,18.8,9.76
prod_00857,bed_bath_table,846,22.6,6.8,46.1,67.69
prod_00858,food_drink,1214,28.7,14.2,17.4,37.61
prod_00859,party_supplies,1414,40.7,15.9,10.6,13.7
prod_00860,watches_gifts,1945,33.2,16.9,47.4,74.13
prod_00861,cds_dvds_musicals,1510,44.6,13.9,47.8,8.69
prod_00862,office_furniture,3895,18.4,12.6,17.4,40.96
prod_00863,sports_leisure,1171,52.4,26.3,65.7,18.55
prod_00864,christmas_supplies,1569,55.8,6.5,23.8,13.23
prod_00865,industry_commerce_and_business,1475,8.9,11.6,17.5,58.1
prod_00866,fashion_shoes,241,11.6,3.2,32.6,38.51
prod_00867,cds_dvds_musicals,428,28.3,10.6,11.8,18.65
prod_00868,electronics,1295,21.7,14.8,14.7,68.91
prod_00869,air_conditioning,1710,23.4,21.5,29.0,29.06
prod_00870,construction_tools,147,33.0,3.2,26.4,97.98
prod_00871,art,4013,45.4,14.6,39.2,8.46
prod_00872,sports_leisure,1810,17.9,36.2,12.8,19.11
prod_00873,telephony,1240,49.1,17.7,60.1,38.21
prod_00874,diapers_and_hygiene,1751,19.9,5.7,20.0,11.48
prod_00875,baby,807,75.9,10.6,25.9,10.42
prod_00876,toys,1426,52.6,18.1,19.5,15.28
prod_00877,air_conditioning,1597,21.0,8.8,11.7,27.7
prod_00878,telephony,2862,13.7,15.6,24.5,50.04
prod_00879,office_furniture,1091,20.7,15.1,35.0,96.72
prod_00880,baby,333,19.3,12.8,22.6,11.68
prod_00881,garden_tools,589,38.3,5.2,15.6,38.11
prod_00882,diapers_and_hygiene,1023,9.0,8.2,39.9,15.18
prod_00883,garden_tools,372,11.7,38.3,40.7,16.53
prod_00884,furniture_decor,532,37.7,10.2,21.9,11.37
prod_00885,books_general,594,18.8,11.0,29.9,5.92
prod_00886,industry_commerce_and_business,969,22.7,11.0,39.8,33.73
prod_00887,housewares,1794,42.2,21.2,34.8,35.55
prod_00888,cds_dvds_musicals,933,46.4,11.4,29.5,7.87
prod_00889,small_appliances,1881,51.4,12.9,34.1,18.02
prod_00890,food_drink,1241,40.5,14.6,31.0,12.78
prod_00891,housewares,549,26.0,22.5,25.2,9.18
prod_00892,art,1617,24.9,13.0,12.6,20.35
prod_00893,pet_shop,1439,23.5,13.8,14.4,12.54
prod_00894,food_drink,1916,14.9,9.1,31.7,8.26
prod_00895,fashion_bags_accessories,2199,17.5,15.8,19.4,29.91
prod_00896,party_supplies,2923,48.1,18.6,31.1,27.04
prod_00897,pet_shop,1837,19.9,19.3,12.4,78.52
prod_00898,housewares,1404,14.9,35.0,16.5,10.07
prod_00899,christmas_supplies,1922,50.1,7.8,22.6,9.46
prod_00900,air_conditioning,860,12.7,13.3,6.2,85.28
prod_00901,toys,808,32.0,11.4,15.3,40.26
prod_00902,small_appliances,3193,7.7,31.4,17.6,8.88
prod_00903,stationery,789,61.8,19.8,27.4,13.21
prod_00904,small_appliances,607,58.6,4.1,21.8,21.79
