product_id,product_cost
prod_01398,20.24
prod_01399,29.11
prod_01400,35.2
prod_01401,42.21
prod_01402,8.11
prod_01403,28.09
prod_01404,8.3
prod_01405,54.02
prod_01406,47.85
prod_01407,71.68
prod_01408,53.02
prod_01409,41.5
prod_01410,36.78
prod_01411,121.28
prod_01412,27.5
prod_01413,22.54
prod_01414,9.12
prod_01415,25.89
prod_01416,22.19
prod_01417,53.89
prod_01418,46.19
prod_01419,73.6
prod_01420,10.76
prod_01421,50.19
prod_01422,8.65
prod_01423,11.03
prod_01424,18.5
prod_01425,37.46
prod_01426,32.13
prod_01427,21.21
prod_01428,85.75
prod_01429,10.19
prod_01430,18.91
prod_01431,19.28
prod_01432,10.83
prod_01433,99.57
prod_01434,13.9
prod_01435,27.16
prod_01436,39.41
prod_01437,176.88
prod_01438,57.77
prod_01439,24.8
prod_01440,48.27
prod_01441,16.62
prod_01442,18.48
prod_01443,10.23
prod_01444,104.45
prod_01445,65.39
prod_01446,17.05
prod_01447,93.21
prod_01448,51.03
prod_01449,6.86
prod_01450,122.59
prod_01451,6.34
prod_01452,40.47
prod_01453,120.88
prod_01454,32.57
prod_01455,39.71
prod_01456,37.81
prod_01457,37.04
prod_01458,11.39
prod_01459,160.53
prod_01460,53.23
prod_01461,87.57
prod_01462,16.81
prod_01463,12.1
prod_01464,52.74
prod_01465,39.46
prod_01466,10.95
prod_01467,10.15
prod_01468,12.18
prod_01469,18.68
prod_01470,18.98
prod_01471,70.94
prod_01472,13.38
prod_01473,36.9
prod_01474,64.56
prod_01475,42.54
prod_01476,15.66
prod_01477,20.52
prod_01478,70.83
prod_01479,18.58
prod_01480,9.98
prod_01481,40.49
prod_01482,62.3
prod_01483,27.19
prod_01484,64.31
prod_01485,43.31
prod_01486,38.43
prod_01487,25.2
prod_01488,11.89
prod_01489,34.73
prod_01490,33.44
prod_01491,38.97
prod_01492,15.84
prod_01493,23.96
prod_01494,39.94
prod_01495,27.78
prod_01496,33.16
prod_01497,101.71
prod_01498,20.93
prod_01499,130.63
prod_01500,47.73
prod_01501,46.39
prod_01502,64.29
prod_01503,44.04
prod_01504,12.46
prod_01505,19.16
prod_01506,7.58
prod_01507,11.88
prod_01508,12.91
prod_01509,26.32
prod_01510,27.92
prod_01511,144.96
prod_01512,12.18
prod_01513,7.53
prod_01514,6.54
prod_01515,78.34
prod_01516,31.02
prod_01517,7.62
prod_01518,38.27
prod_01519,31.43
prod_01520,12.76
prod_01521,119.85
prod_01522,20.17
prod_01523,33.76
prod_01524,44.19
prod_01525,10.31
prod_01526,12.02
prod_01527,9.44
prod_01528,89.85
prod_01529,167.72
prod_01530,17.08
prod_01531,23.95
prod_01532,46.91
prod_01533,31.83
prod_01534,9.48
prod_01535,35.19
prod_01536,50.57
prod_01537,48.26
prod_01538,57.31
prod_01539,25.81
prod_01540,30.73
prod_01541,6.0
prod_01542,44.8
prod_01543,24.25
prod_01544,31.0
prod_01545,20.5
prod_01546,92.52
prod_01547,65.25
prod_01548,17.58
prod_01549,37.0
prod_01550,40.2
prod_01551,26.36
prod_01552,111.38
prod_01553,134.65
prod_01554,55.53
prod_01555,81.52
prod_01556,8.83
prod_01557,21.08
prod_01558,5.79
prod_01559,39.47
prod_01560,37.62
prod_01561,7.98
prod_01562,9.63
prod_01563,8.57
prod_01564,59.91
prod_01565,112.44
prod_01566,25.34
prod_01567,8.67
prod_01568,91.19
prod_01569,40.63
prod_01570,10.7
prod_01571,51.11
prod_01572,10.89
prod_01573,36.92
prod_01574,29.48
prod_01575,15.26
prod_01576,7.78
prod_01577,22.85
prod_01578,39.05
prod_01579,9.11
prod_01580,63.41
prod_01581,30.13
prod_01582,11.4
prod_01583,59.93
prod_01584,6.38
prod_01585,41.24
prod_01586,21.49
prod_01587,6.49
prod_01588,21.16
prod_01589,23.45
prod_01590,22.63
prod_01591,39.13
prod_01592,25.08
prod_01593,14.62
prod_01594,39.43
prod_01595,17.16
prod_01596,16.29
prod_01597,54.41
prod_01598,40.39
prod_01599,6.21
prod_01600,5.93
prod_01601,43.09
prod_01602,9.74
prod_01603,18.17
prod_01604,52.07
prod_01605,29.43
prod_01606,11.0
prod_01607,86.11
prod_01608,82.55
prod_01609,20.67
prod_01610,57.43
prod_01611,47.86
prod_01612,26.89
prod_01613,16.57
prod_01614,27.52
prod_01615,27.38
prod_01616,20.37
prod_01617,9.63
prod_01618,14.54
prod_01619,42.27
prod_01620,36.02
prod_01621,16.14
prod_01622,5.65
prod_01623,39.61
prod_01624,55.52
prod_01625,28.16
prod_01626,15.38
prod_01627,42.75
prod_01628,35.84
prod_01629,23.96
prod_01630,40.17
prod_01631,111.78
prod_01632,79.32
prod_01633,76.74
prod_01634,19.22
prod_01635,95.53
prod_01636,56.12
prod_01637,15.82
prod_01638,22.81
prod_01639,108.95
prod_01640,5.97
prod_01641,15.73
prod_01642,28.99
prod_01643,6.54
prod_01644,17.68
prod_01645,14.66
prod_01646,16.38
prod_01647,26.15
prod_01648,13.04
prod_01649,103.6
prod_01650,34.88
prod_01651,22.22
prod_01652,24.12
prod_01653,14.04
prod_01654,35.64
prod_01655,15.28
prod_01656,32.97
prod_01657,23.26
prod_01658,12.57
prod_01659,48.47
prod_01660,6.88
prod_01661,8.66
prod_01662,39.58
prod_01663,65.96
prod_01664,33.7
prod_01665,33.33
prod_01666,85.66
prod_01667,42.85
prod_01668,18.37
prod_01669,146.46
prod_01670,12.65
prod_01671,16.66
prod_01672,18.54
prod_01673,9.52
prod_01674,15.53
prod_01675,50.84
prod_01676,19.8
prod_01677,22.85
prod_01678,10.0
prod_01679,7.96
prod_01680,5.47
prod_01681,13.36
prod_01682,20.76
prod_01683,10.15
prod_01684,82.41
prod_01685,25.98
prod_01686,31.22
prod_01687,52.01
prod_01688,100.81
prod_01689,38.37
prod_01690,56.26
prod_01691,15.07
prod_01692,41.63
prod_01693,16.03
prod_01694,12.46
prod_01695,25.01
prod_01696,34.98
prod_01697,8.19
prod_01698,6.29
prod_01699,136.8
prod_01700,45.15
prod_01701,16.34
prod_01702,39.68
prod_01703,12.17
prod_01704,269.55
prod_01705,44.69
prod_01706,71.36
prod_01707,37.62
prod_01708,17.13
prod_01709,16.04
prod_01710,16.83
prod_01711,8.0
prod_01712,59.64
prod_01713,14.77
prod_01714,14.65
prod_01715,8.69
prod_01716,19.29
prod_01717,6.37
prod_01718,5.89
prod_01719,43.27
prod_01720,32.68
prod_01721,95.17
prod_01722,129.54
prod_01723,10.12
prod_01724,45.64
prod_01725,21.73
prod_01726,12.16
prod_01727,50.09
prod_01728,77.79
prod_01729,36.11
prod_01730,84.03
prod_01731,17.82
prod_01732,9.99
prod_01733,110.02
prod_01734,26.02
prod_01735,15.86
prod_01736,22.21
prod_01737,124.79
prod_01738,11.55
prod_01739,15.96
prod_01740,12.54
prod_01741,18.88
prod_01742,50.72
prod_01743,21.61
prod_01744,112.77
prod_01745,19.24
prod_01746,50.99
prod_01747,41.23
prod_01748,16.47
prod_01749,5.56
prod_01750,15.71
prod_01751,23.43
prod_01752,24.96
prod_01753,6.28
prod_01754,21.34
prod_01755,59.84
prod_01756,18.5
prod_01757,9.7
prod_01758,233.08
prod_01759,40.07
prod_01760,27.61
prod_01761,44.19
prod_01762,56.02
prod_01763,96.07
prod_01764,22.47
prod_01765,22.3
prod_01766,212.07
prod_01767,51.11
prod_01768,20.25
prod_01769,48.92
prod_01770,15.26
prod_01771,76.08
prod_01772,14.87
prod_01773,24.87
prod_01774,39.75
prod_01775,14.19
prod_01776,36.81
prod_01777,49.76
prod_01778,7.39
prod_01779,52.59
prod_01780,48.28
prod_01781,27.57
prod_01782,37.11
prod_01783,9.81
prod_01784,11.56
prod_01785,17.82
prod_01786,97.05
prod_01787,10.21
prod_01788,23.45
prod_01789,9.74
prod_01790,60.82
prod_01791,6.13
prod_01792,18.1
prod_01793,85.09
prod_01794,48.11
prod_01795,65.7
prod_01796,114.92
prod_01797,63.4
prod_01798,12.41
prod_01799,11.56
prod_01800,138.78
prod_01801,28.75
prod_01802,14.96
prod_01803,41.33
prod_01804,24.98
prod_01805,13.16
prod_01806,56.44
prod_01807,12.75
prod_01808,22.64
prod_01809,59.26
prod_01810,17.52
prod_01811,6.97
prod_01812,25.86
prod_01813,51.14
prod_01814,10.44
prod_01815,61.75
prod_01816,21.51
prod_01817,28.93
prod_01818,10.12
prod_01819,20.89
prod_01820,119.75
prod_01821,10.88
prod_01822,19.21
prod_01823,26.74
prod_01824,47.12
prod_01825,6.16
prod_01826,65.06
prod_01827,30.23
prod_01828,71.21
prod_01829,12.48
prod_01830,50.8
prod_01831,25.88
prod_01832,7.0
prod_01833,106.94
prod_01834,18.18
prod_01835,8.1
prod_01836,20.26
prod_01837,22.62
prod_01838,21.65
prod_01839,113.71
prod_01840,28.91
prod_01841,36.75
prod_01842,34.65
prod_01843,40.0
prod_01844,25.3
prod_01845,77.34
prod_01846,6.86
prod_01847,41.74
prod_01848,34.57
prod_01849,39.41
prod_01850,73.61
prod_01851,41.12
prod_01852,26.05
prod_01853,17.25
prod_01854,42.76
prod_01855,16.44
prod_01856,12.11
prod_01857,36.1
prod_01858,14.5
prod_01859,56.16
prod_01860,26.23
prod_01861,30.76
prod_01862,27.29
prod_01863,29.37
prod_01864,20.03
prod_01865,14.68
prod_01866,21.18
prod_01867,17.49
prod_01868,19.31
prod_01869,37.85
prod_01870,47.79
prod_01871,23.97
prod_01872,40.04
prod_01873,10.39
prod_01874,23.89
prod_01875,113.39
prod_01876,144.18
prod_01877,91.66
prod_01878,19.24
prod_01879,83.82
prod_01880,24.26
prod_01881,9.02
prod_01882,34.18
prod_01883,22.03
prod_01884,15.65
prod_01885,22.44
prod_01886,80.47
prod_01887,35.25
prod_01888,23.8
prod_01889,24.99
prod_01890,54.17
prod_01891,58.73
prod_01892,44.28
prod_01893,14.8
prod_01894,35.28
prod_01895,30.53
prod_01896,45.94
prod_01897,24.48
prod_01898,74.44
prod_01899,19.95
prod_01900,11.61
prod_01901,25.03
prod_01902,15.1
prod_01903,22.63
prod_01904,21.21
prod_01905,27.76
prod_01906,12.55
prod_01907,5.94
prod_01908,15.36
prod_01909,43.66
prod_01910,17.36
prod_01911,28.33
prod_01912,13.21
prod_01913,10.91
prod_01914,65.74
prod_01915,18.27
prod_01916,21.58
prod_01917,8.73
prod_01918,28.95
prod_01919,7.43
prod_01920,14.19
prod_01921,26.5
prod_01922,35.29
prod_01923,72.86
prod_01924,12.83
prod_01925,66.72
prod_01926,37.45
prod_01927,39.3
prod_01928,60.15
prod_01929,36.05
prod_01930,13.04
prod_01931,33.05
prod_01932,13.33
prod_01933,39.43
prod_01934,34.66
prod_01935,114.11
prod_01936,45.89
prod_01937,30.21
prod_01938,13.25
prod_01939,5.6
prod_01940,169.94
prod_01941,21.59
prod_01942,80.4
prod_01943,27.24
prod_01944,29.08
prod_01945,17.37
prod_01946,11.05
prod_01947,27.5
prod_01948,17.64
prod_01949,13.72
prod_01950,44.8
prod_01951,17.38
prod_01952,52.18
prod_01953,37.87
prod_01954,252.34
prod_01955,30.79
prod_01956,44.51
prod_01957,16.52
prod_01958,11.21
prod_01959,29.67
prod_01960,19.78
prod_01961,109.08
prod_01962,20.29
prod_01963,7.85
prod_01964,17.18
prod_01965,67.15
prod_01966,38.14
prod_01967,18.83
prod_01968,6.12
prod_01969,70.24
prod_01970,9.56
prod_01971,106.16
prod_01972,24.15
prod_01973,43.21
prod_01974,39.96
prod_01975,5.96
prod_01976,7.04
prod_01977,19.27
prod_01978,9.21
prod_01979,33.08
prod_01980,24.24
prod_01981,61.43
prod_01982,37.19
prod_01983,166.68
prod_01984,24.62
prod_01985,108.91
prod_01986,9.65
prod_01987,72.84
prod_01988,70.99
prod_01989,6.15
prod_01990,56.28
prod_01991,55.68
prod_01992,54.82
prod_01993,18.06
prod_01994,17.61
prod_01995,63.83
prod_01996,23.88
prod_01997,10.98
prod_01998,22.72
prod_01999,9.32
